,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/05/19,1新潟8,晴,7,4歳以上1勝クラス,15,8,14,24.3,11,13,佐々木大,58,ダ1200,良,1:14.1,2.9,13-13,34.6-36.6,37.6,484(+6),トーセンニック
1,2024/04/06,1福島1,曇,8,4歳以上1勝クラス,16,3,6,11.1,6,12,鷲頭虎太,55,ダ1150,良,1:11.2,1.9,15-14,31.8-37.5,37.4,478(-4),ザアトム
2,2024/03/17,1中京4,小雨,12,4歳以上1勝クラス,16,1,1,130.0,12,4,鷲頭虎太,55,ダ1200,良,1:12.1,0.3,11-11,34.6-37.2,35.8,482(-8),パスカリ
3,2024/02/04,2京都4,曇,7,4歳以上1勝クラス,9,3,3,146.9,8,9,国分優作,58,ダ1800,良,1:55.2,1.5,8-8-7-7,37.4-38.1,39.0,490(-7),ヒロノオオゾラ
4,2023/12/07,園田,晴,10,JRA交流揖保川特別,11,7,9,27.1,9,3,杉浦健太,56,ダ1400,良,1:30.7,0.6,10-10-9-8,0.0-39.4,38.7,497(+9),ナムラタタ
5,2023/10/22,4東京7,晴,8,3歳以上1勝クラス,13,8,12,90.2,10,7,野中悠太,58,ダ1400,良,1:25.8,1.5,10-8,35.3-36.6,36.7,488(-8),マーブルマカロン
6,2023/08/20,2札幌4,曇,12,3歳以上1勝クラス,13,5,6,175.4,12,8,石川倭,58,ダ1700,稍,1:48.9,1.2,13-13-8-7,31.8-37.6,38.1,496(+10),メイショウシナノ
7,2023/07/29,1札幌3,曇,8,3歳以上1勝クラス,13,1,1,188.5,11,12,古川吉洋,58,ダ1700,良,1:50.3,4.5,3-3-5-10,30.8-36.4,40.6,486(-6),サンテックス
8,2023/07/22,1札幌1,晴,12,3歳以上1勝クラス,14,3,4,175.5,13,11,岩田康誠,58,ダ1700,良,1:48.1,1.8,10-10-10-13,29.9-39.1,39.5,492(+10),フォーワンセルフ
9,2023/05/20,2東京9,曇,8,4歳以上1勝クラス,16,1,2,116.2,12,11,吉田豊,58,ダ1400,稍,1:25.8,2.0,11-12,35.9-35.7,36.3,482(+2),ベアグッジョブ
10,2023/04/22,2東京1,曇,7,4歳以上1勝クラス,15,8,15,145.4,14,8,吉田豊,58,ダ1400,良,1:26.7,1.0,14-12,36.1-37.7,37.3,480(-15),ミッキーレジェンド
11,2022/11/08,金沢,曇,9,加賀四湯賞,5,1,1,4.4,4,3,坂井瑠星,55,ダ1500,稍,1:34.5,0.3,3-3-4-3,0.0-38.8,38.5,495(+3),ロードグリュック
12,2022/08/20,2札幌3,曇,8,3歳以上1勝クラス,12,6,7,20.5,6,12,古川奈穂,50,ダ1000,稍,1:00.6,1.1,12-12,35.4-35.8,34.9,492(0),ファンタジックラン
13,2022/07/23,3小倉7,晴,12,3歳以上1勝クラス,16,6,12,25.3,9,12,坂井瑠星,54,ダ1700,良,1:47.8,2.9,4-4-3-6,28.8-38.3,40.9,492(+2),タガノエスコート
14,2022/04/23,2東京1,晴,6,3歳1勝クラス,16,4,8,187.6,13,10,吉田豊,56,ダ1600,稍,1:38.8,3.1,2-2,34.5-36.8,39.8,490(-10),ヴァルツァーシャル
15,2022/04/10,2阪神6,晴,5,3歳1勝クラス,16,2,4,118.7,15,12,古川奈穂,52,ダ1400,良,1:26.7,1.7,11-12,34.9-37.8,38.4,500(-2),カセノダンサー
16,2022/01/16,1小倉2,曇,7,3歳1勝クラス,12,6,8,32.3,8,11,吉田隼人,56,ダ1700,良,1:48.0,1.5,5-5-7-7,29.6-38.8,39.5,502(0),タイセイドレフォン
17,2021/12/28,6阪神9,曇,7,2歳1勝クラス,13,2,2,60.9,10,10,吉田隼人,55,ダ1800,良,1:55.3,1.7,3-3-5-8,37.5-38.4,39.6,502(0),デリカダ
18,2021/12/19,6中京6,曇,10,寒椿賞(1勝クラス),16,2,4,103.4,15,8,小崎綾也,55,ダ1400,重,1:24.4,0.8,15-15,33.6-37.8,37.3,502(+10),グットディール
19,2021/10/31,4東京8,曇,1,2歳未勝利,15,3,5,12.0,5,1,松山弘平,55,ダ1400,良,1:26.9,-0.1,3-4,36.0-38.2,37.9,492(+4),(アポロプラネット)
20,2021/10/24,4阪神6,晴,5,2歳新馬,10,5,5,26.5,5,10,松山弘平,55,芝1800,良,1:51.6,4.3,7-7,36.7-34.4,37.2,488(0),リアド
