,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/10/19,名古屋,晴,4,神戸八光会記念,12,6,7,14.5,5,9,大畑慧悟,52,ダ1500,良,1:38.1,1.9,6-4-8,0.0-38.2,39.7,472(+6),イストロス
1,2023/10/04,名古屋,曇,5,C18組,12,7,9,17.7,6,2,大畑慧悟,51,ダ1500,不,1:37.2,0.2,10-9-3,0.0-41.0,39.5,466(-1),クイーンオーキッド
2,2023/09/20,名古屋,曇,3,美代ちゃん誕生74周,11,4,4,40.1,8,3,丸野勝虎,54,ダ1500,良,1:39.2,0.8,9-10-9,0.0-40.0,39.5,467(-11),ジラソーレ
3,2023/09/05,名古屋,晴,6,3歳7組,11,7,9,71.1,8,10,大畑慧悟,51,ダ1500,良,1:39.7,3.2,6-7-8,0.0-39.2,41.7,478(+14),クリノサクセス
4,2023/08/22,名古屋,晴,8,3歳6組,12,8,11,17.5,7,8,丸野勝虎,54,ダ1500,良,1:38.6,1.9,11-11-10,0.0-39.1,38.7,464(-10),ウインプリームス
5,2023/06/30,名古屋,曇,1,3歳13組,11,8,11,2.3,2,1,大畑慧悟,51,ダ920,重,0:56.8,-1.3,1,0.0-37.5,37.5,474(-6),(マニータ)
6,2023/06/16,名古屋,晴,2,3歳11組,12,4,4,7.7,4,11,大畑慧悟,51,ダ1500,良,1:41.4,3.4,1-2-5,0.0-40.7,44.1,480(+16),ロッキープラネット
7,2023/05/14,2東京8,曇,4,3歳未勝利,18,2,4,306.9,16,18,小林勝太,51,芝1400,良,1:23.6,2.5,1-2,34.3-35.0,37.4,464(-7),クレセントウイング
8,2023/03/01,川崎,晴,9,アクアマリンフラワー,12,2,2,5.4,3,8,武藤雅,54,ダ1400,良,1:35.9,3.2,5-5-6-8,40.6-40.0,42.3,471(-7),ジャスパーティアラ
9,2023/01/15,1中山6,曇,1,3歳未勝利,16,4,8,21.4,7,10,武藤雅,54,ダ1200,良,1:14.1,1.4,7-7,34.6-38.1,38.6,478(-6),ケンキョ
10,2022/12/18,6中京6,晴,5,2歳新馬,18,3,6,34.7,9,11,佐々木大,51,芝1400,良,1:23.9,0.9,12-11,35.3-35.9,35.3,484(0),プウスカンドゥール
