,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/08/19,園田,晴,11,池田ライオンズクラブ,8,5,5,21.8,5,7,松木大地,56,ダ1230,稍,1:22.4,1.6,5-5-5-5,0.0-38.8,39.8,514(+8),アヴニールレーヴ
1,2022/07/21,園田,曇,10,B1B2,12,7,9,10.9,5,8,廣瀬航,57,ダ820,稍,0:51.6,1.5,7-9,0.0-36.3,37.4,506(-3),イズジョードリーム
2,2022/07/01,園田,晴,10,楽天競馬ポイント還元,9,2,2,15.0,4,9,松木大地,56,ダ1400,良,1:33.9,4.2,1-1-3-6,0.0-39.3,43.5,509(+7),ケンジーフェイス
3,2022/05/31,浦和,曇,11,JCSファイナルステ,12,6,7,20.1,8,5,秋元耕成,56,ダ1400,稍,1:29.3,1.5,1-1-2-2,36.3-38.8,40.2,502(-4),ジョーイルガチフェ
4,2022/04/25,浦和,晴,11,青葉特別,12,2,2,6.9,4,5,藤江渉,56,ダ1400,良,1:30.3,1.7,1-1-1-3,36.4-39.2,40.9,506(+1),クマサンニデアッタ
5,2022/04/06,川崎,晴,6,神速賞,12,8,11,11.5,5,1,藤江渉,56,ダ900,重,0:54.4,-0.1,1-1,28.6-37.3,37.3,505(-9),(トリプルフォー)
6,2022/02/24,浦和,晴,10,高麗川特別,8,1,1,16.5,7,8,福原杏,56,ダ1500,良,1:40.1,4.3,4-4-8-8,31.0-38.6,42.0,514(+6),コウユーモテモテ
7,2021/12/12,5中山4,曇,4,障害3歳以上未勝利,10,1,1,46.3,8,中,上野翔,58,障2880,良,,,,110.0-40.0,,508(+10),アルトリウス
8,2021/09/20,4中山5,晴,12,3歳以上1勝クラス,13,8,13,16.3,7,13,武藤雅,55,ダ1200,良,1:14.6,3.5,4-6,33.6-37.5,40.7,498(-2),スワーヴヨハン
9,2021/08/24,浦和,曇,7,ツインサマー特別,11,1,1,1.8,1,2,笹川翼,56,ダ1400,稍,1:29.2,0.4,1-1-1-1,37.2-38.6,39.0,500(-8),ブレーヴトライ
10,2021/07/25,1函館8,曇,3,3歳未勝利,12,6,7,2.9,1,8,横山和生,56,ダ1000,良,1:00.4,1.1,1-1,35.0-36.2,37.3,508(+10),トミケンカラバティ
11,2021/07/11,1福島4,曇,4,3歳未勝利,16,5,10,3.5,2,2,武藤雅,56,ダ1150,重,1:08.4,0.1,1-1,31.6-36.7,36.8,498(+2),ネオトリニティー
12,2021/06/19,3東京5,雨,6,3歳未勝利,16,2,3,5.5,4,3,武藤雅,56,ダ1300,重,1:18.9,1.4,1-1,29.7-35.9,37.3,496(-2),メディシス
13,2021/05/22,2新潟5,晴,6,3歳未勝利,15,1,1,12.8,6,5,小林脩斗,53,ダ1200,重,1:13.0,1.5,1-2,33.1-38.4,39.9,498(-2),チャイブテソーロ
14,2021/04/17,3中山7,曇,3,3歳未勝利,16,2,4,3.3,2,9,武藤雅,56,ダ1200,稍,1:13.9,1.1,1-2,34.3-38.5,39.6,500(-6),ジーガーオーシャン
15,2021/01/30,1東京1,晴,2,3歳新馬,16,6,11,6.8,2,2,武藤雅,56,ダ1400,重,1:26.0,0.5,1-1,35.4-37.7,38.2,506(0),トゥーパンクス
