,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/03/23,3中山1,曇,10,春風S(1600万下),15,8,14,12.1,5,7,ミナリク,55,ダ1200,稍,1:11.1,0.5,15-13,33.6-37.0,36.1,462(-2),アシャカダイキ
1,2019/02/24,2中山2,晴,10,ブラッドストーンS(1600万下),16,2,4,111.3,14,2,ミナリク,55,ダ1200,良,1:11.4,0.1,15-14,33.7-37.6,35.6,464(0),ブラックジョー
2,2019/01/26,2京都1,晴,11,橿原S(1600万下),16,6,11,53.0,11,15,池添謙一,55,ダ1200,良,1:13.4,1.7,10-11,34.7-37.0,37.0,464(+4),ゼンノサーベイヤー
3,2018/02/25,2中山2,曇,10,ブラッドストーンS(1600万下),10,7,8,13.9,6,6,ミナリク,55,ダ1200,良,1:12.0,0.7,10-9,34.6-36.7,36.0,460(0),ハットラブ
4,2018/02/17,2京都7,曇,10,橿原S(1600万下),15,1,1,15.0,4,14,浜中俊,54,ダ1200,稍,1:13.2,2.2,12-12,34.8-36.2,37.0,460(+2),マテラスカイ
5,2017/12/09,5中山3,晴,10,アクアラインS(1600万下),16,1,2,26.8,9,6,丹内祐次,55,ダ1200,良,1:11.7,0.5,15-14,33.8-37.4,36.2,458(+8),ベック
6,2017/11/19,5京都6,晴,12,西陣S(1600万下),16,7,14,8.1,4,4,ルメール,55,ダ1200,重,1:11.2,0.7,9-10,34.9-35.6,35.4,450(+2),ディオスコリダー
7,2017/10/15,4京都5,雨,12,藤森S(1600万下),16,8,16,6.7,5,10,菱田裕二,55,ダ1200,重,1:11.5,0.4,16-15,33.9-37.2,35.0,448(+2),オアシスクイーン
8,2017/08/05,2新潟3,晴,11,越後S(1600万下),15,6,10,13.9,9,6,吉田隼人,55,ダ1200,良,1:12.1,0.4,12-11,34.1-37.6,36.5,446(0),エイシンバランサー
9,2017/03/19,2中山7,晴,10,千葉S(OP),16,4,7,13.2,7,13,菱田裕二,52,ダ1200,良,1:11.3,1.4,11-10,33.2-36.7,36.9,446(-8),ナンチンノン
10,2017/02/04,2京都3,晴,11,大和S(OP),16,7,13,2.5,1,12,菱田裕二,52,ダ1200,良,1:12.2,1.0,12-11,34.5-36.7,36.1,454(+10),ワディ
11,2016/11/20,5京都6,曇,12,西陣S(1600万下),16,1,1,4.8,1,1,菱田裕二,52,ダ1200,稍,1:10.1,-0.2,11-11,33.9-36.2,34.9,444(0),(エイシンバランサー)
12,2016/10/09,4京都2,晴,12,3歳以上1000万下,14,2,2,7.2,2,1,菱田裕二,53,ダ1400,重,1:22.7,-0.5,1-1,34.7-36.0,36.0,444(0),(ワンミリオンス)
13,2016/09/11,4中山2,曇,12,3歳以上1000万下,16,6,12,7.4,4,4,吉田隼人,53,ダ1200,稍,1:11.1,0.2,9-8,33.1-37.8,36.8,444(+4),ヒカリマサムネ
14,2016/06/19,3東京6,曇,11,ユニコーンS(GIII),16,5,9,96.2,10,14,田中勝春,54,ダ1600,良,1:38.0,2.2,3-3,35.3-36.2,38.2,440(+4),ゴールドドリーム
15,2016/05/07,3京都5,曇,6,3歳500万下,16,4,7,13.6,6,1,菱田裕二,54,ダ1200,良,1:11.6,-0.1,10-6,35.0-36.6,35.4,436(-4),(シルバードリーム)
16,2016/04/09,3中山5,晴,6,3歳500万下,16,2,3,15.2,6,3,田中勝春,54,ダ1200,稍,1:12.5,0.9,9-10,34.6-37.0,37.0,440(-4),トモトモリバー
17,2016/01/16,1中山5,晴,9,菜の花賞(500万下),15,8,14,28.5,9,8,丸田恭介,54,芝1600,良,1:35.1,0.6,4-4-4,35.5-35.3,35.6,444(+6),エクラミレネール
18,2015/11/22,5東京6,曇,9,からまつ賞(500万下),10,7,7,11.1,5,6,ベリー,54,芝1400,良,1:22.6,1.0,2-2,34.8-34.5,35.4,438(-4),トウショウドラフタ
19,2015/10/04,4中山9,晴,9,サフラン賞(500万下),12,2,2,30.0,11,3,岩田康誠,54,芝1600,良,1:35.6,0.3,1-1-1,35.8-35.5,35.8,442(+2),クードラパン
20,2015/08/29,2札幌3,晴,1,2歳未勝利,13,3,3,7.5,4,1,モレイラ,54,芝1500,良,1:30.5,0.0,1-1-1,30.2-35.9,35.9,440(0),(ジュアンマリエ)
21,2015/08/15,1札幌5,曇,5,2歳新馬,12,6,7,4.8,2,3,ルメール,54,芝1500,良,1:31.8,0.4,3-2-3,31.0-35.5,35.8,440(0),アラモアナワヒネ
