,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/09/04,水沢,小雨,4,C2五組,7,4,4,101.0,7.0,5,高野誠毅,54,ダ1300,良,1:25.7,1.8,7-7-7-6,0.0-41.2,40.3,495(+3),アンズビジン
1,2023/08/27,水沢,曇,4,C2八組,11,7,8,128.0,11.0,9,西啓太,54,ダ1300,良,1:25.8,2.5,8-8-8-8,0.0-40.0,40.0,492(+1),ナンヨーローズ
2,2023/08/13,盛岡,曇,5,C2八組,9,7,7,74.4,9.0,7,葛山晃平,54,ダ1200,重,1:16.6,1.4,8-8,0.0-38.7,38.3,491(-1),ガルフォート
3,2023/08/06,盛岡,晴,3,C2八組,8,5,5,52.2,7.0,5,塚本涼人,54,ダ1200,良,1:16.3,2.8,7-7,0.0-37.5,37.6,492(+4),オーウェンバローズ
4,2023/07/30,盛岡,晴,8,C2七組,7,2,2,11.8,6.0,4,坂口裕一,54,ダ1200,良,1:17.1,1.4,6-4,0.0-39.3,39.2,488(+4),エスディージーズ
5,2023/07/16,盛岡,雨,8,C2八組,8,4,4,8.4,5.0,5,葛山晃平,54,ダ1200,不,1:16.2,1.2,7-7,0.0-37.9,38.1,484(0),ピースワンドルチェ
6,2023/07/09,盛岡,小雨,4,C2八組,7,3,3,1.7,1.0,4,山本聡哉,54,ダ1200,稍,1:16.6,1.5,6-6,0.0-38.0,38.4,484(+4),サバイバルトリック
7,2023/07/02,盛岡,曇,6,C2八組,10,2,2,17.3,3.0,4,葛山晃平,54,ダ1200,稍,1:16.3,0.9,7-5,0.0-39.0,38.1,480(-3),セシール
8,2023/06/18,水沢,曇,5,C2九組,8,6,6,21.1,5.0,2,葛山晃平,54,ダ1300,稍,1:25.3,0.4,7-7-3-2,0.0-39.6,39.5,483(+3),ヤマニンライバリー
9,2023/06/04,水沢,曇,6,C2八組,9,8,9,6.1,4.0,3,葛山晃平,54,ダ1300,稍,1:26.5,0.2,8-6-4-5,0.0-41.2,40.6,480(0),ピノーク
10,2023/05/28,水沢,小雨,3,C2八組,9,1,1,5.8,3.0,8,山本聡哉,54,ダ1300,良,1:26.5,1.8,9-9-9-9,0.0-40.3,39.5,480(0),ベルヴュードライヴ
11,2023/05/21,盛岡,曇,6,C2九組,9,5,5,4.6,2.0,5,山本聡哉,54,ダ1200,良,1:16.8,0.7,4-4,0.0-38.2,38.1,480(-2),パワポケゴー
12,2023/05/07,盛岡,曇,6,C2七組,10,8,10,14.0,7.0,8,村上忍,54,ダ1200,不,1:16.1,0.9,9-9,0.0-38.0,37.3,482(+2),ルナリュミエール
13,2023/04/30,盛岡,小雨,4,C2七組,11,6,7,9.9,4.0,7,山本聡哉,54,ダ1200,重,1:16.4,2.9,11-9,0.0-36.6,37.9,480(-1),アレグロヴィーヴォ
14,2023/04/23,水沢,曇,6,C2七組,9,6,6,,,除,関本玲花,52,ダ1300,良,,,,0.0-40.8,,484(+3),アルバハール
15,2023/04/09,水沢,曇,6,C2七組,9,3,3,22.7,6.0,5,山本聡哉,54,ダ1300,重,1:25.0,1.0,9-8-8-8,0.0-40.0,39.0,481(-3),ソリダスター
16,2023/04/03,水沢,晴,3,C2七組,9,5,5,14.1,7.0,9,山本聡哉,54,ダ1300,良,1:27.0,1.4,9-9-9-9,0.0-40.6,40.8,484(+2),ファキュルテ
