,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/09/16,金沢,晴,8,奥能登国際芸術祭開幕,8,1,1,169.0,8.0,8,鈴木太一,54,ダ1400,良,1:34.1,4.6,8-8-8-8,0.0-38.6,39.9,428(-3),ハクサンバード
1,2023/09/10,金沢,晴,2,C29,9,4,4,66.3,7.0,8,鈴木太一,54,ダ1400,良,1:34.2,3.1,5-7-7-7,0.0-39.2,40.5,431(-1),リゼ
2,2023/08/27,金沢,晴,1,無料ネット新聞うまか,7,6,6,35.4,6.0,6,鈴木太一,54,ダ1400,良,1:34.5,3.2,3-4-4-6,0.0-38.6,41.3,432(-3),クオーレカルド
3,2023/08/14,金沢,曇,1,無料ネット新聞うまか,7,7,7,50.5,7.0,4,鈴木太一,54,ダ1400,良,1:33.5,0.7,4-4-3-3,0.0-41.1,41.4,435(+2),エクメディレーザー
4,2023/08/01,金沢,晴,3,ガーベラ賞,9,3,3,67.5,9.0,9,鈴木太一,54,ダ1400,良,1:34.9,4.2,6-9-9-9,0.0-39.0,41.4,433(0),スイートティアラ
5,2023/07/03,金沢,晴,3,奥能登地震被災地復興,9,2,2,46.9,8.0,9,兼子千央,53,ダ1400,重,1:34.8,3.9,1-1-1-4,0.0-38.8,42.7,433(-1),アドマイヤアリエル
6,2023/06/20,金沢,晴,5,C27,9,4,4,43.7,8.0,9,青柳正義,54,ダ1400,良,1:34.1,3.2,5-6-5-9,0.0-39.4,41.0,434(+3),ラナウェイボーイ
7,2023/06/06,金沢,曇,5,C28,9,8,8,55.0,8.0,4,青柳正義,54,ダ1500,良,1:40.5,1.5,6-7-7-7,0.0-40.2,41.2,431(-3),サウンドステラ
8,2023/05/23,金沢,晴,5,C26,9,8,8,82.7,9.0,9,兼子千央,53,ダ1500,良,1:44.1,3.6,9-5-8-8,0.0-41.6,43.8,434(+1),グランピー
9,2023/05/09,金沢,晴,7,C25,10,1,1,65.2,9.0,10,兼子千央,53,ダ1500,重,1:42.6,5.9,2-3-5-10,0.0-38.8,43.7,433(+3),ノーブルアトラス
10,2023/04/23,金沢,晴,6,弐十爆誕@Lv3記念,9,6,6,133.4,8.0,8,兼子千央,53,ダ1400,良,1:36.7,6.1,8-8-8-8,0.0-38.5,42.1,430(-3),ジャストインタイム
11,2023/04/09,金沢,晴,6,行きたい台湾!小松空,10,8,10,149.6,10.0,10,兼子千央,53,ダ1500,重,1:40.3,1.5,3-3-3-6,0.0-40.4,41.6,433(+2),サクセスソング
12,2023/03/12,金沢,曇,8,楽天競馬で石川特産品,10,6,6,174.9,8.0,8,兼子千央,53,ダ1500,稍,1:43.3,5.7,4-4-4-6,0.0-40.5,44.5,431(-13),アルカウン
13,2022/12/25,金沢,,1,C17,0,8,10,,,,兼子千央,53,ダ1400,,,,,,,計不,
14,2022/12/24,金沢,,1,C17,0,8,10,,,,兼子千央,53,ダ1400,,,,,,,計不,
15,2022/12/13,金沢,雨,2,第五十四回五年機械工,9,1,1,13.0,4.0,8,兼子千央,53,ダ1400,不,1:33.8,3.3,7-8-9-9,0.0-40.3,40.3,444(+3),ヴェルーリヤ
