,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202505050612,2025/11/24,東京,晴,12,3歳以上1勝クラス,1勝クラス,18,5,10,506.1,15,17,木幡巧也,57,芝,1600,良,0:1:34.5,2.5,4-4,36.6,462,レッドキングリー
1,202503030106,2025/11/08,福島,晴,06,3歳以上1勝クラス,1勝クラス,32,5,9,94.9,15,16,佐藤翔馬,53,芝,1800,良,0:1:49.0,3.0,1-2-2-4,38.5,464,バセリーナ
2,202505030604,2025/06/22,東京,晴,04,3歳未勝利,未勝利,16,7,13,41.3,6.0,6,佐藤翔馬,54.0,芝,1800,良,0:1:48.1,1.8,2-2-2,36.4,454,サクラファレル
3,202506030509,2025/04/12,中山,晴,09,山藤賞,1勝クラス,9,8,9,158.0,8.0,9,大野拓弥,57.0,芝,2000,良,0:2:04.2,5.2,2-2-5-8,40.5,458,ビーオンザカバー
4,202506020403,2025/03/09,中山,晴,03,3歳未勝利,未勝利,16,8,15,25.4,6.0,15,大野拓弥,57.0,ダート,1800,重,0:1:58.9,3.9,4-4-4-7,43.0,468,エドワードバローズ
5,202510010702,2025/02/15,小倉,晴,02,3歳未勝利,未勝利,18,3,6,13.8,5.0,11,今村聖奈,54.0,芝,1200,良,0:1:09.8,1.8,5-6,36.1,470,ヴェントゥーラ
6,202506010812,2025/01/25,中山,晴,12,3歳未勝利,未勝利,16,3,6,14.3,5.0,7,大野拓弥,57.0,芝,1600,良,0:1:36.7,0.6,4-3-4,35.3,472,ラブリージャブリー
7,202506010307,2025/01/11,中山,晴,07,3歳未勝利,未勝利,16,1,1,35.1,10.0,5,大野拓弥,57.0,芝,1600,良,0:1:34.7,0.3,7-6-7,36.0,476,ニシノヒナアラレ
8,202404030501,2024/08/24,新潟,曇,01,2歳未勝利,未勝利,10,7,8,8.9,4.0,7,三浦皇成,55.0,芝,1600,良,0:1:35.8,1.0,3-3,35.4,448,カポレイラ
9,202404030205,2024/08/11,新潟,晴,05,2歳新馬,新馬,13,4,4,73.6,10.0,6,佐藤翔馬,52.0,芝,1600,良,0:1:36.3,0.5,7-6,35.3,450,マスカレードボール
