,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/08/30,浦和,曇,10,羊雲特別,8,8,8,9.0,6,3,森泰斗,54,ダ1400,良,1:31.0,0.6,8-8-7-6,38.3-39.2,38.3,457(-5),タケショウワンダー
1,2022/06/20,船橋,曇,7,海苔網倶楽部で浜仕事,11,6,7,36.3,10,9,藤本現暉,54,ダ1500,稍,1:40.3,3.2,4-4-4-6,31.3-40.8,43.7,462(-2),ナインゲーツ
2,2022/06/03,浦和,雨,8,C1四,12,1,1,9.6,5,8,笹川翼,54,ダ1400,良,1:31.9,2.5,5-5-5-6,36.6-39.5,41.5,464(+4),ペイシャムスビ
3,2022/05/16,川崎,曇,8,C2一　二三,14,4,6,11.2,4,1,森泰斗,54,ダ1600,不,1:44.2,-0.1,2-2-2-1,37.6-39.9,39.7,460(+3),(ハーイ)
4,2022/05/02,船橋,小雨,9,牡丹賞,14,4,6,40.0,9,8,本橋孝太,54,ダ1600,不,1:45.9,1.5,3-3-3-4,36.7-42.0,43.0,457(-8),シズヨシ
5,2022/04/25,浦和,晴,6,C2二　三,12,4,4,14.6,5,6,矢野貴之,54,ダ1500,良,1:38.5,1.0,1-1-1-2,31.8-40.0,41.0,465(+11),マイヨヴェール
6,2022/01/31,川崎,晴,7,C2一　二三,14,8,13,11.5,5,13,本橋孝太,54,ダ1600,良,1:47.8,2.8,3-3-3-5,36.9-41.6,44.0,454(-12),ドラム
7,2022/01/17,浦和,晴,9,C2二　三,12,8,12,4.2,3,9,森泰斗,54,ダ1400,良,1:33.4,2.6,3-2-3-6,37.5-39.8,42.4,466(+4),イチジン
8,2021/09/29,船橋,曇,10,C1二　三,11,7,8,8.5,4,6,本橋孝太,54,ダ1600,良,1:44.0,1.1,3-3-3-3,37.5-39.8,40.4,462(0),マッドルーレット
9,2021/09/23,浦和,晴,12,秋分の日特別,11,4,4,4.0,2,2,森泰斗,54,ダ1400,良,1:29.2,0.1,2-2-2-2,36.9-39.2,39.0,462(+18),トーセンシグナル
10,2021/07/02,浦和,雨,12,夏帽子特別,11,3,3,8.5,6,1,森泰斗,54,ダ1400,不,1:28.3,-0.3,3-4-2-2,36.8-38.3,38.2,444(-5),(ノッテステラータ)
11,2021/06/17,川崎,晴,8,C1四　五,12,8,11,10.8,4,10,本橋孝太,54,ダ1400,重,1:33.7,2.4,3-3-2-4,37.0-41.8,43.6,449(-3),トーセンシグナル
12,2021/04/01,浦和,晴,8,日光街道幸手宿賞,12,2,2,5.7,4,4,本橋孝太,54,ダ1400,稍,1:30.8,0.5,11-8-10-10,37.5-39.4,38.8,452(-2),バンダイクブラウン
13,2021/02/22,浦和,晴,9,川越市マスコットキャ,10,6,6,3.2,2,4,森泰斗,54,ダ1500,稍,1:39.0,0.8,7-6-3-4,30.9-40.8,41.2,454(+4),トーセンソワレ
14,2020/10/26,船橋,晴,12,芝山町賞,14,4,5,12.1,5,2,本橋孝太,54,ダ1600,稍,1:45.4,0.2,9-7-9-5,38.5-41.1,39.9,450(-1),キングエド
15,2020/10/22,浦和,曇,8,埼葛地域観光農園いっ,10,7,9,14.5,4,7,保園翔也,54,ダ1600,稍,1:45.7,2.1,5-5-5-6,37.1-39.5,41.0,451(+7),マイネルエスペルト
16,2020/07/25,1札幌1,晴,6,3歳未勝利,15,2,3,55.8,11,9,石川裕紀,54,芝2000,良,2:02.1,0.8,5-5-5-4,35.8-35.8,36.3,444(+2),ユークレース
17,2020/06/28,3東京8,雨,4,3歳未勝利,18,2,4,32.6,10,13,北村宏司,54,芝2400,不,2:36.3,4.0,9-7-9-5,36.8-38.5,42.1,442(0),フェスティヴスーリ
18,2020/05/30,2東京11,晴,2,3歳未勝利,18,6,11,46.7,8,8,福永祐一,54,芝1600,良,1:34.7,1.2,14-13,35.3-34.5,34.4,442(+10),ロバートソンキー
19,2020/04/25,2東京1,晴,1,3歳未勝利,15,3,4,18.5,6,7,三浦皇成,54,ダ1600,良,1:40.6,0.9,7-6,36.1-38.2,38.5,432(-4),シャーレ
20,2020/03/08,2中山4,雨,1,3歳未勝利,15,7,12,13.9,5,5,三浦皇成,54,ダ1800,稍,1:57.6,2.9,6-6-4-4,37.1-39.1,41.6,436(+4),ルコントブルー
21,2020/02/09,1東京4,晴,5,3歳未勝利,16,5,10,34.3,9,10,柴田善臣,54,芝1600,良,1:36.6,1.5,13-13,36.1-33.8,34.2,432(+2),オシリスブレイン
22,2019/12/15,5中山6,晴,4,2歳未勝利,16,7,13,13.2,5,4,三浦皇成,54,芝1600,良,1:36.2,0.7,10-6-5,35.9-35.8,35.9,430(-4),シングンバズーカ
23,2019/09/16,4中山5,雨,3,2歳未勝利,10,7,7,11.0,5,5,北村宏司,54,芝2000,重,2:03.5,0.7,4-4-3-3,37.0-36.2,36.5,434(+2),コロンドール
24,2019/08/17,2新潟7,晴,5,2歳新馬,11,6,7,37.4,8,3,北村宏司,54,芝2000,良,2:04.4,0.2,6-6-5-5,38.6-35.6,35.2,432(0),ショウナンバレリオ
