,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/01/19,1中山6,晴,10,初茜賞(1000万下),14,4,6,51.0,11.0,10,西田雄一,54,ダ1800,良,1:55.5,1.8,4-4-5-7,36.4-38.8,40.2,460(0),ゴライアス
1,2018/11/10,3福島3,曇,11,福島放送賞(1000万下),15,4,7,132.1,15.0,5,西田雄一,57,ダ1700,良,1:46.0,0.4,9-9-4-2,29.2-38.8,38.9,460(+4),ローレルリーベ
2,2018/04/21,1福島5,晴,12,花見山特別(1000万下),15,1,1,42.3,12.0,15,津村明秀,57,ダ1700,良,1:48.8,3.1,4-3-4-12,29.9-38.6,41.1,456(-10),サウスザスナイパー
3,2018/02/03,1東京3,晴,12,4歳以上1000万下,14,8,16,,,除,津村明秀,57,ダ1600,不,,,,35.9-35.7,,466(0),トレンドライン
4,2017/11/25,5東京7,晴,8,3歳以上1000万下,16,6,12,24.2,8.0,11,津村明秀,57,ダ1600,稍,1:37.9,1.1,2-2,35.7-36.6,37.7,466(0),フォギーナイト
5,2017/11/04,3福島2,小雨,8,3歳以上500万下,15,8,15,1.9,1.0,1,津村明秀,57,ダ1700,稍,1:46.5,-0.3,3-3-2-2,30.6-37.6,37.4,466(+6),(ボナパルト)
6,2017/10/09,4東京3,晴,12,3歳以上500万下,16,4,7,2.8,1.0,3,津村明秀,57,ダ1600,良,1:36.3,0.4,1-1,35.0-36.8,37.2,460(0),フォーハンドレッド
7,2017/07/22,2福島7,曇,9,三陸特別(500万下),15,4,7,4.8,2.0,3,津村明秀,57,ダ1700,良,1:46.2,0.3,1-1-1-1,30.6-37.7,38.0,460(0),ワンパーセント
8,2017/07/01,2福島1,曇,12,3歳以上500万下,15,6,11,7.1,4.0,2,津村明秀,57,ダ1700,良,1:47.0,0.0,5-5-8-3,29.9-38.4,38.1,460(0),ブレスアロット
9,2017/05/27,2東京11,晴,9,富嶽賞(1000万下),16,8,16,19.2,8.0,11,北村宏司,57,ダ1400,重,1:24.3,1.1,10-10,34.9-36.2,36.4,460(-4),エイシンビジョン
10,2017/02/18,1東京7,曇,6,4歳以上500万下,16,5,10,1.9,1.0,1,柴山雄一,57,ダ1400,良,1:25.8,-0.1,6-6,35.9-37.3,36.8,464(0),(ハシカミ)
11,2017/01/29,1東京2,晴,6,4歳以上500万下,16,4,8,2.0,1.0,2,柴山雄一,56,ダ1400,良,1:25.6,0.2,5-5,35.4-37.3,37.2,464(0),スレッジハンマー
12,2016/11/27,5東京8,曇,5,3歳以上500万下,15,6,10,2.8,1.0,3,柴山雄一,56,ダ1400,稍,1:24.2,0.0,9-9,35.3-36.7,36.1,464(+6),メイプルキング
13,2016/11/13,5東京4,晴,8,3歳以上500万下,16,5,10,2.3,1.0,4,柴山雄一,56,ダ1400,稍,1:23.8,0.0,12-10,34.6-37.1,36.2,458(+6),コンドルヒデオ
14,2016/10/23,4東京7,晴,6,3歳以上500万下,14,7,13,7.4,4.0,2,柴山雄一,55,ダ1400,良,1:24.8,0.1,9-8,35.7-36.3,35.7,452(+4),ストロボフラッシュ
15,2016/10/10,4東京3,曇,7,3歳以上500万下,16,4,8,53.5,9.0,4,柴山雄一,55,ダ1400,稍,1:23.4,0.1,8-8,34.3-36.9,36.1,448(+2),ラテラス
16,2016/06/25,3東京7,曇,12,3歳以上500万下,15,3,5,104.8,12.0,10,西田雄一,54,芝1400,良,1:22.7,1.5,9-8,34.4-35.3,35.9,446(+2),オルレアンローズ
17,2016/05/22,2東京10,晴,5,3歳500万下,15,6,11,44.5,10.0,9,デュプレ,56,ダ1400,良,1:26.5,1.8,7-8,35.1-37.6,38.4,444(0),ケンコンイッテキ
18,2016/03/19,2中京3,晴,11,中スポ賞ファルコンS(GIII),18,2,3,245.9,17.0,18,柴山雄一,56,芝1400,不,1:35.3,10.3,18-18,33.3-39.7,45.1,444(+4),トウショウドラフタ
19,2016/02/20,2京都7,雨,3,3歳未勝利,16,6,11,7.1,4.0,1,柴山雄一,56,ダ1400,稍,1:25.7,0.0,6-3,35.1-38.4,37.4,440(0),(ドンボラーレ)
20,2016/01/17,1中山6,晴,5,3歳未勝利,16,2,4,12.4,5.0,7,柴山雄一,56,芝1600,良,1:37.2,0.6,7-8-11,36.5-35.4,35.4,440(-4),シャララ
21,2015/11/08,5東京2,小雨,1,2歳未勝利,14,1,1,14.7,8.0,2,柴山雄一,55,芝1400,良,1:23.7,0.4,8-11,35.6-35.5,34.9,444(+2),ナイトインブラック
22,2015/10/03,4中山8,晴,2,2歳未勝利,15,7,13,65.5,13.0,7,柴山雄一,55,芝1200,良,1:09.6,0.4,15-15,33.8-35.4,34.0,442(+14),ナンヨーアミーコ
23,2015/08/08,2新潟3,晴,5,2歳新馬,16,5,9,216.3,12.0,7,西田雄一,54,芝1600,良,1:37.1,1.4,8-8,36.8-33.9,34.5,428(0),ウインミレーユ
