,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/04/18,大井,雨,9,C1七　八九,16,3,6,3.4,1,5,張田昂,54,ダ1200,重,1:13.6,1.2,6-6,34.3-38.1,38.6,472(+5),ハヌマーン
1,2022/03/28,大井,曇,9,C1七　八,13,2,2,4.1,3,2,張田昂,54,ダ1200,重,1:14.9,0.8,1-1,35.7-38.4,39.2,467(-1),スマートフレイ
2,2022/03/10,大井,晴,7,C2六　七,15,2,4,1.8,1,1,張田昂,54,ダ1200,良,1:14.1,0.0,2-1,36.1-38.0,38.0,468(+2),(ネオスマイル)
3,2022/02/09,大井,晴,7,C2八　九十,16,1,2,17.6,6,2,張田昂,54,ダ1200,良,1:13.8,0.1,1-1,35.7-38.0,38.1,466(+6),プロスペロ
4,2022/01/25,大井,曇,5,蛇崩川賞,14,7,11,4.7,2,2,張田昂,54,ダ1200,良,1:15.1,0.0,1-1,36.4-38.7,38.7,460(-9),エドノテーラー
5,2021/12/31,大井,晴,3,3歳　119.,16,8,16,2.5,1,3,張田昂,54,ダ1200,良,1:15.3,0.0,2-2,36.7-38.6,38.4,469(+5),ジークガンビット
6,2021/12/08,大井,雨,2,3歳　140.,13,3,3,3.1,2,2,張田昂,54,ダ1200,不,1:15.4,0.3,1-1,35.7-39.4,39.7,464(-8),リパリス
7,2021/11/04,門別,晴,7,カガリビバナ特別,12,6,8,2.4,1,1,落合玄太,54,ダ1000,重,0:59.9,-0.7,1-1,0.0-36.0,36.0,472(+8),(セイウンブリスク)
8,2021/10/19,門別,曇,3,にぶたに湖賞,9,8,9,3.1,3,3,落合玄太,54,ダ1200,不,1:13.7,0.5,3-3,0.0-37.8,38.1,464(-8),タンバオー
9,2021/10/05,門別,雨,7,3歳以上C4ー1,12,5,6,1.4,1,3,落合玄太,54,ダ1000,不,1:01.5,0.6,3-2,0.0-37.3,37.6,472(+12),セーヌプロミーズ
10,2021/09/14,門別,晴,8,3歳以上C4ー3,12,7,10,5.8,3,1,落合玄太,54,ダ1000,稍,1:00.9,-0.3,2-2,0.0-37.0,36.8,460(+10),(スターオブブーケ)
11,2021/08/28,4新潟5,曇,7,3歳未勝利,18,1,2,45.7,12,13,永野猛蔵,51,芝1200,良,1:11.8,1.6,9-10,34.2-36.0,36.6,450(-6),ブルーダイヤ
12,2021/07/06,川崎,曇,8,カーネリアンフラワー,12,6,7,4.9,3,11,森泰斗,54,ダ1500,重,1:41.2,4.1,8-9-8-10,29.0-41.9,45.4,456(-2),ビービーラノビア
13,2021/04/25,1新潟6,曇,2,3歳未勝利,15,3,4,40.0,9,6,秋山稔樹,51,ダ1200,良,1:13.5,0.8,8-7,34.2-38.5,38.4,458(+4),パロットビーク
14,2021/04/04,3中山4,晴,3,3歳未勝利,16,6,12,14.3,5,5,吉田豊,54,ダ1200,良,1:14.3,1.1,2-2,35.6-37.6,38.6,454(-8),アーバンヒーロー
15,2021/02/07,1東京4,晴,6,3歳新馬,16,3,5,11.7,5,14,吉田豊,54,芝1600,良,1:39.2,2.1,5-6,37.4-34.4,36.0,462(0),ニシノオイカゼ
