,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/05/15,3中京3,曇,8,京都ハイジャンプ(JGII),11,2,2,10.8,4,8,蓑島靖典,60,障3900,良,4:17.6,2.8,5-5-6-7,104.1-39.3,13.2,510(-4),マーニ
1,2020/12/26,5中山7,晴,10,中山大障害(JGI),16,5,10,32.6,8,9,蓑島靖典,63,障4100,良,4:43.5,2.8,9-8-7-10,106.1-38.4,13.8,514(+12),メイショウダッサイ
2,2020/09/19,2中京3,晴,8,阪神ジャンプS(JGIII),13,7,11,22.0,7,2,蓑島靖典,60,障3300,良,3:34.6,1.3,9-8-5-4,105.0-38.7,13.0,502(0),タガノエスプレッソ
3,2020/08/30,3新潟6,晴,1,障害3歳以上未勝利,14,4,6,2.2,1,1,蓑島靖典,60,障2850,良,3:07.0,-1.8,6-5-1-1,104.1-37.7,13.1,502(-6),(エミーリオ)
4,2020/05/10,1新潟2,小雨,4,障害4歳以上未勝利,14,8,13,3.5,2,2,蓑島靖典,60,障2890,良,3:08.2,0.6,3-3-2-3,102.0-37.2,13.0,508(+2),マーニ
5,2020/03/08,1中京4,雨,4,障害4歳以上未勝利,14,1,1,7.0,4,2,蓑島靖典,60,障3000,不,3:25.6,0.0,10-9-4-2,112.0-41.7,13.7,506(-10),シゲルコング
6,2019/10/19,3新潟3,曇,1,障害3歳以上未勝利,14,2,2,2.7,1,2,蓑島靖典,60,障2850,良,3:07.4,0.2,7-7-5-5,104.0-38.1,13.2,516(-2),スワーヴポルトス
7,2019/08/24,2新潟9,晴,1,障害3歳以上未勝利,13,6,8,7.0,4,2,蓑島靖典,60,障2850,稍,3:07.9,0.2,7-6-3-3,104.0-37.8,13.2,518(0),テイエムコンドル
8,2019/08/03,2新潟3,晴,1,障害3歳以上未勝利,14,4,6,3.7,2,9,石神深一,60,障2850,良,3:06.3,2.6,14-14-14-12,103.0-37.9,13.1,518(+4),シュンクルーズ
9,2019/05/19,1新潟8,晴,4,障害4歳以上未勝利,14,2,2,7.1,3,4,石神深一,60,障2890,良,3:11.1,0.5,5-4-2-4,104.0-37.8,13.2,514(-4),マイネルアトゥー
10,2019/03/17,2中京4,曇,4,障害4歳以上未勝利,14,8,14,6.7,3,5,石神深一,60,障3000,良,3:21.2,1.7,9-8-10-9,106.0-39.1,13.4,518(-6),ダンツペンダント
11,2019/01/06,1中山2,曇,4,障害4歳以上未勝利,14,8,14,7.5,5,11,原田和真,60,障2880,良,3:16.0,4.2,13-13-13-14,107.0-39.0,13.6,524(+4),シゲルピーマン
12,2018/08/19,2新潟8,晴,10,阿賀野川特別(1000万下),11,6,7,36.2,10,9,柴田大知,57,芝2200,良,2:12.6,1.7,3-3-3-5,35.2-34.7,36.1,520(-4),ユーキャンスマイル
13,2018/05/27,2東京12,晴,8,青嵐賞(1000万下),14,5,7,30.7,9,6,池添謙一,57,芝2400,良,2:23.5,0.6,6-4-4-6,35.7-35.3,35.5,524(0),ムイトオブリガード
14,2018/02/10,2京都5,雨,10,琵琶湖特別(1000万下),12,1,1,21.2,7,5,石橋脩,57,芝2400,稍,2:30.9,0.8,2-2-2-2,36.8-37.3,37.9,524(0),ムーヴザワールド
15,2017/10/28,4東京8,曇,6,3歳以上500万下,8,3,3,1.5,1,1,ルメール,57,ダ2100,良,2:14.6,0.0,6-6-4-4,32.4-38.0,37.4,524(+4),(オールデン)
16,2017/10/08,4東京2,晴,8,3歳以上500万下,8,2,2,1.4,1,4,ルメール,57,芝2400,良,2:27.1,0.8,4-4-4-4,37.5-33.8,34.2,520(+8),ホウオウドリーム
17,2017/08/06,2新潟4,晴,8,3歳以上500万下,10,4,4,1.4,1,2,ルメール,57,芝2200,良,2:14.2,0.9,3-3-2-2,36.9-33.6,34.3,512(-2),キークラッカー
18,2017/05/28,2東京12,晴,8,青嵐賞(1000万下),16,4,8,6.2,2,2,ルメール,57,芝2400,良,2:24.3,0.5,2-2-2-2,36.9-34.8,35.1,514(+4),ルックトゥワイス
19,2017/04/08,2阪神5,小雨,9,白鷺特別(1000万下),13,2,2,6.0,2,4,浜中俊,57,芝2400,重,2:29.4,1.4,8-9-9-6,36.7-37.4,38.0,510(-4),リッチーリッチー
20,2017/03/12,1阪神6,晴,9,淡路特別(1000万下),13,2,2,8.4,6,3,浜中俊,54,芝2400,良,2:26.6,0.2,8-7-8-8,37.5-34.7,34.2,514(-14),ダノンアローダ
21,2017/01/29,1東京2,晴,8,4歳以上1000万下,16,8,16,13.2,6,6,柴山雄一,56,ダ2100,良,2:12.8,1.0,9-9-4-5,30.6-37.6,38.0,528(+12),マイネルトゥラン
22,2016/12/11,5中山4,晴,8,3歳以上1000万下,16,4,8,4.1,2,4,柴山雄一,55,ダ2400,良,2:37.5,1.2,6-6-7-6,37.8-40.0,40.8,516(+6),グランセブルス
23,2016/10/15,3新潟1,晴,6,3歳以上500万下,10,6,6,1.8,1,1,柴山雄一,54,ダ2500,稍,2:42.2,-0.3,3-3-2-2,30.5-40.5,40.2,510(0),(ガンコ)
24,2016/09/25,4中山6,晴,6,3歳以上500万下,16,6,12,4.7,3,3,柴山雄一,54,ダ2400,重,2:35.0,0.5,4-4-2-2,37.0-38.2,38.6,510(0),トーセンアーネスト
25,2016/08/06,2新潟3,晴,12,3歳以上500万下,15,2,3,4.8,1,7,内田博幸,54,ダ1800,良,1:54.1,1.3,15-15-11-13,36.5-37.7,37.9,510(+2),キータイプ
26,2016/05/22,2東京10,晴,3,3歳未勝利,15,8,14,7.0,3,1,三浦皇成,56,ダ2100,良,2:13.7,-0.7,8-8-6-2,30.6-37.8,37.7,508(0),(ウィーバービル)
27,2016/03/12,2中山5,曇,5,3歳未勝利,16,8,16,6.2,4,9,内田博幸,56,芝2200,良,2:17.8,1.2,14-14-14-14,37.1-35.7,35.6,508(-10),ウインヴォラーレ
28,2016/02/13,1東京5,晴,4,3歳未勝利,16,7,14,2.2,1,5,内田博幸,56,芝2400,良,2:28.6,0.9,5-5-4-3,36.1-35.4,36.2,518(+2),マイネルクラフト
29,2015/11/21,5東京5,晴,5,2歳新馬,9,3,3,2.0,1,5,ムーア,55,芝1800,良,1:52.9,0.2,5-4-4,38.9-34.1,33.9,516(0),スズハヤトウー
