,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202506040808,2025/09/27,中山,晴,08,3歳以上1勝クラス,1勝クラス,16,5,9,33.1,10.0,12,菅原明良,56.0,ダート,1200,良,0:1:13.2,2.1,7-8,38.8,452,ショウナンハクウン
1,202506040512,2025/09/15,中山,曇,12,3歳以上1勝クラス,1勝クラス,16,5,10,8.8,4.0,5,菅原明良,56.0,ダート,1200,良,0:1:12.3,1.5,7-6,37.9,452,ワンダラー
2,202504020505,2025/08/09,新潟,晴,05,3歳以上1勝クラス,1勝クラス,15,8,15,7.7,3.0,3,吉田豊,56.0,ダート,1200,良,0:1:12.2,0.1,4-4,37.6,448,サンダーアリュール
3,202505021006,2025/05/25,東京,曇,06,3歳1勝クラス,1勝クラス,9,8,8,23.8,7.0,6,吉田豊,57.0,ダート,1400,不良,0:1:23.8,1.1,7-6,36.5,454,シホノペルフェット
4,202506020402,2025/03/09,中山,晴,02,3歳未勝利,未勝利,16,7,14,2.8,1.0,1,吉田豊,57.0,ダート,1200,重,0:1:11.6,-0.1,3-3,37.3,452,(ナックオリオン)
5,202505010302,2025/02/08,東京,晴,02,3歳未勝利,未勝利,16,2,4,2.8,1.0,4,吉田豊,57.0,ダート,1300,良,0:1:21.9,0.9,5-3,39.1,454,エポカスピーガ
6,202506010803,2025/01/25,中山,曇,03,3歳未勝利,未勝利,16,6,11,4.5,2.0,2,吉田豊,57.0,ダート,1200,良,0:1:13.2,0.2,2-2,38.1,452,ポップグルーヴ
7,202506010301,2025/01/11,中山,晴,01,3歳未勝利,未勝利,16,3,6,3.5,1.0,4,吉田豊,57.0,ダート,1200,稍重,0:1:13.0,0.5,7-5,38.5,448,エベリンテソーロ
8,202405040102,2024/10/05,東京,小雨,02,2歳未勝利,未勝利,16,4,8,4.8,3.0,3,吉田豊,56.0,ダート,1400,重,0:1:24.4,0.8,4-4,36.5,438,ルークススペイ
9,202406040104,2024/09/07,中山,晴,04,2歳新馬,新馬,16,1,1,18.6,6.0,3,吉田豊,55.0,ダート,1200,良,0:1:13.6,0.3,5-5,37.7,434,コパノヴィンセント
