,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/04/19,水沢,晴,1,C2十九組,10,3,3,105.7,10,9,坂口裕一,56,ダ1300,不,1:28.2,5.5,9-9-9-8,0.0-38.7,41.0,465(+1),マイネルエメ
1,2020/04/12,水沢,晴,1,C2十八組,10,7,7,65.9,9,中,塚本涼人,54,ダ1300,良,,,,0.0-40.8,,464(+1),シャドウラーテル
2,2020/04/05,水沢,小雨,1,ともに翔ける岩手競馬,9,5,5,188.9,9,9,坂口裕一,56,ダ1300,稍,1:29.5,3.2,7-8-7-7,0.0-40.7,42.5,463(-3),フローラルシトラス
3,2020/03/28,水沢,曇,3,C2十八組,9,8,8,218.4,9,9,菅原辰徳,56,ダ1300,稍,1:32.6,5.7,7-8-9-9,0.0-40.7,44.6,466(+2),シャイニーホワイト
4,2020/03/20,水沢,曇,2,C2十八組,10,7,8,64.3,7,9,菅原辰徳,56,ダ1300,稍,1:30.4,4.7,7-8-7-9,0.0-40.7,44.0,464(-7),シゲルシチフクジン
5,2020/01/02,水沢,晴,1,2020初春賞,8,2,2,91.5,6,6,大坪慎,56,ダ1300,不,1:29.6,2.8,4-5-6-6,0.0-41.4,43.2,471(+3),コスモムーンボウ
6,2019/12/22,水沢,曇,1,C2十六組,9,2,2,90.6,7,7,大坪慎,56,ダ1300,重,1:28.2,3.6,8-8-7-7,0.0-39.5,41.1,468(-5),アマポーラ
7,2019/12/15,水沢,晴,3,C2十五組,8,2,2,55.0,6,6,南郷家全,56,ダ1300,不,1:28.6,4.2,7-6-6-6,0.0-39.7,42.0,473(+12),アイアムビクトリア
8,2019/11/16,盛岡,曇,2,C2十六組,7,2,2,16.8,5,4,南郷家全,56,ダ1200,稍,1:16.4,1.6,4-4,0.0-37.2,38.3,461(-8),エイシンポピュラー
9,2019/11/09,盛岡,曇,2,C2十六組,8,7,7,55.3,6,8,南郷家全,56,ダ1200,良,1:17.7,3.1,6-8,0.0-37.9,40.2,469(+3),ラコンコルド
10,2019/11/02,盛岡,晴,2,C2十五組,8,7,7,58.2,7,5,南郷家全,56,ダ1200,良,1:17.8,1.4,1-1,0.0-39.4,40.8,466(+4),ヤマニンスパツィオ
11,2019/10/19,盛岡,雨,2,C2十五組,9,5,5,34.3,7,9,南郷家全,56,ダ1200,不,1:17.3,4.3,6-9,0.0-36.9,39.8,462(+1),スクープショット
12,2019/10/12,盛岡,雨,1,C2十五組,9,5,5,53.6,8,5,南郷家全,56,ダ1200,不,1:16.1,2.1,6-5,0.0-37.1,38.2,461(+11),フローラルティアラ
13,2019/07/28,2新潟2,曇,2,3歳未勝利,13,8,13,234.7,12,13,木幡初也,56,ダ1800,良,2:01.9,7.3,9-10-12-13,37.9-38.6,43.3,450(-4),シティーオブスター
14,2019/01/14,1中山5,晴,4,3歳新馬,16,4,8,163.1,15,13,村田一誠,56,ダ1200,良,1:18.2,4.4,11-11,34.5-39.3,41.7,454(0),マリアズハート
