,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/05/14,佐賀,晴,3,FUJI1周年記念レ,10,3,3,51.3,9,8,山田義貴,53,ダ1400,不,1:33.2,1.3,7-7-9-9,0.0-40.9,40.9,419(-3),グラシアスゼロ
1,2023/04/30,佐賀,晴,4,佐藤哲三来場記念,9,5,5,150.5,7,9,竹吉徹,54,ダ1400,不,1:34.3,3.3,8-9-9-9,0.0-39.1,41.2,422(+3),シントーハナノラン
2,2023/04/08,佐賀,晴,10,清明特選,11,6,7,39.1,10,5,竹吉徹,54,ダ1800,重,2:05.7,2.1,1-1-1-3,0.0-41.7,43.8,419(-10),エアリアルシティー
3,2023/03/24,佐賀,曇,9,SAGAジョッキーズ,10,8,9,31.4,6,7,竹吉徹,54,ダ1400,不,1:33.5,2.8,10-10-7-8,0.0-39.5,41.1,429(0),クラウンハヴィ
4,2023/03/10,佐賀,晴,4,C1ー7組,10,2,2,22.1,6,6,竹吉徹,54,ダ1400,重,1:34.2,1.9,7-7-7-6,0.0-40.3,41.4,429(-4),エンジェルステアー
5,2023/02/23,佐賀,晴,8,KYUSHUDREA,10,4,4,4.9,2,4,竹吉徹,54,ダ1400,重,1:33.3,0.7,7-7-6-4,0.0-41.4,41.2,433(-6),オデンセ
6,2023/02/09,佐賀,曇,5,楽天競馬杯ポイント還,11,3,3,2.8,2,5,竹吉徹,54,ダ1300,重,1:27.2,1.2,5-4-3-5,0.0-40.6,41.1,439(+8),アガッテオイデヨ
7,2023/01/15,佐賀,雨,7,佐賀牛特選,12,5,5,5.2,4,1,竹吉徹,54,ダ1750,不,1:56.8,0.0,3-2-1-1,0.0-40.3,40.3,431(-3),(オデンセ)
8,2022/12/25,佐賀,曇,5,SAGAジョッキーズ,10,1,1,2.9,2,1,川島拓,54,ダ1400,不,1:31.2,0.0,4-3-3-3,0.0-40.8,40.1,434(+3),(アーバンシンガー)
9,2022/12/02,佐賀,曇,1,C2ー12組,10,5,5,1.8,1,2,竹吉徹,54,ダ1400,稍,1:33.4,0.8,4-3-2-2,0.0-40.4,40.8,431(-2),サトノタケル
10,2022/11/05,佐賀,晴,5,C2ー11組,10,3,3,3.3,1,7,竹吉徹,54,ダ1400,良,1:37.6,1.2,3-3-3-4,0.0-43.4,44.1,433(-6),メイショウコウヨウ
11,2022/10/23,佐賀,晴,4,鳴滝酒造「聚楽太閤」,10,4,4,1.4,1,1,竹吉徹,54,ダ1400,良,1:32.6,0.0,5-5-4-4,0.0-41.5,40.5,439(+7),(ムーンパレス)
12,2022/10/02,佐賀,晴,4,KYUSHUDREA,9,4,4,1.6,1,3,竹吉徹,54,ダ1400,良,1:31.8,0.1,4-3-2-2,0.0-39.9,39.9,432(-5),サンライズヘリオス
13,2022/09/17,佐賀,曇,1,C2ー7組,9,8,9,5.1,2,2,竹吉徹,54,ダ1400,良,1:32.1,2.0,3-3-3-2,0.0-39.3,40.5,437(+1),パフドラム
14,2022/08/16,門別,曇,10,胆振軽種馬農業協同組,6,1,1,61.9,6,6,石堂響,54,ダ1600,不,1:45.2,2.8,2-2-4-4,0.0-40.7,42.0,436(+8),チャリタブルソート
15,2022/08/02,門別,曇,11,ふるさと日高応援特別,10,7,8,111.0,10,9,石堂響,54,ダ1700,不,1:50.5,2.1,2-2-2-2,0.0-40.4,42.3,428(-4),スダワールド
16,2022/07/14,門別,曇,7,アベリア特別,11,6,7,107.3,8,11,若杉朝飛,51,ダ1000,良,1:03.5,1.4,10-10,0.0-38.1,38.2,432(+2),ピエールモンタナ
17,2022/07/05,門別,曇,6,あっさぶふるさと夏ま,7,1,1,8.9,3,5,若杉朝飛,51,ダ1200,稍,1:14.4,1.6,5-5,0.0-37.3,37.8,430(+2),ジークリンデ
18,2022/06/22,門別,曇,9,キンギョソウ特別,12,3,3,117.6,9,10,小野楓馬,54,ダ1200,良,1:16.7,1.6,9-9,0.0-40.4,39.8,428(-2),グッドイヤー
19,2022/05/31,門別,雨,10,クレマチス特別,11,6,7,6.7,5,6,井上俊彦,54,ダ1200,不,1:15.3,0.9,4-4,0.0-38.6,39.0,430(-6),キタノプレッジ
20,2022/05/17,門別,晴,8,シャクヤク特別,9,4,4,18.5,4,8,岩橋勇二,54,ダ1000,良,1:03.6,1.9,2-3,0.0-37.9,39.6,436(+8),リルドゥセルマン
21,2021/07/03,1函館1,晴,9,3歳以上1勝クラス,12,1,1,176.9,11,11,国分恭介,55,ダ1700,良,1:51.5,6.6,3-3-6-11,30.3-37.2,42.8,428(-2),エマージングロール
22,2021/06/19,1札幌3,曇,9,3歳以上1勝クラス,10,4,4,46.7,10,9,国分恭介,55,ダ1700,良,1:48.8,2.4,8-7-5-6,30.6-38.6,40.4,430(0),ポールスター
23,2020/01/25,1京都8,晴,6,3歳新馬,16,5,10,56.5,9,2,国分恭介,54,ダ1800,重,1:54.4,0.1,3-3-2-3,38.0-37.4,37.3,430(0),ヴァンタブラック
