,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/08/31,2札幌5,晴,6,3歳未勝利,14,8,13,46.2,11,9,丹内祐次,54,ダ1700,稍,1:48.2,1.2,9-10-5-6,29.8-37.7,38.6,466(+10),マーベラスアゲン
1,2019/08/07,門別,曇,8,プレセペ特別,8,2,2,3.7,2,3,岩田康誠,54,ダ1200,良,1:15.3,1.4,5-5,0.0-38.0,38.8,456(-6),コスモリミックス
2,2019/06/22,3東京7,小雨,6,3歳未勝利,16,6,12,23.6,9,11,内田博幸,54,ダ1400,良,1:27.7,2.1,16-14,35.6-37.6,38.4,462(-4),ジョガールボニート
3,2019/06/09,3東京4,曇,6,3歳未勝利,16,5,9,12.6,6,3,内田博幸,54,ダ1400,重,1:25.1,0.2,6-4,35.2-37.4,37.3,466(+2),カーリングストーン
4,2019/05/18,2東京9,晴,1,3歳未勝利,16,1,2,11.4,5,4,内田博幸,54,ダ1400,良,1:27.4,0.7,6-6,36.0-37.9,37.9,464(+4),ベターハーフ
5,2019/04/28,2東京4,晴,1,3歳未勝利,16,6,12,6.0,4,3,内田博幸,54,ダ1400,稍,1:28.8,0.3,6-6,36.9-38.2,38.1,460(0),ニーマルティアラ
6,2019/04/13,3中山7,晴,3,3歳未勝利,16,2,4,25.1,7,4,内田博幸,54,ダ1200,稍,1:13.3,0.6,5-5,35.1-37.6,37.9,460(+6),ベアクアウフ
7,2019/03/10,2中山6,晴,2,3歳未勝利,16,1,2,134.6,10,7,内田博幸,54,ダ1200,稍,1:13.3,1.3,12-10,34.4-37.6,37.5,454(-6),トモジャドット
8,2019/01/12,1中山3,曇,3,3歳未勝利,16,6,12,61.2,12,14,藤田菜七,53,ダ1200,良,1:14.9,2.3,15-15,34.9-37.7,38.7,460(+6),ワディアルヒタン
9,2018/12/02,5中山2,曇,4,2歳未勝利,16,2,4,187.0,13,14,江田照男,54,芝1800,良,1:50.7,2.1,13-14-13-12,35.8-36.3,36.4,454(+4),ヴィエナブロー
10,2018/10/07,4東京2,晴,1,2歳未勝利,16,3,6,30.3,5,8,大野拓弥,54,ダ1400,稍,1:28.3,3.2,10-9,35.6-37.2,39.0,450(-2),オリオンパッチ
11,2018/09/16,4中山4,曇,1,2歳未勝利,16,4,8,14.6,5,7,大野拓弥,54,ダ1200,稍,1:13.9,1.2,11-10,33.9-38.8,38.2,452(-2),ケイゴールド
12,2018/07/15,2福島6,晴,1,2歳未勝利,15,7,12,13.9,4,8,北村宏司,54,芝1200,良,1:11.9,0.9,11-11,34.5-36.5,36.5,454(0),マイネルアプラウス
13,2018/06/23,3東京7,曇,1,2歳未勝利,14,4,5,18.7,5,5,大野拓弥,54,芝1600,良,1:35.8,0.8,4-3,35.2-35.6,36.0,454(-6),ウインゼノビア
14,2018/06/09,3東京3,晴,5,2歳新馬,18,2,3,20.0,6,7,大野拓弥,54,芝1400,良,1:25.0,1.3,11-11,37.9-33.9,34.0,460(0),レノーア
