race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202505040610,2025/10/18,東京,曇,10,伊勢佐木S,3勝クラス,16,4,8,299.9,16.0,10,柴田大知,58.0,ダート,2100,良,0:2:13.9,1.9,10-10-10-9,37.9,498,ピカピカサンダー
202504020606,2025/08/10,新潟,雨,06,佐渡S,3勝クラス,14,6,10,84.4,13.0,12,菊沢一樹,58.0,芝,1800,重,0:1:49.6,0.9,7-5,34.5,482,オクタヴィアヌス
202503020610,2025/07/13,福島,晴,10,天の川S,3勝クラス,15,4,6,158.9,14.0,8,丸田恭介,58.0,ダート,1700,良,0:1:46.7,0.9,14-13-13-12,37.6,486,ノーブルゲイル
202505021012,2025/05/25,東京,曇,12,丹沢S,3勝クラス,16,8,16,160.4,16.0,14,吉田豊,53.0,ダート,2100,重,0:2:09.7,2.5,9-6-5-5,38.0,500,カズタンジャー
202507010510,2025/01/13,中京,晴,10,雅S,3勝クラス,15,1,2,106.6,13.0,14,荻野極,53.0,ダート,1800,良,0:1:54.5,2.4,9-9-11-10,38.8,486,スナークラファエロ
202406050610,2024/12/15,中山,晴,10,北総S,3勝クラス,16,7,14,50.7,10.0,12,津村明秀,58.0,ダート,1800,良,0:1:54.4,1.6,11-12-13-14,39.1,496,ハビレ
202405050510,2024/11/16,東京,曇,10,,3勝クラス,15,8,14,86.7,13.0,6,津村明秀,58.0,ダート,2100,良,0:2:12.9,1.3,11-12-13-13,36.3,494,リアレスト
202405040510,2024/10/19,東京,曇,10,神無月S,3勝クラス,15,8,14,29.3,9,7,吉田豊,53,ダ,2100,良,2:11.2,0.7,13-13-13-12,36.8,488,ダノンブレット
202404020306,2024/08/03,新潟,晴,6,柳都S,3勝クラス,15,6,11,91.2,12,4,吉田豊,53,ダ,1800,良,1:52.2,0.3,10-10-9-8,37.6,478,ゴールドバランサー
202405021010,2024/05/19,東京,曇,10,エアグルーヴC,3勝クラス,16,6,12,56.6,10,10,黛弘人,53,ダ,2100,良,2:11.5,1.0,4-5-5-5,37.2,488,ルクスフロンティア
202407010511,2024/03/23,中京,小雨,11,伊勢S,3勝クラス,16,3,5,52.7,11,7,黛弘人,53,ダ,1900,重,1:57.0,1.4,6-5-7-6,37.3,488,ロコポルティ
202309050410,2023/12/10,阪神,晴,10,竹田城S,3勝クラス,16,4,7,122.3,12,15,大野拓弥,58,ダ,2000,良,2:10.6,5.2,3-3-5-12,43.3,486,リチュアル
202308030310,2023/11/11,京都,曇,10,観月橋S,3勝クラス,16,4,7,148.9,14,14,松田大作,58,ダ,1900,稍,2:03.0,3.1,2-2-2-2,41.8,490,ゼットリアン
202305040610,2023/10/21,東京,晴,10,神無月S,3勝クラス,16,4,7,62.0,12,14,江田照男,58,ダ,2100,良,2:15.1,5.5,3-6-9-8,42.5,494,オーロイプラータ
