,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/10/31,大井,曇,12,神明坂賞競走,16,5,9,108.2,13,3,西啓太,54,ダ1400,良,1:29.1,0.9,11-10-9,37.2-38.8,38.8,451(-1),メーサンデュラント
1,2023/10/06,大井,晴,8,バーバラ賞,12,8,11,32.1,8,5,西啓太,54,ダ1200,重,1:13.1,0.9,4-3,34.5-37.7,38.0,452(+2),ロアリングルックス
2,2023/09/19,大井,晴,11,ヴァーゴ賞競走,11,6,7,30.7,11,6,西啓太,54,ダ1200,稍,1:12.9,0.8,11-9,35.3-36.8,36.5,450(+1),ドレスドトゥーキル
3,2023/09/07,大井,曇,12,南部坂賞競走,14,3,4,8.7,4,6,達城龍次,54,ダ1400,重,1:27.5,1.9,9-7-6,36.0-37.9,39.0,449(+8),ナンセイラピッド
4,2023/08/15,大井,雨,11,相生坂賞競走,11,8,11,16.1,6,3,達城龍次,54,ダ1400,不,1:26.8,0.8,10-9-8,36.3-37.8,36.8,441(-5),カンパリフレイバー
5,2023/07/31,大井,晴,10,シーブリーズ賞競走,14,7,12,42.8,11,10,大木天翔,51,ダ1200,良,1:14.3,1.7,3-3,34.9-37.7,38.9,446(+2),ペリーアイランド
6,2023/04/30,1京都4,曇,9,御池特別(2勝クラス),12,6,8,103.8,10,10,酒井学,56,芝1400,稍,1:21.9,1.1,9-8,35.3-34.2,34.4,444(+2),ラクスバラディー
7,2023/03/19,1阪神12,晴,9,山陽特別(2勝クラス),9,7,7,78.9,6,6,酒井学,56,芝1400,良,1:21.4,1.0,8-7,34.6-34.6,34.8,442(+2),ダノンティンパニー
8,2023/02/25,1阪神5,晴,12,4歳以上2勝クラス,15,3,4,115.5,11,11,酒井学,56,芝1400,良,1:21.8,1.1,2-2,35.2-33.9,35.0,440(0),アルトシュタット
9,2023/01/15,1中京6,曇,12,4歳以上2勝クラス,12,4,4,144.9,12,7,小沢大仁,55,芝1400,稍,1:22.8,0.6,5-6,35.2-35.2,35.2,440(-4),テーオーメアリー
10,2022/12/25,6阪神8,晴,12,猪名川特別(2勝クラス),12,8,11,189.8,12,11,酒井学,55,芝1400,良,1:21.5,1.0,10-10,33.6-35.7,35.7,444(+4),ケデシュ
11,2022/11/13,5阪神4,曇,12,ドンカスターC(2勝クラス),13,5,6,207.3,12,11,柴山雄一,55,ダ1400,重,1:24.5,1.4,8-8,35.2-35.9,36.5,440(0),モズリッキー
12,2022/10/30,4阪神9,晴,12,3歳以上2勝クラス,14,1,1,55.4,11,13,酒井学,55,ダ1400,良,1:26.9,2.9,5-6,34.5-37.5,39.6,440(+14),タガノクリステル
13,2022/03/21,2中京4,晴,10,熱田特別(2勝クラス),12,5,6,48.4,9,11,酒井学,55,芝1400,良,1:22.0,1.2,5-5,34.2-35.0,35.4,426(+6),タイニーロマンス
14,2021/12/26,6阪神8,曇,12,猪名川特別(2勝クラス),15,8,15,72.3,13,14,富田暁,54,芝1400,良,1:22.5,0.8,9-8,35.3-34.8,34.8,420(+12),エルカスティージョ
15,2021/10/02,5中京8,晴,12,3歳以上2勝クラス,13,1,1,36.6,9,6,富田暁,52,芝1400,良,1:21.0,0.4,6-6,34.7-34.5,34.3,408(-12),ブルースピリット
16,2021/08/28,2札幌5,晴,10,摩周湖特別(2勝クラス),14,5,8,7.8,5,9,泉谷楓真,51,芝1200,良,1:10.2,0.5,3-3,34.7-35.0,35.1,420(-2),ミニオンペール
17,2021/08/22,2札幌4,小雨,12,手稲山特別(2勝クラス),16,2,3,7.2,4,6,泉谷楓真,52,芝1200,良,1:09.6,0.6,9-8,34.3-34.7,34.2,422(+2),スイートクラウン
18,2021/06/27,1札幌6,晴,12,HBC賞(2勝クラス),16,6,12,4.8,2,10,泉谷楓真,51,芝1200,良,1:08.9,0.5,10-8,33.0-35.4,35.1,420(+4),キーダイヤ
19,2021/06/13,1札幌2,晴,9,3歳以上1勝クラス,15,6,12,7.5,3,1,泉谷楓真,50,芝1200,良,1:08.5,0.0,9-9,33.3-35.2,34.6,416(+6),(レコレータ)
20,2021/03/14,1阪神10,晴,11,フィリーズレビュー(GII),18,1,2,67.8,14,8,富田暁,54,芝1400,良,1:21.3,0.6,10-12,33.7-35.5,35.3,410(-4),シゲルピンクルビー
21,2021/02/06,1小倉7,晴,2,3歳未勝利,17,7,13,3.0,1,1,富田暁,53,芝1200,良,1:09.3,-0.1,6-3,33.2-36.1,35.6,414(+4),(ペイシャケイティー)
22,2021/01/16,1小倉1,曇,2,3歳未勝利,18,1,1,8.3,5,3,富田暁,53,芝1200,良,1:08.0,0.9,6-7,33.2-33.9,34.3,410(+4),スティクス
23,2020/12/20,3中京6,晴,5,2歳未勝利,18,3,5,26.7,7,3,富田暁,53,芝1400,良,1:22.5,0.1,5-3,34.9-35.4,35.1,406(+6),ルチェカリーナ
24,2020/12/05,6阪神1,晴,3,2歳未勝利,16,1,1,310.2,14,3,富田暁,53,芝1400,良,1:22.2,0.3,10-11,35.1-34.8,34.5,400(-6),サトノアイ
25,2020/10/24,4京都5,晴,2,2歳未勝利,12,5,5,126.4,11,9,秋山真一,54,芝1600,稍,1:38.2,0.9,11-11,35.5-37.1,36.6,406(+2),ヴィジュネル
26,2020/10/11,4京都2,曇,4,2歳新馬,16,2,3,17.9,7,5,松山弘平,54,芝1400,稍,1:24.0,0.7,5-7,35.1-36.1,36.3,404(0),オプティミスモ
