,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/11/30,4中京1,晴,11,犬山特別(2勝クラス),16,6,12,10.8,3,8,丸山元気,56,ダ1900,良,2:00.4,1.4,6-6-5-5,29.4-36.9,38.0,452(+10),マスターフェンサー
1,2019/09/22,4中山7,曇,9,3歳以上2勝クラス,16,7,14,4.1,1,7,三浦皇成,57,ダ1800,良,1:53.9,0.9,8-9-7-6,37.4-38.4,38.7,442(-10),アシャカトブ
2,2019/07/27,2新潟1,曇,10,苗場特別(2勝クラス),15,3,5,6.6,3,3,三浦皇成,55,ダ1800,良,1:52.1,0.1,7-7-8-8,35.3-38.2,37.5,452(-10),ジェミニズ
3,2019/04/13,3中山7,晴,12,利根川特別(1000万下),15,7,12,2.7,1,13,戸崎圭太,57,ダ1800,良,1:55.2,3.7,5-5-5-5,36.2-38.0,41.1,462(+4),レピアーウィット
4,2019/02/10,1東京6,晴,8,4歳以上1000万下,16,1,1,3.6,2,5,三浦皇成,56,ダ2100,稍,2:13.4,0.8,8-9-11-8,30.8-38.7,38.5,458(-4),マイネルアンファン
5,2019/01/14,1中山5,晴,9,初凪賞(1000万下),14,3,4,3.3,1,2,ルメール,56,ダ1800,良,1:54.6,0.0,9-8-7-6,37.1-39.1,38.5,462(+12),ベディヴィア
6,2018/10/14,4京都5,晴,7,3歳以上1000万下,8,4,4,7.1,4,5,ルメール,54,芝2200,良,2:15.7,0.6,2-2-3-3,38.8-34.7,34.7,450(-2),サラス
7,2018/08/25,2新潟9,曇,7,3歳以上500万下,15,5,9,1.8,1,1,三浦皇成,54,ダ1800,良,1:53.9,-0.6,6-6-5-3,36.9-39.8,39.1,452(+4),(ヨクエロマンボ)
8,2018/06/03,3東京2,晴,8,3歳以上500万下,16,1,2,4.0,2,2,ルメール,54,ダ2100,良,2:13.1,0.7,5-6-3-3,30.5-37.0,37.6,448(+2),ニーマルサンデー
9,2018/04/15,3中山8,曇,5,3歳500万下,11,8,11,5.5,3,3,ルメール,56,ダ1800,稍,1:53.8,0.5,7-7-6-6,36.8-38.7,38.4,446(-10),ヒラボクラターシュ
10,2018/02/18,1東京8,晴,2,3歳未勝利,16,7,13,3.0,2,1,ルメール,56,ダ2100,良,2:17.5,-0.3,7-7-4-4,32.9-37.3,37.0,456(+6),(サトノディード)
11,2017/12/02,5中山1,晴,3,2歳未勝利,18,8,16,2.1,1,9,ムーア,55,芝2000,良,2:04.5,0.8,6-5-7-6,37.9-36.0,36.3,450(+6),ジョリルミエール
12,2017/11/19,5東京6,晴,5,2歳新馬,14,8,14,5.6,3,4,三浦皇成,55,芝1800,良,1:51.8,0.4,3-5-4,38.8-33.5,33.6,444(0),ブラストワンピース
