,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/07/17,園田,晴,2,福甸ダッシュC3一,12,1,1,33.0,9,9,高橋愛叶,51,ダ820,稍,0:53.1,1.1,9-9,0.0-37.8,38.4,429(+2),チャーミーアイズ
1,2024/07/05,園田,晴,12,C2一,12,4,4,139.1,11,9,長尾翼玖,53,ダ820,良,0:52.4,1.2,7-7,0.0-37.2,37.8,427(-3),ラストチケット
2,2024/06/21,園田,晴,12,C2一,11,8,10,31.5,7,11,長尾翼玖,53,ダ820,不,0:54.7,3.6,6-8,0.0-37.1,40.1,430(+8),スツーカ
3,2024/05/09,園田,晴,9,C2一,8,7,7,4.2,3,6,大山龍太,54,ダ820,良,0:53.1,2.2,4-5,0.0-36.9,38.6,422(-8),サトシライズ
4,2023/08/26,2札幌5,晴,3,3歳未勝利,12,1,1,126.8,12,7,小林凌大,52,ダ1000,良,1:00.0,1.2,9-9,35.1-35.3,35.7,430(+14),エイシンエマーユ
5,2023/07/08,2福島3,曇,3,3歳未勝利,16,3,5,48.7,10,8,嶋田純次,54,ダ1150,良,1:10.1,1.2,15-15,31.4-37.5,37.1,416(0),ベリーベリーベリー
6,2023/05/21,1新潟8,晴,1,3歳未勝利,15,2,2,92.6,11,11,秋山稔樹,53,ダ1200,良,1:13.5,1.5,11-11,34.1-37.9,37.2,416(-2),サラマックイーン
7,2023/05/13,1新潟5,晴,1,3歳未勝利,15,3,5,33.2,7,5,秋山稔樹,53,ダ1200,良,1:14.0,0.9,4-4,35.1-38.0,38.6,418(+4),コロル
8,2023/04/16,1福島4,曇,1,3歳未勝利,16,8,15,45.7,7,3,秋山稔樹,53,ダ1150,稍,1:10.2,1.0,7-6,31.3-37.9,38.0,414(-10),ユウナイス
9,2023/02/19,2小倉4,小雨,2,3歳未勝利,18,8,16,64.0,12,11,黛弘人,54,芝1200,重,1:11.5,0.9,18-17,34.1-36.5,36.1,424(+2),カンチェンジュンガ
10,2023/01/29,1小倉6,曇,3,3歳未勝利,11,2,2,126.9,11,5,小林凌大,52,ダ1000,重,0:59.5,0.8,9-6,34.6-35.8,35.5,422(+2),ミヤジトレヴ
11,2023/01/14,1小倉1,曇,3,3歳未勝利,14,4,6,130.6,14,10,黛弘人,54,ダ1000,不,0:59.9,1.3,12-12,34.1-35.9,36.2,420(-10),サルフトピッチ
12,2022/12/17,5中山5,曇,1,2歳未勝利,16,8,15,115.0,9,8,黛弘人,54,ダ1200,良,1:13.8,1.6,8-8,34.3-37.9,38.8,430(+2),アンビバレント
13,2022/12/04,5中山2,晴,1,2歳未勝利,16,2,3,214.0,11,6,嶋田純次,54,ダ1200,良,1:14.1,1.5,7-6,34.2-38.4,39.2,428(+2),グラスシフォン
14,2022/11/06,5東京2,晴,4,2歳新馬,16,1,2,95.6,13,15,松岡正海,54,ダ1300,良,1:24.0,3.3,3-3,30.9-37.0,39.9,426(0),サニーサフラン
