,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/09/09,大井,曇,9,サファイア賞競走,14,1,1,44.7,11,14,藤本現暉,55,ダ1200,良,1:15.8,2.8,6-8,34.9-38.1,39.8,541(+9),ロアリングルックス
1,2024/07/27,1札幌3,曇,12,3歳以上2勝クラス,12,3,3,45.5,10,11,鮫島克駿,58,ダ1000,良,1:00.7,2.0,3-3,34.4-35.7,37.5,532(-10),ジョーローリット
2,2024/05/19,1新潟8,晴,10,火打山特別(2勝クラス),15,2,3,28.2,9,15,佐々木大,58,ダ1200,良,1:13.7,2.6,4-4,33.6-37.5,39.4,542(+4),シラキヌ
3,2024/04/20,1福島5,晴,12,4歳以上1勝クラス,15,7,12,4.1,2,1,鮫島克駿,58,ダ1150,良,1:09.3,-0.2,3-2,32.4-36.9,36.6,538(-2),(サザンレイク)
4,2024/04/14,1福島4,晴,12,4歳以上1勝クラス,16,7,13,5.6,3,6,小林勝太,55,ダ1150,良,1:09.0,0.5,2-2,31.0-37.5,38.0,540(+8),カリュウ
5,2024/02/04,1東京4,曇,8,4歳以上1勝クラス,16,1,2,21.4,6,9,内田博幸,58,ダ1300,良,1:19.9,0.8,1-1,29.7-37.6,38.4,532(+2),エスパダアスール
6,2023/11/19,3福島6,晴,7,3歳以上1勝クラス,16,2,4,4.0,2,13,角田大和,56,ダ1150,重,1:09.7,1.4,1-2,31.0-37.3,38.7,530(+4),ヒビキ
7,2023/09/17,4中山4,晴,7,3歳以上1勝クラス,16,2,4,10.9,5,7,三浦皇成,56,ダ1200,良,1:12.5,0.4,1-1,34.1-38.0,38.4,526(-4),シャインフォール
8,2023/09/10,4中山2,晴,4,3歳以上1勝クラス,16,8,16,3.0,2,7,三浦皇成,56,ダ1200,稍,1:12.0,0.8,2-2,33.9-37.3,38.1,530(-2),エコロドゥネス
9,2023/07/15,2福島5,曇,12,3歳以上1勝クラス,16,6,12,3.2,1,2,三浦皇成,55,ダ1150,稍,1:09.4,0.0,1-1,32.3-37.1,37.1,532(0),ビップアクア
10,2023/07/01,2福島1,曇,12,3歳以上1勝クラス,16,2,4,15.9,5,3,三浦皇成,55,ダ1150,重,1:08.2,0.2,1-1,31.2-36.8,37.0,532(-2),リラックス
11,2023/03/04,2中山3,晴,7,3歳1勝クラス,16,6,11,13.5,6,15,内田博幸,56,ダ1200,良,1:13.3,2.3,2-3,33.1-37.9,40.1,534(+2),ハチメンロッピ
12,2023/02/04,1東京3,晴,4,3歳1勝クラス,11,5,5,52.8,8,3,内田博幸,56,ダ1400,良,1:26.4,0.4,1-1,36.6-36.6,37.0,532(+6),ニフェーデービル
13,2023/01/15,1中京6,晴,4,3歳1勝クラス,11,3,3,57.6,10,5,鮫島克駿,56,ダ1200,稍,1:13.0,1.2,2-2,35.6-36.2,37.3,526(-8),アームズレイン
14,2022/12/25,5中山8,晴,1,2歳未勝利,16,1,2,4.3,2,1,田辺裕信,55,ダ1200,稍,1:13.0,-0.2,1-1,34.4-38.6,38.6,534(+2),(サルトルーヴィル)
15,2022/12/03,5中山1,曇,6,2歳新馬,16,4,7,21.9,9,3,田辺裕信,55,ダ1200,良,1:13.3,0.4,8-2,35.1-37.8,37.3,532(0),ラックスアットゼア
