,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/05/22,佐賀,晴,5,五色月賞,9,1,1,6.1,2,中,加茂飛翔,53,ダ1400,良,,,1-1,0.0-40.4,,554(+1),オラクトゥール
1,2022/05/08,佐賀,晴,3,さがけいば無料ネット,8,3,3,7.1,3,3,加茂飛翔,53,ダ1400,良,1:32.0,1.4,4-4-4-4,0.0-39.7,39.3,553(-1),アイオーン
2,2022/04/17,佐賀,晴,4,鳥来月賞,9,1,1,18.6,7,1,加茂飛翔,53,ダ1300,稍,1:25.9,0.0,1-1-1-1,0.0-40.5,40.5,554(-3),(トネール)
3,2022/04/10,佐賀,晴,1,さがけいば無料ネット,9,1,1,8.6,4,6,長田進仁,56,ダ1400,良,1:33.7,1.7,1-1-1-3,0.0-40.8,42.5,557(0),エイシンアルゴス
4,2022/03/20,佐賀,曇,4,本日SAGAリベンジ,10,7,8,7.2,4,4,加茂飛翔,53,ダ1300,不,1:26.7,1.4,4-3-4-5,0.0-38.0,39.0,557(0),コスモアピール
5,2022/03/05,佐賀,晴,2,C2ー17組,10,7,7,3.5,2,1,加茂飛翔,53,ダ1400,良,1:34.0,-0.2,1-1-1-1,0.0-41.6,41.6,557(-4),(アレッサ)
6,2022/02/20,佐賀,晴,3,C2ー17組,10,1,1,5.0,2,6,加茂飛翔,53,ダ1300,不,1:26.4,0.8,5-4-4-4,0.0-39.3,39.9,561(+6),クラックステソーロ
7,2022/02/06,佐賀,曇,3,C2ー18組,9,8,8,3.9,3,4,加茂飛翔,53,ダ1400,良,1:33.7,1.6,3-3-4-5,0.0-39.3,40.5,555(-2),トーセンポエム
8,2022/01/22,佐賀,曇,11,SAGAリベンジャー,11,5,5,12.4,5,1,加茂飛翔,53,ダ1400,良,1:32.7,-0.1,1-1-1-1,0.0-39.8,39.8,557(+50),(ブラックテーラー)
9,2021/06/06,水沢,曇,4,C2十一組,8,1,1,3.3,2,5,鈴木祐,56,ダ1300,稍,1:27.2,2.6,2-2-2-4,0.0-40.7,43.0,507(-13),スズカヘネシー
10,2021/05/16,水沢,曇,1,C2十二組,7,2,2,9.1,5,4,鈴木祐,56,ダ1300,良,1:26.9,1.7,2-2-2-3,0.0-40.9,41.9,520(-20),ノーブルバルカン
11,2020/06/14,3阪神4,晴,6,3歳未勝利,17,1,2,54.0,10,中,国分優作,56,芝2600,稍,,,1-1-2-17,36.0-36.8,,540(+12),ナリタザクラ
12,2020/03/01,1阪神2,晴,5,3歳新馬,16,1,1,36.7,8,12,国分恭介,56,芝2000,稍,2:07.6,2.5,2-3-3-3,37.2-35.6,38.0,528(0),トリンカデイラ
