,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/11/10,門別,晴,11,来年も門別でJBC2,9,6,6,25.6,7.0,7,黒澤愛斗,55,ダ1200,稍,1:14.5,1.3,4-5,0.0-38.2,38.7,508(-2),フジノパンサー
1,2022/10/26,門別,晴,12,びらとりオープン〔準(OP),9,3,3,14.0,3.0,7,阿部龍,55,ダ1000,良,1:02.0,1.0,5-3,0.0-37.3,37.6,510(+2),アザワク
2,2022/10/13,門別,晴,11,がんばれ!馬産地日高,12,8,11,94.8,12.0,1,黒澤愛斗,54,ダ1200,稍,1:12.1,0.0,7-6,0.0-36.9,36.3,508(0),(ジャスパーシャイン)
3,2022/09/28,門別,晴,11,静内軽種馬生産振興会,10,7,8,132.3,9.0,5,阿部龍,54,ダ1200,稍,1:13.4,0.7,5-5,0.0-37.4,37.2,508(0),フジノパンサー
4,2022/09/15,門別,晴,11,ホクレンパールライス,10,4,4,51.1,7.0,9,服部茂史,53,ダ1200,良,1:16.3,2.3,5-5,0.0-37.6,39.4,508(+6),スティールストーム
5,2022/08/31,門別,雨,10,日高建設協会特別,10,8,10,36.8,7.0,5,阿部龍,55,ダ1200,不,1:13.0,1.6,5-5,0.0-36.9,37.9,502(-2),スティールストーム
6,2022/08/18,門別,雨,10,どんどん食べよう道産,9,2,2,70.3,7.0,4,桑村真明,55,ダ1200,不,1:13.3,1.0,4-4,0.0-37.2,37.6,504(0),スティールティアラ
7,2022/08/04,門別,曇,10,タチアオイ特別,11,2,2,135.1,7.0,6,阿部龍,56,ダ1200,重,1:13.0,0.6,9-6,0.0-37.9,37.3,504(+2),ソルサリエンテ
8,2022/07/21,門別,晴,11,JAバンクよりぞう特,11,4,4,82.3,9.0,11,岩橋勇二,53,ダ1200,重,1:14.4,2.5,7-9,0.0-36.5,38.1,502(-2),ヒラソール
9,2022/07/05,門別,曇,11,グランシャリオ門別ス(重賞),10,8,9,68.1,7.0,5,阿部龍,54,ダ1000,稍,0:59.7,1.0,8-7,0.0-35.8,35.3,504(-4),アザワク
