,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/05/11,1新潟5,晴,7,4歳以上1勝クラス,8,6,6,7.8,4,4,小沢大仁,55,芝1800,良,1:47.8,0.3,8-8,35.5-36.2,35.6,458(-12),ラテラルシンキング
1,2024/04/20,1福島5,晴,8,4歳以上1勝クラス,12,5,5,26.5,8,3,小沢大仁,55,芝1800,良,1:48.4,0.2,9-9-8-9,36.1-35.8,34.9,470(-4),マスキュリン
2,2024/03/10,1中京2,晴,6,4歳以上1勝クラス,10,8,9,12.2,5,10,菅原明良,56,ダ1800,良,1:59.2,3.4,7-6-6-8,37.9-39.3,42.0,474(0),シンボリックレルム
3,2024/02/25,2小倉6,晴,12,4歳以上1勝クラス,10,4,4,55.3,8,6,鷲頭虎太,53,芝1800,稍,1:51.6,0.3,10-8-9-8,37.5-34.9,34.5,474(+10),ユイ
4,2023/01/21,1中京7,晴,12,4歳以上1勝クラス,7,2,2,47.6,7,7,古川吉洋,55,芝2200,良,2:14.9,2.5,5-5-5-6,34.1-35.8,37.6,464(0),エンドウノハナ
5,2022/12/17,6阪神5,小雨,12,3歳以上1勝クラス,15,5,9,40.9,9,9,古川吉洋,54,芝1800,稍,1:47.8,0.9,12-11,35.3-35.7,34.7,464(-2),マイシンフォニー
6,2022/08/28,2札幌6,晴,6,3歳未勝利,16,7,14,20.3,6,1,古川吉洋,54,芝2000,良,2:02.7,-0.3,6-7-4-2,36.2-35.4,35.2,466(+6),(イルモンド)
7,2022/07/30,1札幌3,晴,6,3歳未勝利,11,1,1,12.5,5,8,小林凌大,51,芝2000,良,2:02.9,0.6,8-9-9-8,35.4-36.5,36.3,460(-4),ヒルノロワール
8,2022/07/16,1函館11,小雨,5,3歳未勝利,16,2,3,67.0,14,8,古川吉洋,54,芝2000,稍,2:05.1,0.5,8-8-7-8,36.3-38.1,38.0,464(+6),オウケンムーンアイ
9,2022/06/25,1函館5,曇,6,3歳未勝利,12,5,5,21.5,9,11,古川吉洋,54,芝2000,稍,2:03.3,0.8,3-3-3-2,36.0-36.9,36.0,458(+8),ブローザホーン
10,2022/06/12,1函館2,晴,4,3歳未勝利,14,4,6,20.6,6,3,古川吉洋,54,芝2000,良,2:01.2,0.2,8-8-8-4,35.1-36.5,35.9,450(-2),ゴルトシュミーデ
11,2022/05/29,3中京8,晴,5,3歳未勝利,16,2,3,68.7,8,6,古川吉洋,54,芝2000,良,2:02.5,0.7,10-10-10-9,36.7-35.7,35.8,452(-8),アルファヒディ
12,2022/05/14,3中京3,曇,1,3歳未勝利,16,1,2,39.3,7,12,古川吉洋,54,ダ1800,不,1:56.9,2.7,16-16-12-11,36.9-39.4,39.6,460(0),クインズグレイト
