,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/06/02,3東京2,曇,3,3歳未勝利,18,7,13,19.8,6,10,北村宏司,55,芝1400,稍,1:22.3,0.7,12-14,34.9-34.9,34.5,404(-8),ドリームクルーズ
1,2024/04/28,2東京4,晴,4,3歳未勝利,18,2,3,30.6,9,8,丸田恭介,55,芝1400,良,1:21.7,0.6,14-14,34.7-34.6,34.0,412(-16),エフォートレス
2,2024/01/07,1中山2,曇,5,3歳未勝利,16,4,7,38.3,10,10,北村宏司,55,芝1600,良,1:34.2,0.8,10-11-12,34.4-36.2,35.0,428(-2),シャインズオンユー
3,2023/11/25,5東京7,晴,2,2歳未勝利,18,6,12,85.2,11,7,丸田恭介,55,芝1400,良,1:22.5,0.8,18-18,35.3-34.4,33.7,430(+4),エリカカリーナ
4,2023/10/29,4新潟6,小雨,5,2歳新馬,17,6,11,40.1,10,3,丸田恭介,55,芝1400,不,1:26.0,0.2,11-12,35.2-38.5,36.8,426(0),ニュージェネラル
