,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/04/29,園田,雨,3,C3一,9,5,5,6.5,3,2,田中学,56,ダ1400,不,1:34.3,0.4,8-8-7-5,0.0-40.3,39.5,529(+6),トライバルキング
1,2022/04/07,園田,晴,1,C3三,10,3,3,8.4,3,2,田中学,56,ダ1400,良,1:34.0,0.5,3-3-4-5,0.0-38.9,39.1,523(-2),スプランディッド
2,2022/03/15,園田,晴,4,C3二,10,6,6,6.0,4,5,田中学,56,ダ1400,良,1:34.6,0.5,7-7-7-5,0.0-39.4,39.2,525(-8),ヤマタケメジャー
3,2022/02/24,姫路,晴,2,C3一,10,3,3,8.0,4,6,長尾翼玖,56,ダ1400,良,1:34.4,0.5,7-7-7-7,0.0-39.7,39.4,533(-2),ハギノクレド
4,2022/02/03,姫路,曇,6,C3一,9,8,8,6.7,4,4,田中学,56,ダ1400,良,1:35.3,0.1,7-8-6-5,0.0-39.3,39.0,535(-3),ハシノオージャ
5,2022/01/19,姫路,曇,5,C2二,10,2,2,9.0,3,9,田中学,56,ダ1400,良,1:35.3,1.3,3-2-9-8,0.0-38.8,39.9,538(+3),ホットストリーク
6,2022/01/04,園田,曇,7,C2二,10,7,8,14.1,6,7,田中学,56,ダ1400,良,1:35.5,1.0,3-3-3-4,0.0-38.5,39.5,535(+19),ワンダースパイン
7,2021/02/27,1阪神5,晴,3,3歳未勝利,16,2,4,15.5,6,13,北村友一,56,ダ1400,良,1:30.5,4.4,6-7,35.2-38.7,42.3,516(0),イフティファール
