,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/08/19,佐賀,晴,8,実はびわ湖は河川です,11,7,9,37.0,10,9,吉本隆記,54,ダ1300,稍,1:26.6,2.0,8-7-10-7,0.0-38.6,39.6,420(+1),ムーンベストホース
1,2023/07/16,佐賀,晴,6,3歳ー6組,12,5,5,192.7,10,9,吉本隆記,54,ダ1400,稍,1:34.4,2.5,5-4-7-8,0.0-39.5,41.4,419(-3),アシャカデュラン
2,2023/07/02,佐賀,曇,8,ほとめきナイター賞,9,2,2,105.0,8,5,吉本隆記,54,ダ1400,不,1:32.2,1.3,4-3-5-4,0.0-40.2,41.1,422(-3),カドゥケウス
3,2023/06/18,佐賀,曇,8,ほとめきナイター賞,11,6,7,187.1,9,7,吉本隆記,54,ダ1400,稍,1:33.1,1.9,4-3-4-6,0.0-40.0,41.5,425(0),デルマウッチャリ
4,2023/06/04,佐賀,曇,7,ほとめきナイター賞,12,2,2,235.2,10,11,吉本隆記,54,ダ1300,稍,1:27.6,3.7,11-6-5-8,0.0-38.6,41.5,425(-2),マリノフェアレディ
5,2023/05/21,佐賀,晴,7,五月雨月賞,11,5,5,441.0,10,8,山下裕貴,54,ダ1300,重,1:26.9,3.1,11-11-11-11,0.0-39.5,40.1,427(+2),アクラシア
6,2023/05/07,佐賀,雨,7,万緑賞,9,7,7,33.3,7,6,吉本隆記,54,ダ1400,不,1:35.6,2.4,7-7-6-7,0.0-41.7,42.3,425(-4),テイエムチョウテン
7,2023/04/24,佐賀,小雨,6,3歳ー7組,11,6,7,70.9,7,9,吉本隆記,54,ダ1300,良,1:28.6,2.5,10-10-9-9,0.0-40.3,41.6,429(0),カシノジャッカル
8,2023/04/08,佐賀,晴,11,SAGAリベンジャー,8,7,7,7.1,3,1,吉本隆記,54,ダ900,重,0:57.0,-0.1,1-1,0.0-38.5,38.5,429(+1),(マリノビューティー)
9,2023/03/26,佐賀,曇,11,うまてなし珍名馬特選,11,1,1,32.7,8,4,吉本隆記,54,ダ1400,不,1:33.5,3.0,2-3-6-5,0.0-39.0,41.7,428(-7),ウェンダヴズクライ
10,2023/03/11,佐賀,晴,4,ちばりよ?沖縄酪農応,12,1,1,11.8,5,8,吉本隆記,54,ダ1400,重,1:36.7,3.9,12-12-10-8,0.0-39.1,41.4,435(+13),スーパームーン
11,2023/02/05,1中京12,晴,2,3歳未勝利,15,5,9,451.8,14,14,水口優也,54,ダ1400,良,1:29.9,3.2,10-10,35.8-37.9,40.3,422(-4),スペキオサレジーナ
12,2023/01/29,1中京10,晴,1,3歳未勝利,13,6,9,218.4,11,10,角田大河,52,ダ1200,良,1:16.2,3.2,9-10,35.8-37.2,39.4,426(+2),ダノンミカエル
13,2023/01/14,1中山5,曇,1,3歳未勝利,16,8,15,451.5,16,9,木幡育也,54,ダ1200,良,1:14.3,2.3,9-9,34.6-37.4,38.9,424(+4),シュヴァルツリーベ
14,2022/12/17,5中山5,曇,1,2歳未勝利,16,4,8,481.4,16,12,柴田善臣,54,ダ1200,良,1:14.3,2.1,10-9,34.3-37.9,39.1,420(-4),アンビバレント
15,2022/12/04,6中京2,晴,1,2歳未勝利,14,6,10,459.2,14,14,佐々木大,51,ダ1800,良,2:00.1,3.8,10-10-12-12,37.8-38.7,41.3,424(-2),ツーエムルーイー
16,2022/11/20,3福島6,曇,1,2歳未勝利,16,4,7,213.9,15,13,秋山稔樹,53,ダ1150,良,1:11.5,1.9,14-14,32.0-37.6,37.6,426(+4),エコロレジーナ
17,2022/09/04,3新潟8,晴,2,2歳未勝利,18,5,9,215.9,11,11,藤田菜七,52,芝1400,良,1:24.3,1.6,14-14,34.7-35.9,36.2,422(0),ノーブルラン
18,2022/08/14,3新潟2,曇,5,2歳新馬,15,2,2,217.3,14,14,江田照男,54,芝1800,稍,1:53.2,2.4,1-1,37.2-34.3,36.7,422(0),ヒシルリアン
