,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/04/14,高知,晴,11,Aー2,9,8,9,2.4,2,3,永森大智,56,ダ1600,稍,1:45.9,0.7,6-7-7-2,0.0-41.3,41.3,461(+1),ララメダイユドール
1,2024/03/17,高知,雨,8,弥生特別,10,7,8,2.3,1,1,吉原寛人,56,ダ1400,不,1:29.4,-0.1,2-2-2-1,0.0-39.7,39.6,460(+1),(ヒカリオーソ)
2,2024/02/25,高知,曇,4,スズランスイセン特別,10,1,1,1.4,1,1,吉原寛人,56,ダ1600,不,1:44.4,-0.2,1-1-1-1,0.0-38.8,38.8,459(-2),(ゼンノジャスタ)
3,2023/12/16,高知,曇,9,ターコイズ特別,7,7,7,1.7,1,4,永森大智,56,ダ1400,不,1:30.8,0.7,3-4-3-2,0.0-39.5,39.7,461(-4),ロイズピーク
4,2023/12/02,高知,晴,3,キセキ賞,12,4,4,2.2,1,4,井上瑛太,56,ダ1800,稍,2:02.2,0.2,4-3-3-4,0.0-41.5,41.5,465(+12),ロイズピーク
5,2023/11/05,高知,晴,9,AB混合,6,1,1,1.0,1,1,井上瑛太,56,ダ1600,良,1:45.9,-0.8,1-1-1-1,0.0-39.9,39.9,453(-6),(カドフィール)
6,2023/10/22,高知,晴,9,目指せジョッキー特別,8,8,8,1.2,1,1,井上瑛太,56,ダ1400,良,1:30.7,-1.4,4-4-4-1,0.0-40.0,39.3,459(+15),(パスポートチェック)
7,2023/09/03,3小倉8,晴,10,宮崎S(3勝クラス),15,8,14,35.3,10,12,藤岡康太,58,ダ1700,良,1:46.4,1.6,2-2-2-3,29.4-37.9,39.4,444(+4),リキサントライ
8,2023/08/20,3小倉4,晴,10,薩摩S(3勝クラス),16,8,16,45.9,10,8,岩田望来,58,ダ1700,良,1:44.8,1.6,2-2-2-3,28.7-38.0,39.4,440(-16),フルヴォート
9,2023/07/01,2福島1,曇,11,鶴ヶ城S(3勝クラス),13,6,9,25.9,8,11,三浦皇成,58,ダ1700,重,1:45.9,2.2,2-3-3-4,30.0-37.0,38.9,456(-10),リリーミニスター
10,2023/02/25,1阪神5,晴,10,伊丹S(3勝クラス),16,8,15,96.0,12,11,松田大作,58,ダ1800,稍,1:52.9,1.8,3-3-2-3,37.2-36.8,38.4,466(+4),キングズソード
11,2023/01/22,1小倉4,小雨,11,豊前S(3勝クラス),16,5,10,12.6,6,14,吉田隼人,56,ダ1700,稍,1:45.0,1.2,3-2-2-3,29.6-36.8,37.9,462(+10),ラヴィータエベラ
12,2022/09/25,4中山7,晴,10,内房S(3勝クラス),16,8,15,5.0,2,9,川田将雅,57,ダ1800,稍,1:53.1,1.2,4-5-6-9,36.4-38.2,38.9,452(0),キタノリューオー
13,2022/09/04,4小倉8,晴,10,西日本スポーツ杯(3勝クラス),14,7,12,31.8,9,2,富田暁,57,ダ1700,稍,1:44.8,0.1,2-2-2-2,29.9-37.8,37.8,452(+2),クリノドラゴン
14,2022/07/23,2福島7,晴,10,横手特別(2勝クラス),15,7,13,17.7,6,1,石川裕紀,57,ダ1700,重,1:45.0,0.0,4-6-2-2,30.2-37.8,37.7,450(0),(カズロレアート)
15,2022/05/21,1新潟5,曇,12,4歳以上1勝クラス,13,2,2,3.9,1,1,角田大和,55,ダ1800,良,1:53.2,-0.6,2-3-2-2,37.0-38.5,38.2,450(+4),(コンテナジュニア)
16,2022/05/01,1福島6,小雨,7,4歳以上1勝クラス,12,1,1,5.7,3,2,角田大和,55,ダ1700,重,1:46.8,0.0,1-1-2-2,31.3-36.1,36.1,446(+2),ランスルー
17,2022/04/17,1福島2,晴,8,4歳以上1勝クラス,15,3,4,10.5,6,6,松本大輝,55,ダ1700,稍,1:47.2,1.0,1-1-1-1,29.6-38.5,39.5,444(-2),トーアシオン
18,2022/03/06,1阪神8,晴,7,4歳以上1勝クラス,16,8,16,237.1,15,13,小沢大仁,55,芝1600,良,1:35.7,2.4,6-9,34.5-35.3,36.7,446(+12),ジュノー
19,2021/09/04,4小倉7,曇,12,3歳以上1勝クラス,16,6,12,17.4,7,16,小崎綾也,57,ダ1700,重,1:46.7,1.9,10-11-11-14,29.8-37.2,38.1,434(-6),サンバデジャネイロ
20,2021/08/21,4小倉3,曇,8,3歳以上1勝クラス,16,8,16,56.4,11,4,小崎綾也,57,ダ1700,良,1:46.7,0.9,1-1-1-1,29.4-39.8,40.7,440(-2),ダノンバジリア
21,2021/07/11,3小倉4,晴,7,3歳以上1勝クラス,16,3,5,40.2,10,6,藤岡康太,57,ダ1700,稍,1:45.0,1.1,13-13-12-10,29.8-37.3,37.3,442(0),キタノインディ
22,2021/05/22,3中京5,曇,8,4歳以上1勝クラス,16,3,5,49.9,11,7,藤岡康太,57,ダ1400,重,1:24.1,0.8,8-8,34.3-37.2,37.4,442(-2),ヴァクストゥーム
23,2020/11/04,門別,曇,7,3歳以上C4ー2,12,7,9,2.5,2,1,石川倭,56,ダ1700,重,1:49.0,-0.5,3-3-3-1,0.0-38.4,38.4,444(-4),(キーコーズウェイ)
24,2020/10/13,門別,曇,7,3歳以上C4ー5,11,4,4,2.2,1,1,桑村真明,56,ダ1500,重,1:37.0,-0.5,2-1-1-1,0.0-40.5,40.5,448(-2),(ホウオウガルーダ)
25,2020/09/29,門別,晴,4,3歳以上C4ー6,10,2,2,4.5,2,2,桑村真明,56,ダ1500,良,1:37.8,0.3,3-3-2-1,0.0-40.6,40.8,450(+2),ムッシュパイロ
26,2020/06/20,3阪神5,晴,4,3歳未勝利,18,8,17,29.5,10,16,藤井勘一,56,芝1400,稍,1:23.9,1.8,17-16,34.2-36.4,36.3,448(+4),トゥールドマジ
27,2019/12/21,5阪神7,曇,5,2歳新馬,18,2,3,48.7,11,7,藤岡佑介,55,芝1800,良,1:49.9,0.7,4-4,36.5-34.6,34.9,444(0),プライムフェイズ
