,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/09/18,4中山3,小雨,8,3歳以上1勝クラス,16,6,12,13.8,7,10,小林脩斗,51,ダ1800,不,1:53.0,1.8,4-5-5-7,35.9-38.0,39.4,462(0),ドラウプニル
1,2021/09/05,4新潟8,晴,8,3歳以上1勝クラス,15,4,6,65.6,11,4,小林脩斗,51,ダ1800,良,1:53.1,1.0,4-4-5-4,36.1-37.2,37.8,462(+8),パワポケプリメーロ
2,2021/07/11,1福島4,曇,7,3歳以上1勝クラス,16,5,10,52.8,11,10,岩田望来,54,芝1800,稍,1:50.9,1.8,4-5-6-4,35.3-36.7,38.1,454(-14),クリーンスイープ
3,2021/04/03,3中山3,晴,7,3歳1勝クラス,12,8,11,159.2,12,8,秋山稔樹,53,芝1600,良,1:35.8,1.0,2-5-5,35.4-35.2,35.7,468(+2),ネクストストーリー
4,2021/01/31,1東京2,晴,9,セントポーリア賞(1勝クラス),8,5,5,207.0,8,8,木幡巧也,56,芝1800,良,1:48.7,2.2,1-1-1,36.2-33.9,36.1,466(-4),グレートマジシャン
5,2020/12/13,5中山4,晴,7,2歳1勝クラス,16,3,6,276.5,16,15,斎藤新,54,ダ1800,良,1:58.3,4.6,7-7-14-15,36.2-38.5,41.9,470(-4),ラペルーズ
6,2020/11/21,5東京5,晴,6,2歳1勝クラス,13,1,1,27.4,8,11,菅原明良,54,芝1400,良,1:24.5,2.6,3-4,35.0-34.9,37.2,474(+20),ニシノアジャスト
7,2020/08/15,2札幌1,晴,10,コスモス賞(OP),8,5,5,14.8,4,4,大野拓弥,54,芝1800,稍,1:50.7,0.7,2-2-2-2,36.4-36.0,36.4,454(-2),ウインアグライア
8,2020/07/19,2福島6,晴,2,2歳未勝利,16,6,12,10.9,5,1,菅原明良,52,芝1800,良,1:50.9,0.0,3-4-5-3,35.9-37.2,36.7,456(0),(アルバトリア)
9,2020/06/28,3東京8,雨,5,2歳新馬,15,5,10,24.0,7,6,木幡育也,52,芝1600,不,1:40.7,0.8,3-2,36.4-37.8,38.4,456(0),ロードマックス
