,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/06/20,金沢,晴,2,C212,9,8,9,86.3,9.0,8.0,魚住謙心,54,ダ1400,良,1:35.2,2.7,7-7-7-7,0.0-40.3,40.8,459(+7),パープルテイオー
1,2023/06/06,金沢,曇,3,C213,7,5,5,93.8,7.0,7.0,中島龍也,54,ダ1400,良,1:33.6,2.5,5-5-5-5,0.0-39.0,40.3,452(-4),アップフルーク
2,2023/05/23,金沢,晴,3,C212,9,6,6,30.2,6.0,6.0,栗原大河,54,ダ1500,良,1:42.7,1.9,5-4-5-5,0.0-39.1,40.7,456(-1),アサケパワー
3,2023/05/07,金沢,雨,1,無料ネット新聞うまか,8,5,5,15.2,5.0,6.0,柴田勇真,54,ダ1400,不,1:33.6,1.8,5-5-4-4,0.0-39.3,40.1,457(+5),ベロア
4,2023/04/23,金沢,晴,2,竹島光成還暦記念,10,7,8,37.0,6.0,8.0,中島龍也,54,ダ1400,良,1:34.7,1.5,6-5-5-6,0.0-41.0,41.2,452(-8),フロンテイラ
5,2023/04/09,金沢,晴,1,C211,10,8,10,16.2,5.0,4.0,栗原大河,54,ダ1400,重,1:34.4,0.6,6-4-4-4,0.0-40.7,40.8,460(-2),カゼノカケハシ
6,2023/03/27,金沢,曇,4,C211,8,8,8,224.0,7.0,6.0,柴田勇真,54,ダ1400,不,1:33.9,2.4,2-2-4-5,0.0-38.6,40.7,462(-2),ミューオン
7,2023/03/14,金沢,晴,2,C26,9,8,8,32.8,6.0,8.0,吉田晃浩,54,ダ1400,不,1:34.8,2.6,6-7-7-7,0.0-38.4,40.1,464(+8),デルマワルキューレ
8,2022/12/23,金沢,,4,川添裕起☆来年もよろ,0,3,3,,,,吉田晃浩,54,ダ1500,,,,,,,計不,
9,2022/12/20,金沢,,4,川添裕起☆来年もよろ,0,3,3,,,,吉田晃浩,54,ダ1500,,,,,,,計不,
10,2022/12/05,金沢,曇,3,C28　特別編成,10,1,1,12.5,3.0,2.0,中島龍也,54,ダ1400,重,1:32.0,0.8,3-3-3-2,0.0-38.0,38.5,456(+1),チャメドレア
11,2022/11/20,金沢,雨,6,金沢名物!?瓦屋根の,10,5,5,88.5,10.0,10.0,吉田晃浩,54,ダ1400,重,1:33.5,2.8,7-6-8-8,0.0-39.2,40.1,455(0),ヤマミキララ
12,2022/11/07,金沢,晴,4,サフラン賞,11,1,1,459.1,11.0,10.0,葛山晃平,54,ダ1500,良,1:41.6,4.0,11-11-11-11,0.0-39.6,40.4,455(+1),クールドレーヌ
13,2022/10/25,金沢,曇,4,C29,11,6,6,256.8,11.0,10.0,葛山晃平,54,ダ1500,稍,1:41.7,4.6,10-10-10-10,0.0-39.3,41.7,454(-2),エコロガナドール
14,2022/10/10,金沢,雨,5,橋本康央☆恵理結婚式,10,1,1,266.7,9.0,9.0,柴田勇真,54,ダ1500,不,1:40.4,5.1,9-9-10-10,0.0-38.2,40.7,456(+1),パールアゲイン
15,2022/09/25,金沢,晴,5,敏之パパ還暦おめでと,11,7,9,103.4,9.0,8.0,葛山晃平,54,ダ1400,稍,1:35.0,5.4,7-9-9-9,0.0-38.5,41.3,455(+1),ホイッスルベイト
16,2022/09/13,金沢,晴,4,彼岸花賞,8,1,1,256.9,8.0,4.0,葛山晃平,54,ダ1400,良,1:33.8,3.2,8-8-6-7,0.0-40.6,41.2,454(-2),キープオンラビン
17,2022/08/30,金沢,曇,4,3歳B　3特編,8,3,3,155.9,8.0,8.0,青柳正義,54,ダ1400,良,1:34.3,2.7,5-5-6-7,0.0-39.8,41.4,456(+3),シンシナティ
18,2022/08/14,金沢,曇,5,3歳B　3,6,5,5,46.9,5.0,5.0,葛山晃平,54,ダ1400,良,1:33.8,2.7,3-3-3-5,0.0-38.6,40.7,453(+5),ブエノスアン
19,2022/07/31,金沢,晴,3,ゼラニウム賞,8,5,5,33.3,7.0,7.0,葛山晃平,54,ダ1400,良,1:33.9,2.4,8-7-7-7,0.0-40.4,41.4,448(-1),エンチャント
20,2022/07/19,金沢,雨,4,3歳B　2,10,7,8,197.6,9.0,5.0,葛山晃平,54,ダ1400,不,1:31.1,2.4,6-5-6-6,0.0-38.1,39.6,449(-2),ビップレジアス
21,2022/07/05,金沢,曇,4,笑顔の素敵な佐久間さ,7,8,8,6.9,2.0,5.0,青柳正義,54,ダ1400,稍,1:33.1,0.7,3-4-2-3,0.0-39.7,40.2,451(-2),ブレッシングキッス
22,2022/06/19,金沢,晴,3,大久保瑞彦誕生27周,10,8,10,4.0,3.0,4.0,柴田勇真,54,ダ1400,良,1:32.8,1.9,3-4-3-3,0.0-38.8,40.1,453(0),リブラソナチネ
23,2022/06/07,金沢,曇,3,3歳B　2,9,8,8,25.1,7.0,5.0,青柳正義,54,ダ1400,不,1:31.3,1.1,4-4-3-4,0.0-39.5,40.3,453(+1),サッキーアキュート
24,2022/05/24,金沢,晴,3,ムーンストーン特別,8,2,2,53.8,7.0,5.0,柴田勇真,54,ダ1500,良,1:40.7,1.1,1-1-1-2,0.0-39.9,41.0,452(+2),コウユーミライエ
25,2022/05/10,金沢,晴,3,花菖蒲特別,10,1,1,231.8,8.0,8.0,柴田勇真,54,ダ1500,良,1:41.3,2.6,3-3-4-6,0.0-41.5,42.4,450(+2),サクラマジック
26,2022/05/02,金沢,晴,6,ブルースター特別,9,7,7,185.4,8.0,6.0,柴田勇真,54,ダ1500,重,1:39.2,1.7,8-8-6-6,0.0-41.0,41.3,448(+3),ヤマカツハニー
27,2022/04/19,金沢,晴,5,アザミ特別,11,2,2,37.3,9.0,6.0,柴田勇真,54,ダ1500,良,1:40.8,3.7,6-5-5-6,0.0-39.9,41.9,445(-6),チョコレートミルク
28,2022/04/03,金沢,晴,4,いんげん豆特別,10,2,2,19.3,4.0,5.0,柴田勇真,54,ダ1500,良,1:43.1,1.3,7-6-6-4,0.0-43.9,42.8,451(-5),エクメディレーザー
29,2022/03/22,金沢,曇,5,早春イサザ特別,9,3,3,32.3,5.0,4.0,葛山晃平,54,ダ1500,重,1:40.5,1.9,5-4-4-4,0.0-39.0,40.1,456(+4),エイシングレア
30,2022/03/13,金沢,曇,2,壮太郎、桃子永遠の愛,9,1,1,3.0,2.0,3.0,青柳正義,54,ダ1400,良,1:35.1,2.4,5-5-5-4,0.0-39.7,41.7,452(+7),ラスティフェイス
31,2021/12/28,金沢,曇,5,ノースポール賞,10,4,4,14.7,5.0,4.0,葛山晃平,54,ダ1500,不,1:38.2,0.8,7-7-7-4,0.0-38.4,38.4,445(-3),ソーサレス
32,2021/12/27,金沢,,5,ノースポール賞,0,4,4,,,,葛山晃平,54,ダ1500,,,,,,,計不,
33,2021/12/12,金沢,曇,3,2歳4,8,7,7,4.2,2.0,3.0,吉原寛人,54,ダ1400,良,1:33.4,1.0,8-7-7-5,0.0-39.5,39.4,448(+22),オリベ
34,2021/10/17,4東京4,雨,3,2歳未勝利,9,1,1,295.8,9.0,9.0,山田敬士,52,芝1800,稍,1:55.7,3.5,8-8-8,38.3-34.6,37.1,426(-10),アサヒ
35,2021/09/12,4中山2,曇,2,2歳未勝利,10,6,6,196.3,10.0,9.0,武藤雅,54,芝2000,良,2:04.3,1.2,10-10-8-10,37.7-35.6,35.9,436(-6),マイネルアルザス
36,2021/08/01,3新潟4,曇,6,2歳新馬,17,4,7,165.3,16.0,13.0,武藤雅,54,芝1600,良,1:38.2,2.8,15-16,36.4-34.1,35.3,442(0),ボンクラージュ
