,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/07/23,門別,曇,6,3歳以上C3C4ー1,10,2,2,98.0,10,6,井上俊彦,55,ダ1200,良,1:15.2,0.6,6-2,0.0-39.3,39.5,486(-10),メラヴィリオーザ
1,2024/07/09,門別,曇,5,3歳以上C3C4ー1,10,2,2,61.4,8,10,井上俊彦,55,ダ1200,稍,1:16.9,2.3,5-8,0.0-39.0,40.5,496(+6),ウナヴォルタ
2,2024/06/25,門別,晴,8,3歳以上C3C4ー1,11,8,12,18.1,5,8,井上俊彦,55,ダ1200,稍,1:17.0,2.1,8-10,0.0-38.4,39.3,490(0),リコーニック
3,2024/05/30,門別,曇,8,シラネアオイ特別,10,2,2,12.4,4,6,井上俊彦,55,ダ1200,良,1:16.1,0.6,7-7,0.0-39.4,39.0,490(+4),フォルキャップ
4,2024/05/14,門別,晴,8,ウツギ特別,8,7,7,61.8,8,2,井上俊彦,55,ダ1200,稍,1:15.0,0.1,4-4,0.0-39.4,38.6,486(-2),カネミツエース
5,2024/05/01,門別,晴,8,アマリリス特別,11,6,7,18.9,6,5,井上俊彦,55,ダ1200,良,1:16.1,1.1,3-4,0.0-39.0,39.9,488(0),クラシカルスカラー
6,2024/04/18,門別,曇,6,ペテガリ岳賞,11,8,11,10.8,6,2,井上俊彦,55,ダ1200,重,1:15.3,0.5,3-2,0.0-39.3,39.4,488(-2),ビービーローレライ
7,2023/11/03,門別,晴,8,本年開設!「なまちゃ,11,3,3,25.2,5,4,井上俊彦,54,ダ1200,稍,1:15.6,1.9,4-4,0.0-38.0,39.3,490(+2),インテンスシチー
8,2023/10/18,門別,晴,10,ハマギク特別,12,8,12,21.3,6,4,服部茂史,54,ダ1200,良,1:15.3,0.7,2-2,0.0-39.2,39.8,488(0),クリイロ
9,2023/10/03,門別,晴,11,リコリス特別,9,7,7,72.2,7,3,岩橋勇二,54,ダ1200,良,1:14.5,0.9,1-2,0.0-37.8,38.7,488(+2),クリイロ
10,2023/09/20,門別,晴,10,ケイトウ特別,12,5,6,53.6,9,4,桑村真明,54,ダ1200,良,1:15.4,0.8,5-5,0.0-38.2,38.3,486(-2),リコールガー
11,2023/09/07,門別,晴,10,日胆JA農業応援特別,11,1,1,85.7,7,5,阿部龍,54,ダ1200,稍,1:15.5,0.3,8-7,0.0-38.8,38.1,488(+2),ブレイヴァリーボス
12,2023/08/24,門別,晴,9,共済ホール特別,12,6,8,20.6,6,7,岩橋勇二,54,ダ1000,良,1:02.5,1.3,9-9,0.0-37.4,37.4,486(0),コイニオチテ
13,2023/08/10,門別,曇,11,競馬ほのぼの観戦ツア,11,8,10,30.1,7,4,岩橋勇二,54,ダ1200,稍,1:15.4,1.2,2-2,0.0-37.7,38.8,486(0),ラッキーホープ
14,2023/07/26,門別,晴,10,カスミソウ賞,8,7,8,19.7,4,4,岩橋勇二,54,ダ1200,良,1:15.5,0.4,1-1,0.0-39.1,39.5,486(-8),グレヴィスタ
15,2023/07/12,門別,曇,10,うらかわ馬フェスタ賞,7,7,7,6.9,3,2,井上俊彦,54,ダ1200,重,1:15.4,0.5,2-1,0.0-38.2,38.6,494(+6),カッパギ
