race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202504020808,2025/08/17,新潟,晴,08,阿賀野川特別,2勝クラス,9,8,9,66.1,8.0,7,石川裕紀,58.0,芝,2200,良,0:2:15.0,0.7,5-5-5-4,35.8,470,アマキヒ
202509010708,2025/03/22,阪神,晴,08,4歳以上2勝クラス,2勝クラス,9,8,9,22.3,6.0,3,和田竜二,58.0,芝,2600,良,0:2:39.4,0.3,4-3-3-2,35.1,470,リミットバスター
202509010209,2025/03/02,阪神,小雨,09,,2勝クラス,9,7,7,122.6,9.0,4,和田竜二,58.0,芝,2200,良,0:2:12.7,0.9,7-7-7-5,35.6,472,タガノデュード
202508010110,2025/02/01,京都,曇,10,許波多特別,2勝クラス,10,1,1,36.7,9.0,7,Ｍ．デム,56.0,芝,2400,良,0:2:26.8,1.9,6-6-6-6,36.9,472,ウィープディライト
202406050809,2024/12/22,中山,晴,09,グッドラックHC,2勝クラス,16,2,4,54.9,11.0,10,幸英明,56.0,芝,2500,良,0:2:34.5,2.3,3-3-4-5,38.3,474,スティンガーグラス
202410030310,2024/07/06,小倉,晴,10,西部スポニチ賞,2勝クラス,9,5,5,17.6,4,4,和田竜二,57,芝,2600,良,2:38.8,1.0,6-6-5-5,35.8,460,メリオーレム
202408040409,2024/06/09,京都,小雨,9,常盤特別,2勝クラス,9,2,2,17.2,5,4,和田竜二,58,芝,2400,稍,2:28.2,0.7,3-3-3-4,34.8,466,インザモーメント
202309050408,2023/12/10,阪神,晴,8,3歳以上2勝クラス,2勝クラス,8,8,8,4.8,4,4,和田竜二,58,芝,2400,良,2:28.5,0.5,4-4-4-3,33.7,468,ウインルーティン
202308030709,2023/11/25,京都,晴,9,高雄特別,2勝クラス,12,1,1,22.0,7,3,和田竜二,58,芝,2400,良,2:25.0,0.2,4-3-3-4,35.8,470,ゴールドプリンセス
202308020610,2023/10/21,京都,曇,10,鳴滝特別,2勝クラス,12,5,5,16.8,6,2,和田竜二,57,芝,2400,良,2:25.4,0.2,7-7-7-7,35.2,472,ブレイヴロッカー
202308020209,2023/10/08,京都,小雨,9,清滝特別,2勝クラス,12,6,8,35.7,10,6,和田竜二,58,芝,2200,良,2:12.7,0.7,5-5-5-4,34.8,472,シェイクユアハート
202309010507,2023/02/25,阪神,晴,7,4歳以上2勝クラス,2勝クラス,8,2,2,7.1,5,4,和田竜二,58,芝,2400,稍,2:27.3,0.4,3-3-3-4,34.5,464,モンテディオ
202307010910,2023/01/28,中京,晴,10,茶臼山高原特別,2勝クラス,9,7,7,8.1,4,7,和田竜二,58,芝,2200,良,2:15.1,0.7,7-6-6-6,34.8,466,レベランス
202205020409,2022/05/01,東京,雨,9,陣馬特別,2勝クラス,12,6,8,4.9,2,2,菅原明良,56,芝,2400,稍,2:27.3,0.0,3-3-3-3,36.7,460,レッドヴェロシティ
202209020509,2022/04/09,阪神,晴,9,白鷺特別,2勝クラス,10,3,3,3.6,2,2,藤岡康太,57,芝,2400,良,2:30.8,0.1,7-7-5-6,33.0,460,タイソウ
202209011109,2022/03/19,阪神,小雨,9,淡路特別,2勝クラス,9,5,5,17.1,6,2,藤岡康太,54,芝,2600,稍,2:38.5,0.1,8-8-7-6,34.9,462,ヴェラアズール
202109050109,2021/11/06,阪神,晴,9,能勢特別,2勝クラス,9,8,9,10.6,5,6,浜中俊,54,芝,2000,良,2:01.1,0.4,9-9-9-7,35.3,468,ホウオウエクレール
202109040509,2021/10/23,阪神,晴,9,兵庫特別,2勝クラス,9,8,8,27.6,6,7,和田竜二,54,芝,2400,良,2:27.1,0.8,8-8-7-6,35.4,466,テーオーロイヤル
