,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/09/24,4阪神7,晴,7,3歳以上1勝クラス,18,1,1,67.3,14,14,西塚洸二,53,芝1400,良,1:21.3,0.9,9-9,33.5-35.4,35.4,474(+2),シンプリーオーサム
1,2023/09/03,3小倉8,晴,7,3歳以上1勝クラス,18,3,5,45.8,13,9,角田大河,55,芝1200,良,1:08.8,0.6,3-3,33.4-34.8,34.9,472(-2),トーホウフランゴ
2,2023/04/16,1福島4,晴,9,医王寺特別(1勝クラス),16,5,10,32.3,12,15,松本大輝,56,芝1200,稍,1:12.1,2.1,2-2,34.2-35.8,37.8,474(+16),アドヴァイス
3,2022/08/13,2札幌1,晴,12,3歳以上1勝クラス,16,1,2,91.0,15,16,泉谷楓真,54,芝1200,稍,1:11.8,1.6,2-2,34.1-36.1,37.6,458(-4),バンデルオーラ
4,2022/07/17,1函館12,雨,8,3歳以上1勝クラス,15,5,10,42.9,10,10,泉谷楓真,54,芝1200,重,1:13.4,1.1,3-4,35.0-37.3,38.0,462(-2),サトノレーヴ
5,2022/06/11,4中京3,曇,7,3歳以上1勝クラス,16,1,2,27.4,8,16,福永祐一,55,ダ1200,良,1:14.8,4.0,7-7,34.2-36.6,39.9,464(+14),バーニングソウル
6,2021/04/17,1新潟3,雨,10,雪うさぎ賞(1勝クラス),15,4,6,7.1,4,9,秋山真一,54,芝1200,重,1:11.4,0.8,3-2,34.7-35.9,36.4,450(-2),レイハリア
7,2020/11/23,5阪神7,晴,9,秋明菊賞(1勝クラス),11,7,8,4.5,2,9,池添謙一,54,芝1400,良,1:22.9,1.6,7-5,33.8-35.9,37.2,452(-4),ブルースピリット
8,2020/10/18,4京都4,晴,9,もみじS(OP),8,6,6,4.1,3,2,ルメール,54,芝1400,稍,1:22.8,0.0,1-1,35.2-35.9,35.9,456(+10),アスコルターレ
9,2020/09/19,2中京3,晴,5,2歳新馬,12,7,10,2.3,1,1,福永祐一,54,芝1200,良,1:09.9,-0.3,2-2,35.4-34.5,34.3,446(0),(アブルマドール)
