,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/09/21,盛岡,曇,1,C2七組,9,8,8,55.5,6,5,岩本怜,56,ダ1200,良,1:16.8,2.2,7-7,0.0-38.4,38.5,433(+1),ローダンテ
1,2020/09/13,盛岡,曇,2,C2七組,6,4,4,51.9,5,5,岩本怜,56,ダ1200,良,1:17.4,2.5,5-5,0.0-37.8,39.0,432(+7),トミケンリューヤー
2,2020/08/24,水沢,晴,6,3歳C1四組,9,2,2,25.0,5,7,岩本怜,56,ダ1300,良,1:26.1,2.1,9-9-9-8,0.0-39.9,40.4,425(-1),レヴィ
3,2020/08/08,盛岡,曇,4,3歳C1三組,10,5,5,10.6,3,6,岩本怜,56,ダ1400,良,1:29.9,2.3,8-8,0.0-38.8,39.5,426(-9),キーナッツ
4,2020/07/27,盛岡,曇,3,3歳C1二組,9,2,2,40.9,6,7,岩本怜,56,ダ1400,不,1:27.3,2.9,9-8,0.0-37.0,37.9,435(+2),ボンジュールヘニー
5,2020/07/19,盛岡,曇,3,3歳C1一組,12,5,6,22.1,4,6,村上忍,56,ダ1400,重,1:27.2,1.9,11-10,0.0-37.5,37.1,433(-7),セシール
6,2020/06/30,水沢,小雨,6,3歳C1三組,9,3,3,7.0,3,3,山本聡哉,56,ダ1300,稍,1:25.1,0.1,6-6-7-5,0.0-40.7,39.9,440(+4),パトロン
7,2020/06/21,水沢,晴,4,3歳C2一組,10,7,8,14.2,5,4,岩本怜,56,ダ1300,良,1:26.5,0.5,8-8-4-2,0.0-41.6,41.1,436(-5),シルバーウェーブ
8,2020/06/02,盛岡,曇,1,3歳C1二組,9,3,3,17.1,5,4,岩本怜,56,ダ1400,良,1:29.2,0.8,4-4,0.0-39.5,39.8,441(+1),セントガブリエル
9,2020/05/25,盛岡,晴,1,3歳C1二組,10,5,5,20.9,6,3,岩本怜,56,ダ1400,稍,1:28.5,0.8,4-4,0.0-38.9,39.1,440(0),ブルークレール
10,2020/05/11,水沢,晴,1,3歳C1二組,11,1,1,18.4,7,8,高橋悠里,56,ダ1400,良,1:34.3,1.2,9-8-8-8,0.0-40.9,40.7,440(-4),アカリリチャード
11,2020/04/27,水沢,曇,2,3歳C1,12,3,3,15.2,6,5,岩本怜,56,ダ1400,稍,1:32.9,0.8,7-7-7-6,0.0-41.7,41.4,444(+2),ソレユケタケコ
12,2020/04/12,水沢,晴,6,3歳C1二組,12,4,4,5.8,3,6,岩本怜,56,ダ1400,良,1:33.8,1.0,7-7-7-8,0.0-40.7,40.8,442(-6),ルーティンベル
13,2020/03/30,水沢,晴,2,3歳C2,9,6,6,7.2,4,2,岩本怜,56,ダ1300,良,1:26.6,2.6,6-6-5-4,0.0-39.8,40.8,448(+6),チャンピオンフジ
14,2020/02/23,1小倉12,晴,2,3歳未勝利,14,4,5,127.8,11,12,勝浦正樹,56,ダ1700,重,1:48.5,3.6,14-13-11-10,29.9-37.7,40.1,442(+4),ニホンピロスクーロ
15,2020/02/08,1小倉7,晴,2,3歳未勝利,16,3,6,75.0,14,12,勝浦正樹,56,ダ1700,良,1:50.5,2.3,15-15-15-15,30.1-38.7,39.9,438(0),ブロフェルド
16,2020/01/18,1中山6,雨,2,3歳未勝利,15,8,15,43.5,9,14,野中悠太,55,ダ1800,稍,2:01.2,4.5,12-11-9-10,38.7-39.5,42.7,438(+6),アイスナイン
17,2019/12/22,5中山8,曇,2,2歳未勝利,16,3,5,282.5,15,6,勝浦正樹,55,ダ1800,良,1:58.9,3.1,15-15-14-9,38.0-38.6,40.6,432(0),ケンシンコウ
18,2019/10/06,4東京2,曇,1,2歳未勝利,11,3,3,131.2,7,9,武藤雅,54,ダ1600,稍,1:42.8,3.8,10-10,36.9-37.0,38.5,432(+4),ホットミスト
19,2019/09/15,4中山4,晴,4,2歳新馬,15,2,3,30.4,9,14,勝浦正樹,54,芝1200,良,1:12.1,2.6,12-12,33.6-35.9,36.3,428(0),アポロニケ
