,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/06/02,3東京2,小雨,11.0,安田記念(GI),18,3.0,5,10.0,4,2,武豊,56.0,芝1600,稍,1:32.4,0.1,13-13,34.5-33.9,32.9,450(-2),ロマンチックウォリアー
1,2024/05/12,2東京8,曇,11.0,ヴィクトリアマイル(GI),15,6.0,10,2.5,2,8,武豊,56.0,芝1600,良,1:32.3,0.5,13-13,33.8-35.0,33.8,452(0),テンハッピーローズ
2,2024/03/30,メイダン,,,ドバイターフ(GI),16,,15,12.5,7,2,Ｃ．デム,55.0,芝1800,良,,,,,,計不,
3,2023/12/10,シャティ,,,香港マイル(GI),14,,13,6.8,2,3,ビュイッ,55.5,芝1600,良,,,,,,450,
4,2023/11/19,3京都6,晴,11.0,マイルチャンピオンS(GI),16,8.0,16,17.3,5,1,藤岡康太,56.0,芝1600,良,1:32.5,0.0,14-15,34.3-34.3,33.0,454(0),(ソウルラッシュ)
5,2023/10/21,4東京6,晴,11.0,富士S(GII),12,5.0,6,3.8,1,1,モレイラ,55.0,芝1600,良,1:31.4,-0.2,8-8,34.0-34.7,33.8,454(+6),(レッドモンレーヴ)
6,2023/06/04,3東京2,曇,11.0,安田記念(GI),18,6.0,12,29.9,9,16,横山武史,56.0,芝1600,良,1:33.3,1.9,15-15,34.2-33.8,34.5,448(-4),ソングライン
7,2023/05/14,2東京8,小雨,11.0,ヴィクトリアマイル(GI),16,6.0,11,4.2,2,7,横山武史,56.0,芝1600,良,1:32.8,0.6,10-9,34.2-33.7,33.5,452(+4),ソングライン
8,2023/02/05,1東京4,晴,11.0,東京新聞杯(GIII),16,8.0,15,3.7,2,2,横山武史,56.0,芝1600,良,1:31.8,0.0,5-5,34.4-34.7,34.0,448(0),ウインカーネリアン
9,2022/11/13,5阪神4,曇,11.0,エリザベス女王杯(GI),18,6.0,11,7.3,3,5,横山武史,54.0,芝2200,重,2:13.7,0.7,8-10-8-11,35.3-36.4,36.1,448(+2),ジェラルディーナ
10,2022/10/16,4阪神5,晴,11.0,秋華賞(GI),16,4.0,8,3.3,2,2,横山武史,55.0,芝2000,良,1:58.7,0.1,9-9-10-9,35.7-34.8,34.0,446(+20),スタニングローズ
11,2022/05/22,2東京10,晴,11.0,優駿牝馬(GI),17,4.0,8,7.1,4,3,横山武史,55.0,芝2400,良,2:24.3,0.4,8-9-9-9,35.3-34.8,34.0,426(0),スターズオンアース
12,2022/04/10,2阪神6,晴,11.0,桜花賞(GI),18,8.0,18,3.2,1,10,横山武史,55.0,芝1600,良,1:33.2,0.3,13-12,34.6-34.1,33.7,426(-4),スターズオンアース
13,2022/03/05,1阪神7,晴,11.0,チューリップ賞(GII),15,4.0,6,2.2,1,1,横山武史,54.0,芝1600,良,1:33.2,-0.2,7-8,34.3-34.7,33.9,430(0),(ピンハイ)
14,2021/12/12,6阪神4,晴,11.0,阪神ジュベナイルF(GI),18,8.0,17,2.9,1,4,Ｃ．デム,54.0,芝1600,良,1:34.0,0.2,13-17,34.1-34.8,33.6,430(-10),サークルオブライフ
15,2021/11/21,5東京6,曇,9.0,赤松賞(1勝クラス),9,7.0,7,8.0,4,1,三浦皇成,54.0,芝1600,良,1:33.8,-0.3,5-5,35.9-34.1,33.0,440(+2),(パーソナルハイ)
16,2021/09/11,5中京1,曇,4.0,2歳新馬,10,4.0,4,3.0,2,1,川田将雅,54.0,芝1600,良,1:39.0,-0.3,2-2-2,39.4-33.4,33.3,438(0),(スコールユニバンス)
