,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/12/17,6阪神5,雨,8,3歳以上1勝クラス,15,7,12,10.3,5.0,6,大久保友,53,ダ1400,稍,1:26.3,0.9,1-1,34.3-39.3,40.2,498(-4),アランチャータ
1,2022/12/10,6阪神3,晴,8,3歳以上1勝クラス,13,6,8,5.5,3.0,7,大久保友,53,ダ1200,良,1:12.6,1.5,5-5,35.3-35.8,36.9,502(+8),サトノテンペスト
2,2022/11/20,3福島6,曇,8,3歳以上1勝クラス,16,2,4,2.0,1.0,4,大久保友,53,ダ1150,良,1:09.1,0.3,10-10,31.6-37.2,36.5,494(+2),サイモンルピナス
3,2022/11/05,3福島1,晴,7,3歳以上1勝クラス,16,8,16,3.4,1.0,2,大久保友,53,ダ1150,良,1:08.2,0.4,2-3,31.4-36.4,36.7,492(-12),サザンエルフ
4,2022/10/23,4新潟4,曇,7,3歳以上1勝クラス,15,4,7,31.8,9.0,2,大久保友,52,ダ1200,稍,1:12.3,0.2,1-1,34.3-37.8,38.0,504(-1),オンザダブル
5,2022/09/21,園田,曇,11,JRA交流芦屋川特別,10,8,9,3.8,1.0,3,田中学,56,ダ1400,稍,1:29.4,0.7,1-1-1-1,0.0-38.5,39.2,505(+17),ドンフクリン
6,2022/02/20,2小倉4,晴,9,あざみ賞(1勝クラス),16,2,4,86.0,13.0,15,古川吉洋,56,芝1200,稍,1:11.9,1.6,2-3,34.9-35.4,36.8,488(-12),テイエムスパーダ
7,2022/01/22,1中山7,晴,7,3歳1勝クラス,16,5,10,53.4,9.0,16,松岡正海,56,ダ1200,良,1:14.6,2.7,5-11,33.9-38.0,40.1,500(+20),アイヴォリードレス
8,2021/12/05,5中山2,晴,6,2歳1勝クラス,10,8,10,,,取,鮫島克駿,55,ダ1200,良,,,,34.0-37.4,,計不,メズメライザー
9,2021/09/20,5中京5,晴,9,ヤマボウシ賞(1勝クラス),8,5,5,9.8,4.0,8,小崎綾也,54,ダ1400,良,1:26.2,2.3,3-3,34.9-37.2,39.3,480(-6),コンバスチョン
10,2021/08/29,4小倉6,晴,1,2歳未勝利,9,5,5,1.3,1.0,1,小崎綾也,54,ダ1000,良,0:58.9,-0.4,1-1,34.0-36.3,36.3,486(-4),(ジャングロ)
11,2021/07/11,3小倉4,晴,1,2歳未勝利,9,5,5,3.6,1.0,2,小崎綾也,54,ダ1000,稍,0:58.7,0.1,1-1,34.6-35.5,35.6,490(+2),ケルンコンサート
12,2021/06/19,3阪神1,雨,5,2歳新馬,16,4,8,152.7,14.0,5,小崎綾也,54,ダ1200,不,1:13.4,0.6,2-1,35.4-37.4,38.0,488(0),フェズカズマ
