,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/07/21,2福島8,晴,8,3歳以上1勝クラス,16,5,10,5.7,2,9,石田拓郎,53,ダ1150,良,1:09.7,1.6,8-8,31.6-36.5,37.3,472(0),ヴェサリウス
1,2024/07/06,2福島3,曇,12,3歳以上1勝クラス,16,5,10,15.0,7,2,石田拓郎,53,ダ1150,良,1:08.9,0.4,4-4,31.9-36.6,36.7,472(+8),ゼウスビスティー
2,2024/04/20,1福島5,晴,12,4歳以上1勝クラス,15,6,11,9.0,5,4,丹内祐次,56,ダ1150,良,1:09.9,0.6,3-5,32.4-36.9,37.2,464(-6),マジックタッチ
3,2024/04/13,1福島3,晴,7,4歳以上1勝クラス,16,5,9,7.6,4,7,小林勝太,53,ダ1150,良,1:09.8,0.8,12-12,31.2-37.8,37.5,470(-2),ゼットカレン
4,2023/12/10,4中京4,晴,8,3歳以上1勝クラス,16,6,11,9.8,7,12,斎藤新,55,ダ1400,良,1:26.8,1.8,4-4,34.1-38.6,40.0,472(0),フミサウンド
5,2023/11/19,3福島6,晴,7,3歳以上1勝クラス,16,5,10,3.9,1,5,古川奈穂,51,ダ1150,重,1:08.7,0.4,8-9,31.0-37.3,36.9,472(0),ヒビキ
6,2023/07/22,2福島7,晴,4,3歳未勝利,15,2,3,6.2,4,1,田辺裕信,54,ダ1150,良,1:09.2,-0.5,4-5,31.5-37.7,37.4,472(-2),(エスジースパークル)
7,2023/07/08,2福島3,曇,3,3歳未勝利,16,1,2,5.4,3,5,田辺裕信,54,ダ1150,良,1:09.6,0.7,1-1,31.4-37.5,38.2,474(0),ベリーベリーベリー
8,2023/03/26,2中京6,雨,3,3歳未勝利,16,7,14,7.8,3,3,岩田望来,54,ダ1200,不,1:12.7,1.0,9-8,35.3-36.4,36.5,474(+2),アルルカン
9,2023/03/11,2中山5,晴,4,3歳未勝利,16,1,2,102.7,9,6,三浦皇成,54,ダ1200,良,1:13.0,1.7,12-10,33.7-37.6,37.5,472(0),ルーラルハピネス
