,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/02/13,2小倉1,晴,11,和布刈特別(2勝クラス),16,8,15,27.5,9,12,横山和生,55,ダ1700,良,1:46.5,1.7,13-13-13-13,30.5-37.1,37.8,468(+4),メイショウヨカゼ
1,2021/01/16,1小倉1,晴,12,響灘特別(2勝クラス),15,5,8,14.6,5,3,横山和生,55,ダ1700,稍,1:45.7,0.6,13-13-12-10,29.7-38.0,37.5,464(-10),モズレジーナ
2,2020/12/20,6阪神6,晴,8,3歳以上2勝クラス,14,8,14,25.3,7,5,北村友一,55,ダ1800,良,1:54.5,0.7,5-5-5-2,36.9-38.6,38.8,474(+4),プリティーチャンス
3,2020/12/05,3中京1,晴,10,浜名湖特別(2勝クラス),16,5,9,22.5,8,9,斎藤新,55,ダ1800,良,1:54.0,0.3,15-14-5-5,37.3-38.7,38.7,470(-2),ソングオブザハート
4,2020/10/31,3福島1,晴,12,三陸特別(2勝クラス),15,7,12,13.1,8,4,斎藤新,55,ダ1700,良,1:47.4,0.3,6-5-5-4,30.9-37.4,37.2,472(-2),ケイツーキナ
5,2020/08/16,2小倉2,晴,12,RKB賞(2勝クラス),15,2,2,36.5,11,9,鮫島克駿,55,ダ1700,良,1:46.1,0.9,14-14-9-8,29.3-38.4,38.5,474(0),サンキュー
6,2020/05/17,1新潟4,曇,12,中ノ岳特別(2勝クラス),15,8,14,15.4,7,9,斎藤新,53,ダ1800,良,1:53.9,1.4,15-14-2-4,37.6-37.2,38.4,474(0),ララメダイユドール
7,2020/03/31,3中山2,曇,8,4歳以上2勝クラス,15,3,4,7.7,4,6,鮫島克駿,55,ダ1800,稍,1:55.8,0.9,14-12-3-3,38.8-38.7,39.4,474(-2),メダリオンモチーフ
8,2020/03/01,1中京2,晴,12,伊勢特別(2勝クラス),16,1,1,21.2,7,3,斎藤新,52,ダ1900,良,1:58.6,0.2,14-15-1-1,29.9-38.4,38.6,476(+2),アヴァンセ
9,2020/01/12,1京都4,曇,8,4歳以上2勝クラス,16,3,6,26.0,9,5,斎藤新,53,ダ1800,稍,1:53.3,0.5,16-16-2-3,35.7-38.1,38.4,474(+4),チャチャチャ
10,2019/12/15,5中山6,晴,8,3歳以上2勝クラス,16,5,9,8.7,5,6,菅原明良,52,ダ1800,良,1:55.0,0.7,16-15-4-3,37.8-38.8,39.3,470(-2),キャンディスイート
11,2019/09/28,4阪神8,晴,12,3歳以上2勝クラス,14,1,1,18.9,9,4,斎藤新,52,ダ1800,良,1:52.9,0.3,13-13-1-1,38.7-36.8,37.1,472(-2),サザンブリーズ
12,2019/09/01,2小倉12,小雨,10,西日本スポーツ杯(2勝クラス),16,7,14,20.6,8,7,斎藤新,55,ダ1700,不,1:44.4,0.6,14-14-11-10,29.7-37.4,37.2,474(-2),ゴールドラグーン
13,2019/08/04,2小倉4,晴,8,3歳以上1勝クラス,14,6,9,5.5,2,1,斎藤新,52,ダ1700,良,1:46.0,-1.2,13-14-1-1,30.1-38.3,38.3,476(-6),(ハクサンライラック)
14,2019/06/08,3阪神3,曇,7,3歳以上1勝クラス,14,6,10,8.7,5,7,中井裕二,55,ダ1800,重,1:53.1,1.3,14-14-8-7,36.8-36.7,37.3,482(0),キコクイーン
15,2019/05/19,1新潟8,晴,12,石打特別(500万下),15,6,10,32.3,9,11,中井裕二,55,芝1800,良,1:48.1,1.2,8-9,36.5-33.8,34.3,482(+4),ルナステラ
16,2019/03/16,1阪神7,曇,7,4歳以上500万下,9,1,1,9.1,4,3,中井裕二,55,ダ1800,稍,1:53.9,0.9,8-9-7-7,36.9-38.8,38.7,478(+4),ワタシノロザリオ
17,2019/02/24,1小倉6,晴,9,4歳以上500万下,14,3,4,16.2,4,4,中井裕二,54,ダ1700,稍,1:47.3,1.3,13-14-3-4,30.4-38.3,39.3,474(-2),メイショウササユリ
18,2018/11/11,3福島4,晴,2,3歳以上500万下,15,7,12,16.4,6,12,鮫島克駿,53,ダ1700,良,1:47.9,1.1,15-15-15-14,30.3-38.4,37.9,476(-2),メモリーコウ
19,2018/08/12,2小倉6,晴,12,3歳以上500万下,16,7,14,14.0,8,5,鮫島克駿,52,ダ1700,良,1:46.0,0.7,14-14-14-12,28.9-39.2,37.8,478(+4),ケールダンセール
20,2018/06/09,3阪神3,晴,7,3歳以上500万下,16,5,9,10.9,3,9,鮫島克駿,52,ダ1400,重,1:25.6,1.3,9-8,35.3-36.7,36.9,474(+8),デロングスター
21,2018/05/06,3京都6,晴,5,3歳500万下,14,5,8,14.0,6,3,鮫島克駿,54,ダ1400,良,1:26.1,0.8,13-10,35.4-37.2,37.1,466(+2),タマモカトレア
22,2018/03/25,2阪神2,晴,1,3歳未勝利,16,2,3,3.1,1,1,鮫島克駿,54,ダ1400,稍,1:26.6,0.0,9-7,34.9-38.9,38.4,464(+12),(エイシンネメシス)
23,2018/02/11,2京都6,晴,3,3歳未勝利,16,4,8,2.0,1,5,北村友一,54,ダ1400,不,1:26.7,1.0,16-15,35.0-38.3,37.4,452(-4),プリヴェット
24,2018/01/20,1中京3,晴,2,3歳未勝利,16,4,7,2.9,1,2,北村友一,54,ダ1400,稍,1:27.0,0.1,10-10,35.9-38.2,37.5,456(-6),アルベルティーヌ
25,2017/11/05,5東京2,晴,5,2歳新馬,16,2,3,4.2,2,4,北村友一,54,芝1400,良,1:23.9,0.3,6-5,36.2-35.0,34.7,462(0),ハトホル
