,式別,馬番,配当,人気
0,単勝,14,960,6
1,複勝,14,270,5
2,複勝,13,220,4
3,複勝,3,170,1
4,枠連,7-7,3580,16
5,馬連,13-14,3340,13
6,ワイド,13-14,920,12
7,ワイド,3-14,630,4
8,ワイド,3-13,490,3
9,馬単,14→13,6730,31
10,3連複,3-13-14,3420,7
11,3連単,14→13→3,27730,94
