,式別,馬番,配当,人気
0,単勝,14,4800,11
1,複勝,14,1290,11
2,複勝,15,320,4
3,複勝,8,360,6
4,枠連,7-8,1010,4
5,馬連,14-15,31000,54
6,ワイド,14-15,7230,53
7,ワイド,8-14,4830,42
8,ワイド,8-15,1710,20
9,馬単,14→15,68050,114
10,3連複,8-14-15,93670,173
11,3連単,14→15→8,734150,1
