,式別,馬番,配当,人気
0,単勝,14,6970,11
1,複勝,14,1240,9
2,複勝,13,2460,13
3,複勝,8,320,4
4,枠連,8-8,47670,33
5,馬連,13-14,90500,74
6,ワイド,13-14,17770,70
7,ワイド,8-14,3980,35
8,ワイド,8-13,6520,47
9,馬単,14→13,280990,159
10,3連複,8-13-14,229620,232
11,3連単,14→13→8,2755710,1
