,式別,馬番,配当,人気
0,単勝,5,160,1
1,複勝,5,110,1
2,複勝,7,350,6
3,複勝,1,150,3
4,枠連,5-7,1480,5
5,馬連,5-7,1410,5
6,ワイド,5-7,560,7
7,ワイド,1-5,190,1
8,ワイド,1-7,1000,14
9,馬単,5→7,1710,7
10,3連複,1-5-7,1740,6
11,3連単,5→7→1,6870,21
