,式別,馬番,配当,人気
0,単勝,6,260,2
1,複勝,6,120,2
2,複勝,2,120,1
3,複勝,5,340,7
4,枠連,2-6,330,1
5,馬連,2-6,320,1
6,ワイド,2-6,180,1
7,ワイド,5-6,770,11
8,ワイド,2-5,740,10
9,馬単,6→2,630,1
10,3連複,2-5-6,1660,5
11,3連単,6→2→5,5790,12
