,式別,馬番,配当,人気
0,単勝,10,320,1
1,複勝,10,150,1
2,複勝,1,220,4
3,複勝,9,1370,10
4,枠連,1-5,920,4
5,馬連,1-10,950,1
6,ワイド,1-10,450,2
7,ワイド,9-10,3160,31
8,ワイド,1-9,6500,44
9,馬単,10→1,1530,1
10,3連複,1-9-10,16990,56
11,3連単,10→1→9,50370,189
