,式別,馬番,配当,人気
0,単勝,16,390,2
1,複勝,16,140,2
2,複勝,5,120,1
3,複勝,1,170,3
4,枠連,3-8,380,1
5,馬連,5-16,620,1
6,ワイド,5-16,260,1
7,ワイド,1-16,490,5
8,ワイド,1-5,290,2
9,馬単,16→5,1360,4
10,3連複,1-5-16,1230,1
11,3連単,16→5→1,6040,11
