,race_type,course_len,ground_state,class,winner_pops,place_pops
0,芝,1000,全,all,4.06,4.82
1,芝,1000,良,all,4.0,4.7
2,芝,1000,稍重,all,3.7,5.32
3,芝,1000,重,all,3.44,4.77
4,芝,1000,不良,all,4.03,5.52
5,芝,1000,全,未勝利,3.91,4.49
6,芝,1000,良,未勝利,3.72,4.22
7,芝,1000,稍重,未勝利,3.99,5.38
8,芝,1000,重,未勝利,5.0,6.33
9,芝,1000,不良,未勝利,,
10,芝,1000,全,新馬,,
11,芝,1000,良,新馬,,
12,芝,1000,稍重,新馬,,
13,芝,1000,重,新馬,,
14,芝,1000,不良,新馬,,
15,芝,1000,全,1勝クラス,3.7,4.99
16,芝,1000,良,1勝クラス,3.64,4.71
17,芝,1000,稍重,1勝クラス,3.04,4.72
18,芝,1000,重,1勝クラス,6.2,7.46
19,芝,1000,不良,1勝クラス,,
20,芝,1000,全,2勝クラス,3.42,4.67
21,芝,1000,良,2勝クラス,3.32,5.15
22,芝,1000,稍重,2勝クラス,5.38,3.98
23,芝,1000,重,2勝クラス,2.75,3.62
24,芝,1000,不良,2勝クラス,1.0,4.0
25,芝,1000,全,3勝クラス,3.38,4.74
26,芝,1000,良,3勝クラス,3.8,5.61
27,芝,1000,稍重,3勝クラス,3.38,3.56
28,芝,1000,重,3勝クラス,3.0,2.67
29,芝,1000,不良,3勝クラス,1.12,3.75
30,芝,1000,全,オープン,4.41,6.04
31,芝,1000,良,オープン,3.44,5.49
32,芝,1000,稍重,オープン,5.85,6.74
33,芝,1000,重,オープン,2.0,4.33
34,芝,1000,不良,オープン,13.0,10.33
35,芝,1200,全,all,4.05,5.15
36,芝,1200,良,all,3.77,5.11
37,芝,1200,稍重,all,3.3,4.56
38,芝,1200,重,all,5.38,6.08
39,芝,1200,不良,all,,
40,芝,1200,全,未勝利,3.96,4.79
41,芝,1200,良,未勝利,3.94,4.88
42,芝,1200,稍重,未勝利,3.17,3.65
43,芝,1200,重,未勝利,4.4,6.3
44,芝,1200,不良,未勝利,,
45,芝,1200,全,新馬,3.67,5.1
46,芝,1200,良,新馬,3.79,5.84
47,芝,1200,稍重,新馬,1.06,2.47
48,芝,1200,重,新馬,9.0,4.88
49,芝,1200,不良,新馬,,
50,芝,1200,全,1勝クラス,4.24,5.35
51,芝,1200,良,1勝クラス,3.36,5.66
52,芝,1200,稍重,1勝クラス,5.36,5.8
53,芝,1200,重,1勝クラス,3.56,5.07
54,芝,1200,不良,1勝クラス,,
55,芝,1200,全,2勝クラス,3.26,5.12
56,芝,1200,良,2勝クラス,2.06,4.9
57,芝,1200,稍重,2勝クラス,1.12,7.5
58,芝,1200,重,2勝クラス,17.0,7.33
59,芝,1200,不良,2勝クラス,,
60,芝,1200,全,3勝クラス,4.3,5.76
61,芝,1200,良,3勝クラス,4.8,5.25
62,芝,1200,稍重,3勝クラス,5.62,8.62
63,芝,1200,重,3勝クラス,3.0,7.33
64,芝,1200,不良,3勝クラス,,
65,芝,1200,全,オープン,,
66,芝,1200,良,オープン,,
67,芝,1200,稍重,オープン,,
68,芝,1200,重,オープン,,
69,芝,1200,不良,オープン,,
70,芝,1400,全,all,4.85,5.32
71,芝,1400,良,all,4.65,5.22
72,芝,1400,稍重,all,5.44,5.78
73,芝,1400,重,all,4.37,5.21
74,芝,1400,不良,all,4.58,6.54
75,芝,1400,全,未勝利,4.78,4.88
76,芝,1400,良,未勝利,4.68,4.57
77,芝,1400,稍重,未勝利,4.95,5.62
78,芝,1400,重,未勝利,4.2,5.12
79,芝,1400,不良,未勝利,,
80,芝,1400,全,新馬,5.07,5.36
81,芝,1400,良,新馬,4.53,5.3
82,芝,1400,稍重,新馬,8.15,5.42
83,芝,1400,重,新馬,,
84,芝,1400,不良,新馬,3.0,6.0
85,芝,1400,全,1勝クラス,4.53,4.99
86,芝,1400,良,1勝クラス,3.6,4.71
87,芝,1400,稍重,1勝クラス,6.41,4.82
88,芝,1400,重,1勝クラス,4.42,4.86
89,芝,1400,不良,1勝クラス,4.88,6.72
90,芝,1400,全,2勝クラス,5.69,6.62
91,芝,1400,良,2勝クラス,5.28,6.67
92,芝,1400,稍重,2勝クラス,4.69,3.83
93,芝,1400,重,2勝クラス,,
94,芝,1400,不良,2勝クラス,,
95,芝,1400,全,3勝クラス,6.75,5.84
96,芝,1400,良,3勝クラス,6.75,5.84
97,芝,1400,稍重,3勝クラス,,
98,芝,1400,重,3勝クラス,,
99,芝,1400,不良,3勝クラス,,
100,芝,1400,全,オープン,4.41,5.8
101,芝,1400,良,オープン,4.34,5.22
102,芝,1400,稍重,オープン,3.17,8.16
103,芝,1400,重,オープン,6.09,7.12
104,芝,1400,不良,オープン,,
105,芝,1600,全,all,3.93,5.32
106,芝,1600,良,all,3.84,5.2
107,芝,1600,稍重,all,4.08,5.17
108,芝,1600,重,all,3.26,6.07
109,芝,1600,不良,all,2.0,7.67
110,芝,1600,全,未勝利,3.65,5.04
111,芝,1600,良,未勝利,3.56,4.85
112,芝,1600,稍重,未勝利,4.45,4.81
113,芝,1600,重,未勝利,3.07,6.02
114,芝,1600,不良,未勝利,3.0,10.33
115,芝,1600,全,新馬,4.32,5.3
116,芝,1600,良,新馬,4.21,5.22
117,芝,1600,稍重,新馬,4.65,5.73
118,芝,1600,重,新馬,7.0,4.67
119,芝,1600,不良,新馬,1.0,5.0
120,芝,1600,全,1勝クラス,4.47,5.41
121,芝,1600,良,1勝クラス,4.26,5.42
122,芝,1600,稍重,1勝クラス,4.25,5.17
123,芝,1600,重,1勝クラス,1.12,4.12
124,芝,1600,不良,1勝クラス,,
125,芝,1600,全,2勝クラス,3.26,5.98
126,芝,1600,良,2勝クラス,2.63,5.04
127,芝,1600,稍重,2勝クラス,7.26,10.36
128,芝,1600,重,2勝クラス,4.91,10.91
129,芝,1600,不良,2勝クラス,,
130,芝,1600,全,3勝クラス,3.69,4.66
131,芝,1600,良,3勝クラス,3.69,4.66
132,芝,1600,稍重,3勝クラス,,
133,芝,1600,重,3勝クラス,,
134,芝,1600,不良,3勝クラス,,
135,芝,1600,全,オープン,3.19,5.17
136,芝,1600,良,オープン,3.44,5.16
137,芝,1600,稍重,オープン,1.29,6.43
138,芝,1600,重,オープン,1.29,5.57
139,芝,1600,不良,オープン,,
140,芝,1800,全,all,5.6,6.41
141,芝,1800,良,all,5.63,6.44
142,芝,1800,稍重,all,4.26,5.28
143,芝,1800,重,all,3.51,6.34
144,芝,1800,不良,all,3.76,4.72
145,芝,1800,全,未勝利,3.74,5.03
146,芝,1800,良,未勝利,3.78,5.0
147,芝,1800,稍重,未勝利,3.13,4.94
148,芝,1800,重,未勝利,4.0,5.33
149,芝,1800,不良,未勝利,3.62,4.53
150,芝,1800,全,新馬,3.91,5.28
151,芝,1800,良,新馬,3.62,5.3
152,芝,1800,稍重,新馬,4.82,4.86
153,芝,1800,重,新馬,,
154,芝,1800,不良,新馬,,
155,芝,1800,全,1勝クラス,5.56,5.66
156,芝,1800,良,1勝クラス,5.66,5.55
157,芝,1800,稍重,1勝クラス,5.48,5.62
158,芝,1800,重,1勝クラス,4.5,6.24
159,芝,1800,不良,1勝クラス,2.77,4.15
160,芝,1800,全,2勝クラス,6.09,6.64
161,芝,1800,良,2勝クラス,6.54,6.57
162,芝,1800,稍重,2勝クラス,2.2,5.37
163,芝,1800,重,2勝クラス,,
164,芝,1800,不良,2勝クラス,,
165,芝,1800,全,3勝クラス,4.44,7.1
166,芝,1800,良,3勝クラス,3.93,6.99
167,芝,1800,稍重,3勝クラス,6.43,4.71
168,芝,1800,重,3勝クラス,1.64,7.38
169,芝,1800,不良,3勝クラス,,
170,芝,1800,全,オープン,3.22,5.57
171,芝,1800,良,オープン,3.22,5.57
172,芝,1800,稍重,オープン,,
173,芝,1800,重,オープン,,
174,芝,1800,不良,オープン,,
175,芝,2000,全,all,4.29,5.42
