,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609010512,1,1,2,サンマルノヴェル,牡4,58.0,田口,0:1:12.0,,1,1.9,36.2,,栗東 大橋,508(0)
202609010512,2,5,10,サンライズブレイク,牡4,58.0,富田,0:1:12.4,2.1/2,3,6.4,36.2,,栗東 浜田,514(-2)
202609010512,3,3,5,インディゴアスール,牡4,58.0,松山,0:1:12.5,クビ,2,5.9,37.6,,栗東 鈴木孝,528(-2)
202609010512,4,7,13,ディーエストッキー,牡5,58.0,幸,0:1:12.6,1/2,8,36.3,36.1,,栗東 橋口,472(0)
202609010512,5,8,15,グランデスフィーダ,牡6,58.0,西村淳,0:1:12.6,ハナ,6,21.0,36.8,,栗東 佐藤悠,538(+8)
202609010512,6,6,11,タイセイブロウ,牡5,58.0,吉村,0:1:12.6,アタマ,4,8.0,37.0,,栗東 平田,506(0)
202609010512,7,7,14,エンブレムボム,牡5,58.0,松本,0:1:12.8,1.1/4,10,49.7,36.7,,栗東 森秀,526(0)
202609010512,8,3,6,ジュウオウ,牡5,58.0,池添,0:1:12.9,1/2,9,38.8,37.2,,栗東 秋山,540(-12)
202609010512,9,2,3,アイファーモービル,牡4,58.0,藤懸,0:1:12.9,クビ,5,16.4,36.1,,栗東 宮本,470(0)
202609010512,10,1,1,ミルトライディーン,セ4,58.0,高杉,0:1:13.1,3/4,13,92.6,37.1,,栗東 橋田,506(0)
202609010512,11,8,16,ジャスパーノベル,牝4,53.0,▲和田陽,0:1:13.3,1.1/2,14,100.1,38.0,,栗東 森秀,452(-8)
202609010512,12,4,8,ダイヤモンド,牡4,55.0,▲田山,0:1:13.4,クビ,7,22.1,38.0,,栗東 清水久,528(+2)
202609010512,13,5,9,クリノミニスター,牡7,58.0,吉田隼,0:1:13.4,ハナ,11,53.1,37.3,,栗東 荒川,472(+4)
202609010512,14,6,12,フェルサイト,牡5,55.0,▲森田,0:1:13.6,1.1/4,16,403.8,37.0,,栗東 前川,432(-6)
202609010512,15,2,4,アーロッタレット,牝4,56.0,酒井,0:1:13.8,1.1/2,15,256.2,38.5,,栗東 柴田,464(-2)
202609010512,16,4,7,セイルロケット,牡4,58.0,鮫島駿,0:1:14.2,2,12,57.0,39.0,,栗東 橋口,462(-2)
