,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030410,1,5,8,ミナデオロ,牡5,58.0,ルメー,0:1:32.2,,2,4.8,33.8,,栗東 藤原,512(0)
202609030410,2,6,10,アウフヘーベン,牝6,56.0,レーン,0:1:32.3,クビ,1,2.5,33.5,,栗東 高橋亮,464(+2)
202609030410,3,7,11,コルレオニス,牡5,58.0,戸崎圭,0:1:32.5,1.1/4,12,42.0,34.0,,栗東 友道,462(-8)
202609030410,4,4,6,ウォーターガーベラ,牝4,56.0,高杉,0:1:32.5,クビ,6,14.6,33.7,,栗東 石橋,462(0)
202609030410,5,8,14,ゼンダンハヤブサ,牡4,58.0,酒井,0:1:32.6,クビ,11,36.7,33.7,,栗東 橋田,448(-2)
202609030410,6,5,7,ケーブパール,牝5,56.0,岩田望,0:1:32.6,クビ,7,14.7,33.1,,栗東 友道,450(+12)
202609030410,7,3,4,チャンネルトンネル,牡5,58.0,武豊,0:1:32.6,アタマ,5,11.3,33.5,,栗東 福永,464(-8)
202609030410,8,4,5,エポックヴィーナス,牝5,56.0,田山,0:1:32.8,3/4,8,20.9,33.7,,栗東 新谷,450(-2)
202609030410,9,3,3,テラメリタ,牝5,56.0,川田,0:1:32.8,ハナ,3,7.9,33.4,,栗東 須貝,480(-4)
202609030410,10,2,2,マイエレメント,牝4,56.0,吉村,0:1:32.8,アタマ,10,27.1,33.3,,栗東 福永,494(+8)
202609030410,11,1,1,サンタンカ,牡4,58.0,松山,0:1:32.9,クビ,9,23.0,33.5,,栗東 千田,516(0)
202609030410,12,6,9,アイルシャイン,セ6,58.0,松若,0:1:33.0,3/4,13,72.5,33.3,,栗東 新谷,486(+4)
202609030410,13,8,13,ワイドアラジン,牡6,58.0,横山武,0:1:33.3,2,14,92.3,34.0,,栗東 奥村豊,490(-4)
202609030410,14,7,12,セブンマジシャン,牡6,58.0,西村淳,0:1:33.4,1/2,4,10.6,34.7,,栗東 高野,504(-4)
