,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030402,1,8,16,モズジェネラル,牡3,57.0,岩田望,0:1:25.4,,3,3.7,37.2,,栗東 田中克,502(+4)
202609030402,2,7,13,タガノプディング,牝3,55.0,横山典,0:1:26.3,5,1,2.4,38.1,,栗東 小林,444(0)
202609030402,3,6,11,ラッキーストーン,牡3,57.0,田口,0:1:26.5,1,9,93.1,37.5,,栗東 高柳大,492(-2)
202609030402,4,4,8,ファツアップ,牡3,57.0,古川吉,0:1:26.6,3/4,5,20.7,37.8,,栗東 緒方,508(-6)
202609030402,5,6,12,オアシスアラン,牡3,57.0,松本,0:1:26.7,アタマ,7,51.8,37.5,,栗東 高柳大,482(-6)
202609030402,6,2,3,チョウスター,牝3,55.0,幸,0:1:26.7,クビ,8,77.5,38.6,,栗東 羽月,460(0)
202609030402,7,5,9,ブロンザイト,牡3,57.0,国分優,0:1:27.1,2,12,106.6,38.0,,栗東 福永,502(+12)
202609030402,8,1,2,ホウオウワイズ,牝3,53.0,△田山,0:1:27.1,クビ,10,96.7,39.1,,栗東 吉岡,458(0)
202609030402,9,2,4,ウイルソン,牡3,57.0,松山,0:1:27.5,2.1/2,2,3.2,39.1,,栗東 杉山晴,472(0)
202609030402,10,3,6,サンライズナスカ,牡3,57.0,藤懸,0:1:28.2,4,6,27.7,38.7,,栗東 小林,514(+2)
202609030402,11,1,1,ジュンクロノシップ,牡3,57.0,松若,0:1:28.3,クビ,11,98.9,39.7,,栗東 浜田,514(0)
202609030402,12,8,15,リザレクティア,牝3,55.0,酒井,0:1:28.7,2.1/2,16,367.2,40.2,,栗東 高橋康,456(+14)
202609030402,13,3,5,ブルークレスト,牡3,57.0,城戸,0:1:29.6,5,13,181.7,40.6,,栗東 宮地,470(0)
202609030402,14,4,7,ダイシンヨーク,牝3,55.0,西塚,0:1:29.7,1/2,15,306.0,40.0,,栗東 吉田,482(-8)
202609030402,15,7,14,ガロピーネ,牝3,52.0,▲和田陽,0:1:32.1,大,14,251.2,43.2,,栗東 笹田,426(0)
202609030402,16,5,10,ハピネスサンライズ,牝3,55.0,西村淳,0:1:33.9,大,4,10.8,45.5,,栗東 東田,472(+6)
