,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609020805,1,8,13,ダノンシーホーク,牡3,57.0,松本,0:2:13.0,,10,52.8,35.6,,栗東 大久保,476(-4)
202609020805,2,1,1,ミエノクラウン,牡3,57.0,吉村,0:2:13.0,1/2,1,1.9,35.4,,栗東 高橋亮,492(+2)
202609020805,3,7,11,オープンザパンドラ,牡3,57.0,田口,0:2:13.1,1/2,3,5.8,35.4,,栗東 小椋,450(-6)
202609020805,4,3,3,ルクスユアン,牡3,57.0,幸,0:2:13.2,クビ,8,34.0,35.9,,栗東 清水久,448(0)
202609020805,5,7,10,シャンドラファール,牡3,57.0,角田和,0:2:13.2,クビ,12,68.5,34.9,,栗東 井上,504(-16)
202609020805,6,6,9,バディ,牡3,57.0,太宰,0:2:13.3,3/4,9,42.6,35.3,,栗東 四位,386(0)
202609020805,7,6,8,アトレッタ,牡3,57.0,菱田,0:2:13.5,1,7,32.5,35.9,,栗東 斉藤崇,420(0)
202609020805,8,4,5,ウインキングリー,牡3,57.0,北村友,0:2:13.6,1/2,6,30.9,35.0,,栗東 長谷川,462(0)
202609020805,9,4,4,ルクスディグニティ,牡3,57.0,岩部,0:2:13.6,ハナ,11,61.1,36.1,,栗東 昆,450(-6)
202609020805,10,8,12,キービート,牡3,57.0,秋山稔,0:2:13.7,3/4,13,182.3,35.6,,栗東 宮,482(-4)
202609020805,11,5,7,スクランプシャス,牡3,57.0,鮫島駿,0:2:13.8,クビ,2,3.7,36.6,,栗東 橋口,458(0)
202609020805,12,2,2,ビースペシフィック,牡3,57.0,池添,0:2:14.7,5,4,11.5,36.8,,栗東 河嶋,516(0)
202609020805,13,5,6,スプーン,牡3,55.0,△柴田裕,0:2:15.2,3,5,20.6,37.8,,栗東 西村,498(0)
