,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,,,アドバンスファラオ,牡5,58.0,丸山,森秀,,栗東,2020110106,01127,American Pharoah (米),Fair Huntress,Tiznow
1,,,アンデスビエント,牝4,55.0,田口,西園正,,栗東,2021105387,01208,ドレフォン Drefong(米),アンデスクイーン,タートルボウル Turtle Bowl(愛)
2,,,カズプレスト,牡6,57.0,松本,高柳大,,栗東,2019102869,01191,カレンブラックヒル,シーザシー,Lemon Drop Kid
3,,,コンティノアール,牡5,58.0,斎藤,矢作,,栗東,2020103785,01178,ドレフォン Drefong(米),パンデリング,キングカメハメハ
4,,,ジャスティンアース,牡4,57.0,武豊,杉山晴,,栗東,2021103282,00666,キズナ,ユーヴェットシー Yuvetsi(米),Bodemeister
5,,,スターペスカオリ,牝5,55.0,長岡,石橋,,栗東,2020105929,01142,シニスターミニスター Sinister Minister(米),スターペスユウコ,バトルライン
6,,,テイエムリステット,牡4,57.0,酒井,秋山,,栗東,2021103725,01034,モーリス,シーズアウーマン,ネオユニヴァース
7,,,トータルクラリティ,牡3,56.0,小沢,池添,,栗東,2022104971,01185,バゴ Bago(仏),ビットレート,スペシャルウィーク
8,,,ニシキギミッチー,牡5,57.0,古川吉,鈴木伸,,美浦,2020105144,01015,ヘニーヒューズ Henny Hughes(米),カフジビーナス,ディープインパクト
9,,,ノーブルロジャー,牡4,58.0,石川,吉岡,,栗東,2021110148,01150,パレスマリス,Noble Ready,More Than Ready
10,,,ハッピーマン,牡3,57.0,高杉,寺島,,栗東,2022100140,01213,ダノンレジェンド,ベルミュール,キングカメハメハ
11,,,ビダーヤ,牡4,58.0,西村淳,矢作,,栗東,2021105537,01171,リアルスティール,サマーハ Samaaha(英),シングスピール Singspiel(愛)
12,,,ベルダーイメル,牡8,60.0,富田,本田,,栗東,2017101380,01168,オルフェーヴル,ルリニガナ,スニッツェル Snitzel(豪)
13,,,ライツフォル,牡5,58.0,団野,高橋忠,,栗東,2020103398,01180,ミッキーアイル,シャルマント,エンパイアメーカー Empire Maker(米)
14,,,ロードフロンティア,牡4,57.0,鮫島駿,松下,,栗東,2021100161,01157,ロードカナロア,フラーティングアウェイ Flirting Away(米),Distorted Humor (米)
15,,,ロードラディウス,牡5,57.0,中井,森田,,栗東,2020100168,01141,ドレフォン Drefong(米),ポプラ,Frankel
