,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,,,ヴィゴラスガイア,牝2,55.0,富田,武英,,栗東,2023105113,01168,リアルスティール  2012 鹿毛  [血統][産駒]  Halo系,ウェーブガイア  2015 栗毛  [血統][産駒]  FNo.[5-h],ヨハネスブルグ  Johannesburg(米)  1999 鹿毛  [血統][産駒]
1,,,オンザマーチ,牝2,55.0,小沢,今野,,栗東,2023100956,01185,フォーウィールドライブ  Four Wheel Drive(米)  2017 鹿毛  [血統][産駒]  Mr. Prospector系,パレード  2013 鹿毛  [血統][産駒]  FNo.[1-d],ディープインパクト  2002 鹿毛  [血統][産駒]
2,,,オンザムービー,牡2,56.0,鮫島駿,牧田,,栗東,2023102455,01157,サンダースノー  Thunder Snow(愛)  2014 鹿毛  [血統][産駒]  Danzig系,インザムービー  2017 鹿毛  [血統][産駒]  FNo.[9-e],リアルインパクト  2008 鹿毛  [血統][産駒]
3,,,クククトルンナ,牡2,56.0,古川吉,大根田,,栗東,2023100755,01015,タリスマニック  Talismanic(英)  2013 黒鹿毛  [血統][産駒]  Sadler's Wells系,イサチルルンナ  2012 芦毛  [血統][産駒]  FNo.[9-f],キングカメハメハ  2001 鹿毛  [血統][産駒]
4,,,グラディオール,牝2,55.0,西村淳,寺島,,栗東,2023106877,01171,リオンディーズ  2013 黒鹿毛  [血統][産駒]  Mr. Prospector系,インダクティ  2008 黒鹿毛  [血統][産駒]  FNo.[1-t],ハーツクライ  2001 鹿毛  [血統][産駒]
5,,,ケールハイム,牝2,55.0,高杉,福永,,栗東,2023107138,01213,エピファネイア  2010 鹿毛  [血統][産駒]  Roberto系,ドナウブルー  2008 鹿毛  [血統][産駒]  FNo.[16-f],ディープインパクト  2002 鹿毛  [血統][産駒]
6,,,ディアーモルタル,牝2,55.0,松若,宮本,,栗東,2023107125,01154,ブリックスアンドモルタル  Bricks and Mortar(米)  2014 黒鹿毛  [血統][産駒]  Storm Bird系,デグラーティア  2006 黒鹿毛  [血統][産駒]  FNo.[4-k],フジキセキ  1992 青鹿毛  [血統][産駒]
7,,,デルマリシリ,牝2,55.0,藤懸,田中克,,栗東,2023100997,01138,ビッグアーサー  2011 鹿毛  [血統][産駒]  テスコボーイ系,デルマヒスイ  2017 青毛  [血統][産駒]  FNo.[19-c],エイシンフラッシュ  2007 黒鹿毛  [血統][産駒]
8,,,ニシノツネオ,牡2,52.0,★河原田,堀内,,美浦,2023106263,01204,セイウンコウセイ  2013 栗毛  [血統][産駒]  Mr. Prospector系,ユーロポップ  2018 鹿毛  [血統][産駒]  FNo.[8-f],キンシャサノキセキ  2003 鹿毛  [血統][産駒]
9,,,ミスマリーゴールド,牝2,55.0,酒井,畑端,,栗東,2023102179,01034,ダノンスマッシュ  2015 鹿毛  [血統][産駒]  Mr. Prospector系,タイキソレイユ  2009 黒鹿毛  [血統][産駒]  FNo.[21-a],フジキセキ  1992 青鹿毛  [血統][産駒]
10,,,ミヤフロント,牝2,52.0,▲森田,斉藤崇,,栗東,2023102606,01222,Kingman  (英)  2011 鹿毛  [血統][産駒]  Danzig系,フロントゲート  Frontgate(米)  2018 鹿毛  [血統][産駒]  FNo.[4-j],War Front  2002 鹿毛  [血統][産駒]
11,,,リネアベルタ,牝2,54.0,☆吉村,宮地,,栗東,2023102408,01216,イスラボニータ  2011 黒鹿毛  [血統][産駒]  Halo系,フサイチリニモ  2004 鹿毛  [血統][産駒]  FNo.[3-l],ジャングルポケット  1998 鹿毛  [血統][産駒]
12,,,リュシエル,牝2,55.0,国分優,中尾,,栗東,2023104153,01125,ミスターメロディ  2015 鹿毛  [血統][産駒]  Storm Bird系,テンプルツリー  2013 黒鹿毛  [血統][産駒]  FNo.[7-f],ブラックタイド  2001 黒鹿毛  [血統][産駒]
