,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ジャスティンパレス,牡6,58.0,Ｃ．デムーロ,杉山晴紀,,栗東,2019105346,05473,ディープインパクト,パレスルーマー Palace Rumor(米),Royal Anthem
1,1,2,クロワデュノール,牡3,56.0,北村友一,斉藤崇史,,栗東,2022105102,01102,キタサンブラック,ライジングクロス Rising Cross(英),Cape Cross
2,2,3,コスモキュランダ,牡4,58.0,丹内祐次,加藤士津八,,美浦,2021106787,01091,アルアイン,サザンスピード Southern Speed(豪),Southern Image
3,2,4,ディープモンスター,牡7,58.0,松山弘平,池江泰寿,,栗東,2018104475,01126,ディープインパクト,シスタリーラヴ Sisterly Love(米),Bellamy Road
4,3,5,サンライズアース,牡4,58.0,池添謙一,石坂公一,,栗東,2021105560,01032,レイデオロ,シャンドランジュ,マンハッタンカフェ
5,3,6,ホウオウビスケッツ,牡5,58.0,岩田康誠,奥村武,,美浦,2020103941,05203,マインドユアビスケッツ Mind Your Biscuits(米),ホウオウサブリナ,ルーラーシップ
6,4,7,ダノンベルーガ,牡6,58.0,佐々木大輔,堀宣行,,美浦,2019105195,01197,ハーツクライ,コーステッド Coasted(米),Tizway (米)
7,4,8,カランダガン,セ4,58.0,Ｍ．バルザローナ,海外グラファ,, ,2021190001,05504,Gleneagles  (愛)  2012 鹿毛  [血統][産駒]  Sadler's Wells系,Calayana  2014 鹿毛  [血統][産駒]  FNo.[16-b],Sinndar  (愛)  1997 鹿毛  [血統][産駒]
8,5,9,セイウンハーデス,牡6,58.0,津村明秀,橋口慎介,,栗東,2019102632,01092,シルバーステート,ハイノリッジ,マンハッタンカフェ
9,5,10,シュトルーヴェ,セ6,58.0,菅原明良,堀宣行,,美浦,2019104447,01179,キングカメハメハ,アンチュラス,ディープインパクト
10,6,11,アドマイヤテラ,牡4,58.0,川田将雅,友道康夫,,栗東,2021105369,01088,レイデオロ,アドマイヤミヤビ,ハーツクライ
11,6,12,ヨーホーレイク,牡7,58.0,岩田望来,友道康夫,,栗東,2018105012,01174,ディープインパクト,クロウキャニオン,フレンチデピュティ French Deputy(米)
12,7,13,ブレイディヴェーグ,牝5,56.0,Ｔ．マーカンド,宮田敬介,,美浦,2020103242,05626,ロードカナロア,インナーアージ,ディープインパクト
13,7,14,ダノンデサイル,牡4,58.0,戸崎圭太,安田翔伍,,栗東,2021105143,05386,エピファネイア,トップデサイル Top Decile(米),Congrats (米)
14,7,15,マスカレードボール,牡3,56.0,Ｃ．ルメール,手塚貴久,,美浦,2022105519,05339,ドゥラメンテ,マスクオフ,ディープインパクト
15,8,16,シンエンペラー,牡4,58.0,坂井瑠星,矢作芳人,,栗東,2021110048,01163,Siyouni,Starlet's Sister,Galileo (愛)
16,8,17,ドゥレッツァ,牡5,58.0,Ａ．プーシャン,尾関知人,,美浦,2020103650,05678,ドゥラメンテ,モアザンセイクリッド More Than Sacred(豪),More Than Ready
17,8,18,タスティエーラ,牡5,58.0,Ｄ．レーン,堀宣行,,美浦,2020103532,05585,サトノクラウン,パルティトゥーラ,マンハッタンカフェ
