,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,,,ヴィレム,牡4,58.0,マーカンド,藤原,,栗東,2021106738,05626,キズナ,ポウリナズラヴ Paulina's Love(米),Mizzen Mast
1,,,ウインオーディン,牡5,58.0,バルザロー,鹿戸,,美浦,2020105217,05504,エピファネイア,ピエナビーナス,フジキセキ
2,,,エセルフリーダ,牝4,56.0,武藤,武藤,,美浦,2021105138,01169,キタサンブラック,デルマオギン,ハービンジャー Harbinger(英)
3,,,エリダヌス,牝5,56.0,丹内,青木,,美浦,2020105760,01091,ゴールドシップ,コスモレティクルム,ダノンシャンティ
4,,,コスモシャングリラ,牝5,56.0,津村,水野,,美浦,2020103562,01092,ハーツクライ,ファディラー Fadillah(英),Monsun
5,,,コスモフロイデ,牡6,58.0,柴田大,天間,,美浦,2019102937,01009,コパノリッキー,レスタンノール,ステイゴールド
6,,,コルレオニス,牡4,58.0,レーン,友道,,栗東,2021105704,05585,レイデオロ,ヒストリックスター,ファルブラヴ Falbrav(愛)
7,,,サダムオプシス,牡4,58.0,三浦,平田,,栗東,2021105474,01122,ルーラーシップ,カレンオプシス,サムライハート
8,,,ソリダリティ,牡6,58.0,Ｃデムーロ,西園翔,,栗東,2019105462,05473,ハーツクライ,ミュージカルロマンス Musical Romance(米),Concorde's Tune
9,,,バトルハーデン,牡5,58.0,坂井,矢作,,栗東,2020103664,01163,ドゥラメンテ,ラヴズオンリーミー Loves Only Me(米),Storm Cat (米)
10,,,パンジャ,牡4,58.0,戸崎圭,金成,,美浦,2021105155,05386,ゴールドシップ,ノッテビアンカ Notte Bianca(仏),Kendargent
11,,,ハーツコンチェルト,牡5,58.0,松山,武井,,美浦,2020105681,01126,ハーツクライ,ナスノシベリウス,Unbridled's Song (米)
12,,,ホウオウムサシ,牡5,58.0,プーシャン,蛯名正,,美浦,2020103947,05678,ドゥラメンテ,メリッサ,ホワイトマズル White Muzzle(英)
13,,,ミッキーツインクル,牝5,56.0,川田,中内田,,栗東,2020103487,01088,ドゥラメンテ,テーブルロンド Table Ronde(愛),Astronomer Royal
14,,,モズロックンロール,牡5,58.0,佐々木,藤岡,,栗東,2020106535,01197,ビーチパトロール Beach Patrol(米),モズソフィ,マンハッタンカフェ
15,,,ロジマンボ,牡6,58.0,岩田康,古賀,,美浦,2019105559,05203,ドゥラメンテ,ロジプリンセス,ディープインパクト
