,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,,,オンザスクエア,牝3,55.0,石橋脩,上原佑,,美浦,2022105798,01077,Vekoma ヴェコマ(米),サーティーンスクエアド,Liaison
1,,,カネショウレジェン,牡3,57.0,横山琉,稲垣,,美浦,2022102790,01192,ダノンレジェンド,マスターコーク,フレンチデピュティ French Deputy(米)
2,,,ケンキョ,牡5,58.0,レーン,高橋文,,美浦,2020105949,05585,ダノンレジェンド,ブライアンズイブ,ブライアンズタイム Brian's Time(米)
3,,,サトノアルペジオ,セ5,58.0,バルザロー,大和田,,美浦,2020103477,05504,モーリス,チャームドヴェール,ネオユニヴァース
4,,,シホノペルフェット,牡3,57.0,Ｃデムーロ,寺島,,栗東,2022104627,05473,マジェスティックウォリアー Majestic Warrior(米),アンソロジー,サクラバクシンオー
5,,,シャパリュ,セ4,58.0,三浦,菊沢,,美浦,2021104786,01122,スワーヴリチャード,ボンバルリーナ,シンボリクリスエス
6,,,ジューンポンポン,牝6,56.0,岩田康,和田勇,,美浦,2019102552,05203,マクフィ,オールオールオール,アグネスタキオン
7,,,ショウナンヤッホー,牡3,57.0,池添,栗田,,美浦,2022104605,01032,ニューイヤーズデイ,アドマイヤキュート,キングカメハメハ
8,,,ジーベック,牡4,58.0,坂井,矢作,,栗東,2021103242,01163,Gun Runner (米),ステラエージェント Stellar Agent(米),More Than Ready
9,,,スズカコーズ,牡5,58.0,木幡巧,伊藤圭,,美浦,2020101035,01162,スズカコーズウェイ,アイシースズカ,サンデーサイレンス Sunday Silence(米)
10,,,ダイシンリンク,牡3,57.0,戸崎圭,森秀,,栗東,2022106699,05386,モーニン,スルーレート,フレンチデピュティ French Deputy(米)
11,,,ドントゥザムーン,牡3,57.0,菅原明,高木,,美浦,2022101863,01179,カレンブラックヒル,ドナプリモ,フリオーソ
12,,,フクチャントウメイ,牡4,58.0,岩田望,加藤征,,美浦,2021105086,01174,ストロングリターン,スタートアップ,ハービンジャー Harbinger(英)
13,,,フミサウンド,牡5,58.0,横山武,鹿戸,,美浦,2020103218,01170,ジャスタウェイ,アブソルートリー Absolutely(豪),Redoute's Choice
14,,,レッドアレグロ,セ4,58.0,ルメール,木村,,美浦,2021104762,05339,ロードカナロア,スキャットレディビーダンシング Scatladybdancing(米),Scat Daddy (米)
15,,,ロイヤルダンス,牡7,58.0,丹内,清水英,,美浦,2018102394,01091,ガルボ,ブセナ,マイネルセレクト
