,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202610010907,1,2,3,ケイアイアルタイル,牡5,58.0,菊沢,0:1:46.7,,6,11.6,38.1,,栗東 梅田,526(-4)
202610010907,2,1,2,ウォーターパラディ,牡4,57.0,国分恭,0:1:47.0,1.3/4,3,5.8,38.7,,栗東 岡田,464(+6)
202610010907,3,3,5,ポンピエ,牡5,58.0,丸山,0:1:47.0,クビ,5,7.3,39.2,,栗東 西園正,458(-4)
202610010907,4,3,6,ブリスキー,セ6,58.0,丹内,0:1:47.1,クビ,4,6.7,38.4,,美浦 堀,472(+4)
202610010907,5,8,15,ココデイック,牡4,54.0,▲田山,0:1:47.2,3/4,7,12.7,38.7,,栗東 藤岡,492(+16)
202610010907,6,1,1,ハイグッドワールド,牡5,56.0,△柴田裕,0:1:47.4,1.1/4,8,21.2,38.3,,栗東 谷,514(+2)
202610010907,7,5,10,サマーナイト,牡4,57.0,小崎,0:1:47.5,クビ,10,32.6,38.7,,栗東 寺島,498(-6)
202610010907,8,7,13,ディニテ,牡4,57.0,斎藤,0:1:47.5,ハナ,1,4.4,38.5,,栗東 辻野,504(+2)
202610010907,9,6,12,ゴッドヴァレー,牡4,53.0,★河原田,0:1:47.5,ハナ,9,30.8,38.1,,栗東 渡辺,490(0)
202610010907,10,6,11,ハルフロンティア,牡4,54.0,▲舟山,0:1:47.9,2.1/2,12,63.6,38.7,,栗東 池添,504(+12)
202610010907,11,7,14,ローズマイスター,牡4,54.0,▲小林美,0:1:47.9,クビ,2,4.4,37.4,,美浦 黒岩,518(+6)
202610010907,12,4,8,ブーケドグレイス,牝5,56.0,横山琉,0:1:48.1,3/4,13,65.5,39.0,,美浦 相沢,482(+4)
202610010907,13,5,9,ピリカサンライズ,牝4,52.0,▲古川奈,0:1:48.4,2,16,185.3,39.0,,栗東 牧浦,442(-4)
202610010907,14,4,7,ブルーユンチェリー,牝4,55.0,嶋田,0:1:48.6,1,14,135.4,40.3,,美浦 水野,464(+1)
202610010907,15,2,4,ドレアンティア,牝5,54.0,◇今村,0:1:48.9,2,11,63.6,40.2,,栗東 飯田,462(-11)
202610010907,16,8,16,インピッシュ,牝4,52.0,▲和田陽,0:1:49.0,クビ,15,144.5,40.8,,栗東 中尾,444(-19)
