,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202610011208,1,8,14,ヴァリオーサ,牝4,55.0,富田,0:1:46.3,,5,7.9,38.6,,栗東 武幸,474(-4)
202610011208,2,5,8,カルネヴァーレ,牝5,53.0,▲石田,0:1:46.5,1.1/2,6,10.2,38.2,,美浦 菊沢,532(+6)
202610011208,3,7,13,サウンドルーチェ,牝4,55.0,松若,0:1:46.7,1.1/4,3,5.8,39.2,,栗東 渡辺,456(+4)
202610011208,4,8,15,ヴァイオパイシーズ,牝4,55.0,菊沢,0:1:46.7,ハナ,7,14.8,38.7,,美浦 和田勇,460(0)
202610011208,5,4,6,ラグナトーレ,牝4,51.0,★河原田,0:1:46.8,3/4,8,15.6,39.5,,栗東 角田,446(-8)
202610011208,6,3,5,ノーブルアクト,牝6,53.0,▲水沼,0:1:46.9,クビ,4,6.5,39.3,,美浦 上原博,520(+4)
202610011208,7,3,4,ブルーユンチェリー,牝4,55.0,武藤,0:1:47.0,クビ,14,267.9,38.5,,美浦 水野,462(-2)
202610011208,8,4,7,カルミアクラウン,牝4,55.0,斎藤,0:1:47.1,1/2,1,3.8,39.3,,栗東 吉岡,444(-2)
202610011208,9,5,9,ノーマジック,牝5,56.0,西塚,0:1:47.1,ハナ,13,207.7,38.8,,美浦 戸田,468(-2)
202610011208,10,6,10,ビジュードネージュ,牝4,55.0,丹内,0:1:47.3,1.1/2,9,25.1,38.7,,栗東 高柳大,424(-2)
202610011208,11,7,12,ココボロ,牝5,53.0,▲土田,0:1:47.5,1.1/4,15,427.7,39.7,,美浦 松山,518(0)
202610011208,12,1,1,プリマドンナアスク,牝4,52.0,▲古川奈,0:1:47.8,2,11,50.5,40.1,,栗東 前川,476(+8)
202610011208,13,2,3,アンリーベイビー,牝5,56.0,鮫島駿,0:1:48.0,1,2,4.7,39.9,,栗東 茶木,432(-2)
202610011208,14,6,11,カルドウェル,牝4,55.0,菱田,0:1:49.1,7,10,45.2,41.8,,栗東 中村,476(-6)
202610011208,15,2,2,メイショウハマギク,牝4,52.0,▲田山,0:1:49.1,クビ,12,71.5,41.8,,栗東 藤岡,494(-8)
