,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202610010201,1,2,4,ドウカキミニトドケ,牝3,52.0,▲田山,0:1:48.3,,6,16.5,38.9,,栗東 田中克,454(-12)
202610010201,2,5,10,エアトベーレ,牝3,55.0,嶋田,0:1:48.3,アタマ,2,4.0,38.8,,美浦 手塚久,402(0)
202610010201,3,7,14,エンジェルグラース,牝3,55.0,国分恭,0:1:49.1,5,8,91.1,39.2,,栗東 高橋康,442(+6)
202610010201,4,1,1,クロスボーダー,牝3,55.0,亀田,0:1:49.4,1.3/4,3,4.1,39.7,,栗東 小林,492(-2)
202610010201,5,8,15,アリストクラット,牝3,52.0,▲石神道,0:1:49.7,1.3/4,15,291.8,39.7,,美浦 田島,372(-8)
202610010201,6,3,6,モーニングダリア,牝3,55.0,小林凌,0:1:49.8,クビ,16,385.6,39.4,,美浦 土田,410(-6)
202610010201,7,6,11,モチモチチャン,牝3,55.0,菊沢,0:1:49.9,1,11,114.3,39.9,,栗東 西村,460(-6)
202610010201,8,4,7,ブルームザスマイル,牝3,51.0,★河原田,0:1:50.3,2.1/2,10,109.9,40.9,,栗東 鈴木孝,436(+2)
202610010201,9,3,5,サンミスメロディ,牝3,55.0,秋山稔,0:1:50.5,3/4,14,248.2,39.7,,栗東 杉山佳,514(-6)
202610010201,10,1,2,テーオーアンジェラ,牝3,55.0,松若,0:1:50.6,1/2,5,8.0,40.7,,栗東 梅田,448(-4)
202610010201,11,7,13,クリコメリー,牝3,53.0,△柴田裕,0:1:50.7,3/4,7,48.8,40.2,,栗東 谷,410(+4)
202610010201,12,2,3,ブエノスオプティマ,牝3,53.0,◇永島,0:1:51.4,4,1,3.3,41.5,,栗東 高橋忠,464(+4)
202610010201,13,5,9,ポプリーニ,牝3,52.0,▲和田陽,0:1:51.4,アタマ,13,224.9,40.2,,栗東 井上,382(0)
202610010201,14,6,12,ジャミールアイン,牝3,54.0,☆西塚,0:1:51.9,3,4,5.0,41.7,,栗東 藤原,456(+4)
202610010201,15,8,16,ノーブルクロンヌ,牝3,55.0,黛,0:1:52.0,クビ,9,91.4,42.2,,美浦 高柳瑞,448(+2)
202610010201,16,4,8,アスターラングル,牝3,55.0,富田,0:1:57.7,大,12,170.2,45.9,,栗東 河嶋,422(0)
