,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202610010608,1,2,3,エアビッグマム,牝4,54.0,☆西塚,0:1:48.0,,1,3.5,35.8,,栗東 笹田,514(+8)
202610010608,2,6,12,マイネルアウルム,牡4,54.0,▲石神道,0:1:48.0,クビ,4,6.4,35.7,,美浦 伊藤伸,438(+2)
202610010608,3,7,14,フォルテフィオーレ,牡5,58.0,斎藤,0:1:48.2,1,2,4.0,35.7,,美浦 上原佑,458(+2)
202610010608,4,5,10,ラッキーダンス,牝4,52.0,▲石田,0:1:48.3,1/2,14,87.4,35.3,,美浦 新開,450(+16)
202610010608,5,8,15,ヴォラヴィア,牡4,55.0,△鷲頭,0:1:48.3,クビ,9,32.6,36.4,,栗東 杉山佳,462(-10)
202610010608,6,6,11,クイーンズワーフ,牝5,52.0,★河原田,0:1:48.4,1/2,5,12.4,36.4,,美浦 青木,450(-4)
202610010608,7,1,2,モズイージス,牡5,56.0,△柴田裕,0:1:48.5,1/2,10,52.6,36.4,,栗東 高橋康,472(-4)
202610010608,8,3,6,シャインバオバブ,牡4,57.0,松本,0:1:48.6,1/2,6,14.6,35.8,,栗東 本田,516(+8)
202610010608,9,4,7,スピアッジャローザ,牝4,55.0,横山琉,0:1:48.9,2,7,17.5,35.6,,美浦 蛯名利,462(+6)
202610010608,10,7,13,グランセゾン,牝4,52.0,▲田山,0:1:49.2,1.1/2,3,5.5,37.1,,美浦 栗田,464(0)
202610010608,11,4,8,ロジウムエポック,牡6,55.0,▲舟山,0:1:49.2,クビ,13,74.4,36.5,,美浦 村田,494(+18)
202610010608,12,8,16,キタノクニカラ,牝4,52.0,▲古川奈,0:1:49.2,ハナ,15,92.0,36.7,,美浦 小島,398(+10)
202610010608,13,3,5,サイモンイロハニー,牝4,52.0,▲橋木,0:1:49.3,クビ,16,118.8,36.2,,栗東 谷,414(-8)
202610010608,14,1,1,スタードメイソン,牝4,52.0,▲和田陽,0:1:49.3,1/2,8,18.1,36.6,,栗東 藤原,408(+20)
202610010608,15,5,9,ドゥラルーナ,牝4,55.0,小沢,0:1:49.5,1,12,65.2,36.4,,栗東 清水久,462(+8)
202610010608,16,2,4,アストラッド,牝5,53.0,▲小林美,0:1:49.6,1/2,11,64.1,36.3,,美浦 和田郎,410(-6)
