,race_type,course_len,ground_state,class,winner_pops,place_pops
0,芝,1200,全,all,4.76,5.71
1,芝,1200,良,all,4.6,5.64
2,芝,1200,稍重,all,5.2,5.85
3,芝,1200,重,all,6.3,6.86
4,芝,1200,不良,all,6.29,6.64
5,芝,1200,全,未勝利,4.54,5.04
6,芝,1200,良,未勝利,4.49,4.95
7,芝,1200,稍重,未勝利,4.92,5.5
8,芝,1200,重,未勝利,4.5,3.56
9,芝,1200,不良,未勝利,,
10,芝,1200,全,新馬,4.26,5.23
11,芝,1200,良,新馬,4.76,5.57
12,芝,1200,稍重,新馬,3.37,5.44
13,芝,1200,重,新馬,,
14,芝,1200,不良,新馬,,
15,芝,1200,全,1勝クラス,4.49,5.81
16,芝,1200,良,1勝クラス,4.19,5.37
17,芝,1200,稍重,1勝クラス,4.02,4.04
18,芝,1200,重,1勝クラス,5.08,7.13
19,芝,1200,不良,1勝クラス,4.68,6.37
20,芝,1200,全,2勝クラス,4.41,6.07
21,芝,1200,良,2勝クラス,3.9,5.97
22,芝,1200,稍重,2勝クラス,6.58,7.23
23,芝,1200,重,2勝クラス,6.26,5.67
24,芝,1200,不良,2勝クラス,9.23,5.69
25,芝,1200,全,3勝クラス,4.55,6.0
26,芝,1200,良,3勝クラス,4.92,5.76
27,芝,1200,稍重,3勝クラス,1.25,7.7
28,芝,1200,重,3勝クラス,7.88,7.12
29,芝,1200,不良,3勝クラス,12.0,8.4
30,芝,1200,全,オープン,5.27,5.64
31,芝,1200,良,オープン,4.65,5.5
32,芝,1200,稍重,オープン,7.88,6.4
33,芝,1200,重,オープン,5.96,6.19
34,芝,1200,不良,オープン,,
35,芝,1600,全,all,4.12,5.38
36,芝,1600,良,all,4.14,5.34
37,芝,1600,稍重,all,3.99,5.54
38,芝,1600,重,all,3.66,5.43
39,芝,1600,不良,all,4.72,6.63
40,芝,1600,全,未勝利,3.53,4.81
41,芝,1600,良,未勝利,3.34,4.58
42,芝,1600,稍重,未勝利,4.02,5.6
43,芝,1600,重,未勝利,3.48,4.7
44,芝,1600,不良,未勝利,3.77,4.97
45,芝,1600,全,新馬,3.34,4.6
46,芝,1600,良,新馬,3.0,4.41
47,芝,1600,稍重,新馬,4.11,5.06
48,芝,1600,重,新馬,2.29,3.49
49,芝,1600,不良,新馬,15.75,9.75
50,芝,1600,全,1勝クラス,4.28,5.74
51,芝,1600,良,1勝クラス,4.19,5.72
52,芝,1600,稍重,1勝クラス,5.11,6.44
53,芝,1600,重,1勝クラス,10.5,6.5
54,芝,1600,不良,1勝クラス,,
55,芝,1600,全,2勝クラス,5.03,6.35
56,芝,1600,良,2勝クラス,5.9,6.49
57,芝,1600,稍重,2勝クラス,2.42,5.85
58,芝,1600,重,2勝クラス,2.36,4.92
59,芝,1600,不良,2勝クラス,3.6,8.4
60,芝,1600,全,3勝クラス,5.56,6.06
61,芝,1600,良,3勝クラス,5.44,5.98
62,芝,1600,稍重,3勝クラス,4.5,4.5
63,芝,1600,重,3勝クラス,8.66,7.31
64,芝,1600,不良,3勝クラス,2.25,6.75
65,芝,1600,全,オープン,4.48,5.83
66,芝,1600,良,オープン,4.51,5.79
67,芝,1600,稍重,オープン,3.37,6.09
68,芝,1600,重,オープン,4.44,7.18
69,芝,1600,不良,オープン,,
70,芝,1800,全,all,4.44,5.46
71,芝,1800,良,all,4.37,5.37
72,芝,1800,稍重,all,3.9,5.32
73,芝,1800,重,all,5.26,5.7
74,芝,1800,不良,all,4.89,6.33
75,芝,1800,全,未勝利,3.23,4.34
76,芝,1800,良,未勝利,2.75,4.22
77,芝,1800,稍重,未勝利,3.14,4.02
78,芝,1800,重,未勝利,6.75,4.39
79,芝,1800,不良,未勝利,6.19,5.06
80,芝,1800,全,新馬,4.17,5.17
81,芝,1800,良,新馬,5.37,5.34
82,芝,1800,稍重,新馬,3.13,4.91
83,芝,1800,重,新馬,15.0,9.5
84,芝,1800,不良,新馬,,
85,芝,1800,全,1勝クラス,4.51,5.53
86,芝,1800,良,1勝クラス,4.48,5.46
87,芝,1800,稍重,1勝クラス,4.04,5.48
88,芝,1800,重,1勝クラス,,
89,芝,1800,不良,1勝クラス,6.96,7.5
90,芝,1800,全,2勝クラス,5.1,6.4
91,芝,1800,良,2勝クラス,5.12,6.32
92,芝,1800,稍重,2勝クラス,5.74,8.2
93,芝,1800,重,2勝クラス,6.3,5.8
94,芝,1800,不良,2勝クラス,2.0,6.0
95,芝,1800,全,3勝クラス,4.17,5.71
96,芝,1800,良,3勝クラス,4.43,5.39
97,芝,1800,稍重,3勝クラス,3.88,4.25
98,芝,1800,重,3勝クラス,5.15,6.51
99,芝,1800,不良,3勝クラス,,
100,芝,1800,全,オープン,5.43,5.75
101,芝,1800,良,オープン,5.97,5.87
102,芝,1800,稍重,オープン,4.59,6.38
103,芝,1800,重,オープン,2.95,4.76
104,芝,1800,不良,オープン,4.5,6.13
105,芝,2000,全,all,4.08,5.28
106,芝,2000,良,all,3.88,5.1
107,芝,2000,稍重,all,4.64,5.79
108,芝,2000,重,all,6.21,6.62
109,芝,2000,不良,all,4.61,7.21
110,芝,2000,全,未勝利,3.03,4.1
111,芝,2000,良,未勝利,2.92,4.0
112,芝,2000,稍重,未勝利,3.54,5.1
113,芝,2000,重,未勝利,4.18,5.63
114,芝,2000,不良,未勝利,5.29,2.82
115,芝,2000,全,新馬,3.97,5.43
116,芝,2000,良,新馬,3.82,5.28
117,芝,2000,稍重,新馬,4.58,6.54
118,芝,2000,重,新馬,,
119,芝,2000,不良,新馬,3.38,4.5
120,芝,2000,全,1勝クラス,5.19,6.36
121,芝,2000,良,1勝クラス,5.08,5.92
122,芝,2000,稍重,1勝クラス,4.79,6.08
123,芝,2000,重,1勝クラス,7.82,7.33
124,芝,2000,不良,1勝クラス,4.18,9.04
125,芝,2000,全,2勝クラス,4.14,5.83
126,芝,2000,良,2勝クラス,4.04,5.87
127,芝,2000,稍重,2勝クラス,4.99,5.96
128,芝,2000,重,2勝クラス,4.65,4.97
129,芝,2000,不良,2勝クラス,3.27,7.09
130,芝,2000,全,3勝クラス,6.62,5.87
131,芝,2000,良,3勝クラス,6.96,6.1
132,芝,2000,稍重,3勝クラス,7.34,6.28
133,芝,2000,重,3勝クラス,,
134,芝,2000,不良,3勝クラス,,
135,芝,2000,全,オープン,4.85,5.91
136,芝,2000,良,オープン,4.39,5.86
137,芝,2000,稍重,オープン,5.25,5.74
138,芝,2000,重,オープン,6.56,5.58
139,芝,2000,不良,オープン,,
140,芝,2200,全,all,5.17,5.42
141,芝,2200,良,all,5.39,5.38
142,芝,2200,稍重,all,4.62,5.7
143,芝,2200,重,all,3.78,5.9
144,芝,2200,不良,all,1.09,3.26
145,芝,2200,全,未勝利,3.04,4.32
146,芝,2200,良,未勝利,3.37,4.08
147,芝,2200,稍重,未勝利,2.74,4.69
148,芝,2200,重,未勝利,2.18,4.6
149,芝,2200,不良,未勝利,1.12,3.0
150,芝,2200,全,新馬,,
151,芝,2200,良,新馬,,
152,芝,2200,稍重,新馬,,
153,芝,2200,重,新馬,,
154,芝,2200,不良,新馬,,
155,芝,2200,全,1勝クラス,5.45,6.0
156,芝,2200,良,1勝クラス,5.26,5.79
157,芝,2200,稍重,1勝クラス,5.59,7.12
158,芝,2200,重,1勝クラス,5.22,6.96
159,芝,2200,不良,1勝クラス,,
160,芝,2200,全,2勝クラス,4.51,5.3
161,芝,2200,良,2勝クラス,4.42,5.4
162,芝,2200,稍重,2勝クラス,4.91,4.91
163,芝,2200,重,2勝クラス,,
164,芝,2200,不良,2勝クラス,,
165,芝,2200,全,3勝クラス,5.26,4.78
166,芝,2200,良,3勝クラス,5.26,4.78
167,芝,2200,稍重,3勝クラス,,
168,芝,2200,重,3勝クラス,,
169,芝,2200,不良,3勝クラス,,
170,芝,2200,全,オープン,4.64,5.11
171,芝,2200,良,オープン,5.52,5.43
172,芝,2200,稍重,オープン,4.95,4.3
173,芝,2200,重,オープン,1.0,4.0
174,芝,2200,不良,オープン,1.06,3.53
175,芝,2400,全,all,,
176,芝,2400,良,all,,
177,芝,2400,稍重,all,,
178,芝,2400,重,all,,
179,芝,2400,不良,all,,
180,芝,2400,全,未勝利,,
181,芝,2400,良,未勝利,,
182,芝,2400,稍重,未勝利,,
183,芝,2400,重,未勝利,,
184,芝,2400,不良,未勝利,,
185,芝,2400,全,新馬,,
186,芝,2400,良,新馬,,
187,芝,2400,稍重,新馬,,
188,芝,2400,重,新馬,,
189,芝,2400,不良,新馬,,
190,芝,2400,全,1勝クラス,,
191,芝,2400,良,1勝クラス,,
192,芝,2400,稍重,1勝クラス,,
193,芝,2400,重,1勝クラス,,
194,芝,2400,不良,1勝クラス,,
195,芝,2400,全,2勝クラス,,
196,芝,2400,良,2勝クラス,,
197,芝,2400,稍重,2勝クラス,,
198,芝,2400,重,2勝クラス,,
199,芝,2400,不良,2勝クラス,,
200,芝,2400,全,3勝クラス,,
201,芝,2400,良,3勝クラス,,
202,芝,2400,稍重,3勝クラス,,
203,芝,2400,重,3勝クラス,,
204,芝,2400,不良,3勝クラス,,
205,芝,2400,全,オープン,,
206,芝,2400,良,オープン,,
207,芝,2400,稍重,オープン,,
208,芝,2400,重,オープン,,
209,芝,2400,不良,オープン,,
210,芝,2500,全,all,3.61,5.21
211,芝,2500,良,all,3.55,5.29
212,芝,2500,稍重,all,2.56,4.1
213,芝,2500,重,all,9.5,5.69
214,芝,2500,不良,all,3.0,7.0
215,芝,2500,全,未勝利,,
216,芝,2500,良,未勝利,,
217,芝,2500,稍重,未勝利,,
218,芝,2500,重,未勝利,,
219,芝,2500,不良,未勝利,,
220,芝,2500,全,新馬,,
221,芝,2500,良,新馬,,
222,芝,2500,稍重,新馬,,
223,芝,2500,重,新馬,,
224,芝,2500,不良,新馬,,
225,芝,2500,全,1勝クラス,2.4,4.04
226,芝,2500,良,1勝クラス,2.2,4.0
227,芝,2500,稍重,1勝クラス,1.5,4.5
228,芝,2500,重,1勝クラス,4.5,4.0
229,芝,2500,不良,1勝クラス,,
230,芝,2500,全,2勝クラス,4.36,6.1
231,芝,2500,良,2勝クラス,4.18,6.12
232,芝,2500,稍重,2勝クラス,2.46,4.94
233,芝,2500,重,2勝クラス,15.0,7.5
234,芝,2500,不良,2勝クラス,,
235,芝,2500,全,3勝クラス,4.01,5.23
236,芝,2500,良,3勝クラス,4.53,5.24
237,芝,2500,稍重,3勝クラス,1.58,5.32
238,芝,2500,重,3勝クラス,9.0,5.57
239,芝,2500,不良,3勝クラス,,
240,芝,2500,全,オープン,2.29,4.1
241,芝,2500,良,オープン,1.96,4.17
242,芝,2500,稍重,オープン,2.7,3.33
243,芝,2500,重,オープン,,
244,芝,2500,不良,オープン,3.0,7.0
245,芝,3600,全,all,7.58,6.33
246,芝,3600,良,all,7.37,6.31
247,芝,3600,稍重,all,8.4,6.4
248,芝,3600,重,all,,
249,芝,3600,不良,all,,
250,芝,3600,全,未勝利,,
251,芝,3600,良,未勝利,,
252,芝,3600,稍重,未勝利,,
253,芝,3600,重,未勝利,,
254,芝,3600,不良,未勝利,,
255,芝,3600,全,新馬,,
256,芝,3600,良,新馬,,
257,芝,3600,稍重,新馬,,
258,芝,3600,重,新馬,,
259,芝,3600,不良,新馬,,
260,芝,3600,全,1勝クラス,,
261,芝,3600,良,1勝クラス,,
262,芝,3600,稍重,1勝クラス,,
263,芝,3600,重,1勝クラス,,
264,芝,3600,不良,1勝クラス,,
265,芝,3600,全,2勝クラス,,
266,芝,3600,良,2勝クラス,,
267,芝,3600,稍重,2勝クラス,,
268,芝,3600,重,2勝クラス,,
269,芝,3600,不良,2勝クラス,,
270,芝,3600,全,3勝クラス,,
271,芝,3600,良,3勝クラス,,
272,芝,3600,稍重,3勝クラス,,
273,芝,3600,重,3勝クラス,,
274,芝,3600,不良,3勝クラス,,
275,芝,3600,全,オープン,7.58,6.33
276,芝,3600,良,オープン,7.37,6.31
277,芝,3600,稍重,オープン,8.4,6.4
278,芝,3600,重,オープン,,
279,芝,3600,不良,オープン,,
280,ダート,1200,全,all,3.95,5.24
281,ダート,1200,良,all,3.94,5.24
282,ダート,1200,稍重,all,3.79,5.12
283,ダート,1200,重,all,3.59,4.67
284,ダート,1200,不良,all,3.99,4.88
285,ダート,1200,全,未勝利,3.24,4.45
286,ダート,1200,良,未勝利,3.29,4.4
287,ダート,1200,稍重,未勝利,3.02,4.45
288,ダート,1200,重,未勝利,2.78,4.64
289,ダート,1200,不良,未勝利,4.04,4.6
290,ダート,1200,全,新馬,3.93,5.41
291,ダート,1200,良,新馬,3.72,5.31
292,ダート,1200,稍重,新馬,4.16,5.48
293,ダート,1200,重,新馬,3.26,3.43
294,ダート,1200,不良,新馬,,
295,ダート,1200,全,1勝クラス,4.18,5.23
296,ダート,1200,良,1勝クラス,4.33,5.35
297,ダート,1200,稍重,1勝クラス,3.46,5.08
298,ダート,1200,重,1勝クラス,3.77,4.69
299,ダート,1200,不良,1勝クラス,3.88,5.34
300,ダート,1200,全,2勝クラス,4.37,5.71
301,ダート,1200,良,2勝クラス,4.04,5.47
302,ダート,1200,稍重,2勝クラス,4.63,6.42
303,ダート,1200,重,2勝クラス,10.04,7.48
304,ダート,1200,不良,2勝クラス,4.09,5.99
305,ダート,1200,全,3勝クラス,4.61,5.7
306,ダート,1200,良,3勝クラス,4.68,5.9
307,ダート,1200,稍重,3勝クラス,3.45,4.74
308,ダート,1200,重,3勝クラス,5.4,6.6
309,ダート,1200,不良,3勝クラス,8.44,4.88
310,ダート,1200,全,オープン,4.5,6.02
311,ダート,1200,良,オープン,4.66,5.89
312,ダート,1200,稍重,オープン,5.06,7.38
313,ダート,1200,重,オープン,3.08,5.77
314,ダート,1200,不良,オープン,2.25,4.12
315,ダート,1600,全,all,,
316,ダート,1600,良,all,,
317,ダート,1600,稍重,all,,
318,ダート,1600,重,all,,
319,ダート,1600,不良,all,,
320,ダート,1600,全,未勝利,,
321,ダート,1600,良,未勝利,,
322,ダート,1600,稍重,未勝利,,
323,ダート,1600,重,未勝利,,
324,ダート,1600,不良,未勝利,,
325,ダート,1600,全,新馬,,
326,ダート,1600,良,新馬,,
327,ダート,1600,稍重,新馬,,
328,ダート,1600,重,新馬,,
329,ダート,1600,不良,新馬,,
330,ダート,1600,全,1勝クラス,,
331,ダート,1600,良,1勝クラス,,
332,ダート,1600,稍重,1勝クラス,,
333,ダート,1600,重,1勝クラス,,
334,ダート,1600,不良,1勝クラス,,
335,ダート,1600,全,2勝クラス,,
336,ダート,1600,良,2勝クラス,,
337,ダート,1600,稍重,2勝クラス,,
338,ダート,1600,重,2勝クラス,,
339,ダート,1600,不良,2勝クラス,,
340,ダート,1600,全,3勝クラス,,
341,ダート,1600,良,3勝クラス,,
342,ダート,1600,稍重,3勝クラス,,
343,ダート,1600,重,3勝クラス,,
344,ダート,1600,不良,3勝クラス,,
345,ダート,1600,全,オープン,,
346,ダート,1600,良,オープン,,
347,ダート,1600,稍重,オープン,,
348,ダート,1600,重,オープン,,
349,ダート,1600,不良,オープン,,
350,ダート,1800,全,all,4.47,5.64
351,ダート,1800,良,all,4.49,5.64
352,ダート,1800,稍重,all,4.14,5.16
353,ダート,1800,重,all,4.53,5.26
354,ダート,1800,不良,all,3.72,6.41
355,ダート,1800,全,未勝利,3.51,4.77
356,ダート,1800,良,未勝利,3.48,4.74
357,ダート,1800,稍重,未勝利,3.51,4.65
358,ダート,1800,重,未勝利,4.32,4.64
359,ダート,1800,不良,未勝利,2.95,4.93
360,ダート,1800,全,新馬,5.68,6.59
361,ダート,1800,良,新馬,5.46,6.48
362,ダート,1800,稍重,新馬,5.29,5.98
363,ダート,1800,重,新馬,5.68,6.77
364,ダート,1800,不良,新馬,5.1,6.69
365,ダート,1800,全,1勝クラス,4.56,6.37
366,ダート,1800,良,1勝クラス,4.63,6.35
367,ダート,1800,稍重,1勝クラス,4.82,5.75
368,ダート,1800,重,1勝クラス,3.47,5.49
369,ダート,1800,不良,1勝クラス,6.76,7.82
370,ダート,1800,全,2勝クラス,4.61,5.56
371,ダート,1800,良,2勝クラス,4.67,5.44
372,ダート,1800,稍重,2勝クラス,3.96,5.51
373,ダート,1800,重,2勝クラス,2.04,5.22
374,ダート,1800,不良,2勝クラス,3.47,6.97
375,ダート,1800,全,3勝クラス,4.47,5.82
376,ダート,1800,良,3勝クラス,4.75,5.54
377,ダート,1800,稍重,3勝クラス,5.1,6.51
378,ダート,1800,重,3勝クラス,,
379,ダート,1800,不良,3勝クラス,2.55,6.84
380,ダート,1800,全,オープン,4.93,5.93
381,ダート,1800,良,オープン,4.76,6.18
382,ダート,1800,稍重,オープン,4.15,5.68
383,ダート,1800,重,オープン,6.2,5.82
384,ダート,1800,不良,オープン,6.23,5.11
385,ダート,2000,全,all,,
386,ダート,2000,良,all,,
387,ダート,2000,稍重,all,,
388,ダート,2000,重,all,,
389,ダート,2000,不良,all,,
390,ダート,2000,全,未勝利,,
391,ダート,2000,良,未勝利,,
392,ダート,2000,稍重,未勝利,,
393,ダート,2000,重,未勝利,,
394,ダート,2000,不良,未勝利,,
395,ダート,2000,全,新馬,,
396,ダート,2000,良,新馬,,
397,ダート,2000,稍重,新馬,,
398,ダート,2000,重,新馬,,
399,ダート,2000,不良,新馬,,
400,ダート,2000,全,1勝クラス,,
401,ダート,2000,良,1勝クラス,,
402,ダート,2000,稍重,1勝クラス,,
403,ダート,2000,重,1勝クラス,,
404,ダート,2000,不良,1勝クラス,,
405,ダート,2000,全,2勝クラス,,
406,ダート,2000,良,2勝クラス,,
407,ダート,2000,稍重,2勝クラス,,
408,ダート,2000,重,2勝クラス,,
409,ダート,2000,不良,2勝クラス,,
410,ダート,2000,全,3勝クラス,,
411,ダート,2000,良,3勝クラス,,
412,ダート,2000,稍重,3勝クラス,,
413,ダート,2000,重,3勝クラス,,
414,ダート,2000,不良,3勝クラス,,
415,ダート,2000,全,オープン,,
416,ダート,2000,良,オープン,,
417,ダート,2000,稍重,オープン,,
418,ダート,2000,重,オープン,,
419,ダート,2000,不良,オープン,,
420,ダート,2200,全,all,,
421,ダート,2200,良,all,,
422,ダート,2200,稍重,all,,
423,ダート,2200,重,all,,
424,ダート,2200,不良,all,,
425,ダート,2200,全,未勝利,,
426,ダート,2200,良,未勝利,,
427,ダート,2200,稍重,未勝利,,
428,ダート,2200,重,未勝利,,
429,ダート,2200,不良,未勝利,,
430,ダート,2200,全,新馬,,
431,ダート,2200,良,新馬,,
432,ダート,2200,稍重,新馬,,
433,ダート,2200,重,新馬,,
434,ダート,2200,不良,新馬,,
435,ダート,2200,全,1勝クラス,,
436,ダート,2200,良,1勝クラス,,
437,ダート,2200,稍重,1勝クラス,,
438,ダート,2200,重,1勝クラス,,
439,ダート,2200,不良,1勝クラス,,
440,ダート,2200,全,2勝クラス,,
441,ダート,2200,良,2勝クラス,,
442,ダート,2200,稍重,2勝クラス,,
443,ダート,2200,重,2勝クラス,,
444,ダート,2200,不良,2勝クラス,,
445,ダート,2200,全,3勝クラス,,
446,ダート,2200,良,3勝クラス,,
447,ダート,2200,稍重,3勝クラス,,
448,ダート,2200,重,3勝クラス,,
449,ダート,2200,不良,3勝クラス,,
450,ダート,2200,全,オープン,,
451,ダート,2200,良,オープン,,
452,ダート,2200,稍重,オープン,,
453,ダート,2200,重,オープン,,
454,ダート,2200,不良,オープン,,
455,ダート,2400,全,all,4.32,6.16
456,ダート,2400,良,all,4.21,6.14
457,ダート,2400,稍重,all,5.05,5.86
458,ダート,2400,重,all,3.94,5.2
459,ダート,2400,不良,all,8.04,8.18
460,ダート,2400,全,未勝利,,
461,ダート,2400,良,未勝利,,
462,ダート,2400,稍重,未勝利,,
463,ダート,2400,重,未勝利,,
464,ダート,2400,不良,未勝利,,
465,ダート,2400,全,新馬,,
466,ダート,2400,良,新馬,,
467,ダート,2400,稍重,新馬,,
