,race_type,course_len,ground_state,class,winner_pops,place_pops
0,芝,1200,全,all,4.82,5.37
1,芝,1200,良,all,4.93,5.38
2,芝,1200,稍重,all,3.65,5.05
3,芝,1200,重,all,10.69,7.12
4,芝,1200,不良,all,3.6,5.2
5,芝,1200,全,未勝利,5.01,5.18
6,芝,1200,良,未勝利,5.49,5.64
7,芝,1200,稍重,未勝利,4.05,4.25
8,芝,1200,重,未勝利,,
9,芝,1200,不良,未勝利,,
10,芝,1200,全,新馬,4.12,4.5
11,芝,1200,良,新馬,5.62,4.31
12,芝,1200,稍重,新馬,1.12,4.88
13,芝,1200,重,新馬,,
14,芝,1200,不良,新馬,,
15,芝,1200,全,1勝クラス,3.41,4.44
16,芝,1200,良,1勝クラス,4.22,4.5
17,芝,1200,稍重,1勝クラス,1.69,3.94
18,芝,1200,重,1勝クラス,,
19,芝,1200,不良,1勝クラス,3.6,5.2
20,芝,1200,全,2勝クラス,5.87,6.63
21,芝,1200,良,2勝クラス,5.27,6.71
22,芝,1200,稍重,2勝クラス,4.19,6.1
23,芝,1200,重,2勝クラス,13.5,7.12
24,芝,1200,不良,2勝クラス,,
25,芝,1200,全,3勝クラス,4.72,5.48
26,芝,1200,良,3勝クラス,6.75,4.88
27,芝,1200,稍重,3勝クラス,1.12,5.25
28,芝,1200,重,3勝クラス,7.88,7.12
29,芝,1200,不良,3勝クラス,,
30,芝,1200,全,オープン,4.96,4.92
31,芝,1200,良,オープン,3.22,4.47
32,芝,1200,稍重,オープン,8.44,5.81
33,芝,1200,重,オープン,,
34,芝,1200,不良,オープン,,
35,芝,1600,全,all,4.22,5.72
36,芝,1600,良,all,4.43,5.61
37,芝,1600,稍重,all,4.08,6.03
38,芝,1600,重,all,1.38,5.08
39,芝,1600,不良,all,1.2,4.8
40,芝,1600,全,未勝利,2.82,4.66
41,芝,1600,良,未勝利,2.59,4.21
42,芝,1600,稍重,未勝利,3.6,5.55
43,芝,1600,重,未勝利,,
44,芝,1600,不良,未勝利,1.2,4.8
45,芝,1600,全,新馬,5.06,5.21
46,芝,1600,良,新馬,5.48,5.53
47,芝,1600,稍重,新馬,3.38,3.94
48,芝,1600,重,新馬,,
49,芝,1600,不良,新馬,,
50,芝,1600,全,1勝クラス,4.25,6.15
