,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,イグニススピリタス,牝2,55.0,柴田大,田中剛,美浦,2022101653,01009,パイロ Pyro(米) ,スピリットレイク ,Invincible Spirit (愛) ,0.5119626737834545,3
1,1,2,ジュリスタ,牝2,55.0,吉田豊,稲垣,美浦,2022101145,00733,フォーウィールドライブ Four Wheel Drive(米) ,マオリオ ,ネオユニヴァース ,-1.155550582178875,11
2,2,3,アメリカンビヨンド,牡2,55.0,☆田口,藤原,栗東,2022110104,01208,McKinzie (米) ,Church by the Sea ,Harlan's Holiday ,-0.22512686228816883,6
3,2,4,マーゴットオービス,牡2,56.0,伊藤,伊坂,美浦,2022106908,01119,タワーオブロンドン ,オルネーラ ,ダンカーク Dunkirk(米) ,-0.5865469912175442,9
4,3,5,ハーレムシャフル,牡2,56.0,北村宏,勢司,美浦,2022100278,01043,ダノンレジェンド ,ダイワバーガンディ ,ブライアンズタイム Brian's Time(米) ,-0.5662660393842901,7
5,3,6,ニッシンゲッポ,牝2,55.0,木幡育,金成,美浦,2022102356,01167,フォーウィールドライブ Four Wheel Drive(米) ,カレンマーガレット ,ネオユニヴァース ,-1.3782408576537208,12
6,4,7,ヘイケ,牡2,53.0,▲石田,尾形,美浦,2022102455,01203,ドレフォン Drefong(米) ,ラブリランテ ,ディープブリランテ ,-0.5811136871284047,8
7,4,8,ブレードダンシング,牡2,56.0,野中,岩戸,美浦,2022100580,01158,サトノアラジン ,ココナッツパルム ,フレンチデピュティ French Deputy(米) ,-0.9144433999145032,10
8,5,9,ライズトゥザトップ,牝2,55.0,木幡巧,牧,美浦,2022107284,01162,パイロ Pyro(米) ,クリスタルキャノン ,クロフネ ,0.5322205072178414,2
9,5,10,コトリノサエズリ,牝2,55.0,石川,小崎,栗東,2022106858,01150,パイロ Pyro(米) ,マイグランクロア ,ゴールドアリュール ,0.4770256167296749,4
10,6,11,スナッピードレッサ,牡2,56.0,嶋田,大竹,美浦,2022110007,01134,Union Rags ,Caramel Snap ,Smart Strike (加) ,-1.9972324340249141,15
11,6,12,キャプティバ,牡2,56.0,岩部,佐藤吉,美浦,2022103312,00726,ビーチパトロール Beach Patrol(米) ,オクリモノ ,ゴールドアリュール ,0.2144763342146941,5
12,7,13,ヒソカ,牡2,56.0,西村太,杉浦,美浦,2022104334,01131,バトルプラン Battle Plan(米) ,マイネチリペッパー ,ネオユニヴァース ,-1.7224977640664658,14
13,7,14,ウフドゥウフ,牡2,56.0,田辺,上原博,美浦,2022105257,01075,エピファネイア ,エッグドロップ Egg Drop(米) ,Alphabet Soup ,1.0602648761017395,1
14,8,15,ブルーカミング,牡2,56.0,内田博,牧浦,栗東,2022104205,00422,ロジャーバローズ ,ミーシャレヴュー ,アグネスタキオン ,-2.421339619468703,16
15,8,16,フェスティヴレッツ,牝2,55.0,的場,田島,美浦,2022100243,01108,ルヴァンスレーヴ ,タカミツグリーン ,タニノギムレット ,-1.5079623502850004,13
