,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605020102,1,2,4,カフェシューター,牡3,57.0,田辺,0:1:25.6,,3,5.2,37.1,2-2,美浦 中舘,516(0)
202605020102,2,8,16,ライカ,牡3,57.0,大野,0:1:26.0,2,2,5.0,36.8,9-7,美浦 杉浦,444(+2)
202605020102,3,7,14,ラッキーモア,牡3,57.0,坂井,0:1:26.1,1,7,18.0,36.3,11-11,美浦 尾関,486(0)
202605020102,4,7,13,ココラッシー,牡3,57.0,レーン,0:1:26.1,クビ,1,3.4,37.1,5-6,美浦 室井,446(+2)
202605020102,5,6,12,コパノミラノ,牡3,57.0,柴田大,0:1:26.3,1,10,52.4,37.0,9-8,美浦 上原博,488(+2)
202605020102,6,8,15,サリーアン,牡3,57.0,横山武,0:1:26.6,2,8,19.7,37.7,6-3,美浦 鈴木伸,456(-8)
202605020102,7,1,2,ウェスケンジントン,牡3,57.0,中井,0:1:26.7,1/2,5,9.1,36.9,14-11,美浦 小野,484(+8)
202605020102,8,4,7,コロッセウム,牡3,57.0,石橋脩,0:1:26.7,クビ,13,143.7,36.4,16-15,美浦 清水英,458(+4)
202605020102,9,6,11,マカホウ,牡3,57.0,矢野貴,0:1:27.0,1.3/4,9,47.1,38.2,3-3,栗東 田中克,480(-6)
202605020102,10,1,1,レッドジェルブロワ,牡3,57.0,ディー,0:1:27.3,2,12,90.3,37.1,14-15,美浦 鹿戸,446(+4)
202605020102,11,5,9,マスターストーン,牡3,57.0,横山和,0:1:27.4,1/2,6,10.9,37.4,13-13,栗東 前川,566(+6)
202605020102,12,3,5,ヘイスティハート,牡3,57.0,津村,0:1:27.5,1/2,4,5.5,39.1,1-1,美浦 小笠,470(0)
202605020102,13,3,6,カラクリスピリッツ,牝3,55.0,岩田康,0:1:27.5,ハナ,11,79.8,37.6,11-13,美浦 斎藤誠,464(+4)
202605020102,14,4,8,グリュック,牡3,55.0,△長浜,0:1:28.3,5,15,355.7,39.0,6-8,美浦 和田郎,512(+2)
202605020102,15,2,3,ミュークトーマス,牡3,54.0,▲佐藤,0:1:28.7,2.1/2,14,314.2,39.1,8-10,美浦 粕谷,384(-2)
202605020102,16,5,10,ニシノバリキング,牡3,57.0,原田和,0:1:29.4,4,16,400.4,40.6,3-3,美浦 小手川,520(-6)
