,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605010501,1,7,14,トウカイレオ,牡3,57.0,佐々木,0:1:25.8,,3,8.4,36.9,,美浦 菊川,446(-2)
202605010501,2,6,12,タイセイゴッシュ,牡3,57.0,キング,0:1:26.3,3,1,2.0,37.3,,美浦 池上,498(+4)
202605010501,3,1,1,ツクバヴァンガード,牡3,57.0,横山武,0:1:26.6,2,6,14.9,37.4,,美浦 奥平,480(+2)
202605010501,4,1,2,ライカ,牡3,57.0,大野,0:1:26.8,1.1/2,7,18.7,37.4,,美浦 杉浦,442(0)
202605010501,5,5,10,ゲンテン,牡3,57.0,岩田康,0:1:26.9,クビ,2,4.4,37.7,,美浦 尾関,520(+10)
202605010501,6,3,6,コウソクルリアン,牡3,57.0,石川,0:1:27.8,5,4,10.5,38.4,,美浦 武藤,480(+4)
202605010501,7,3,5,エクスプレスナイト,牡3,57.0,原,0:1:27.9,3/4,11,102.3,38.0,,美浦 青木,470(0)
202605010501,8,5,9,エフハリスト,牝3,55.0,横山和,0:1:28.0,3/4,8,23.8,37.8,,美浦 奥村武,522(0)
202605010501,9,8,15,スーホ,牡3,57.0,荻野極,0:1:28.2,1,9,30.1,38.6,,美浦 上原佑,494(0)
202605010501,10,8,16,パンパネイラ,セ3,57.0,吉田豊,0:1:28.3,1/2,12,140.7,37.9,,美浦 高橋文,452(+6)
202605010501,11,4,7,ライヴマティーニ,牝3,52.0,▲佐藤,0:1:28.4,1,15,364.5,38.2,,美浦 尾形,470(+6)
202605010501,12,2,4,フォーエバーラブ,牡3,54.0,▲上里,0:1:28.6,1,10,100.5,38.9,,美浦 金成,456(-2)
202605010501,13,7,13,プラネタリーアワー,牝3,55.0,北村友,0:1:28.7,3/4,5,12.6,38.1,,美浦 加藤征,446(-2)
202605010501,14,6,11,タマモトップハット,牡3,55.0,△長浜,0:1:29.1,2,14,228.8,37.9,,美浦 水野,488(0)
202605010501,15,2,3,ビップブレット,牡3,57.0,木幡巧,0:1:29.6,3,16,570.8,39.9,,美浦 田島,494(+2)
202605010501,16,4,8,テンノルーキー,牡3,57.0,三浦,0:1:30.4,5,13,179.0,40.5,,美浦 田村,436(+8)
