,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605020610,1,8,12,ウエストナウ,牡5,58.0,高杉,0:2:23.1,,3,4.0,33.7,5-5-5-5,栗東 寺島,496(-4)
202605020610,2,7,10,シャイニングソード,牡5,57.0,西村淳,0:2:23.1,アタマ,1,2.6,33.4,10-10-9-7,栗東 中内田,518(0)
202605020610,3,2,2,バトルボーン,牡7,58.0,ルメー,0:2:23.2,1/2,2,3.2,34.3,1-1-1-1,美浦 林,506(+2)
202605020610,4,6,8,マイネルケレリウス,牡6,57.0,松岡,0:2:23.5,1.3/4,4,9.9,33.8,8-8-7-7,美浦 奥村武,438(-4)
202605020610,5,5,6,ドクタードリトル,牡6,57.0,団野,0:2:23.5,ハナ,7,31.8,34.1,5-5-5-5,栗東 今野,464(+4)
202605020610,6,5,5,ゴールデンスナップ,牝6,55.0,浜中,0:2:23.8,1.3/4,5,14.9,34.7,4-4-4-3,栗東 田中克,468
202605020610,7,3,3,ラスカンブレス,セ5,57.0,レーン,0:2:24.0,1.1/4,6,19.4,34.1,12-11-10-10,美浦 林,474(-20)
202605020610,8,7,9,マイネルメモリー,牡6,57.0,横山武,0:2:24.0,クビ,10,65.9,34.3,7-7-7-7,栗東 宮,464(-14)
202605020610,9,6,7,マンマリアーレ,牝6,55.0,吉田豊,0:2:24.5,3,12,138.6,34.4,9-9-10-11,美浦 高木,474(+2)
202605020610,10,8,11,グランドカリナン,牡6,57.0,坂井,0:2:24.9,2.1/2,8,42.6,35.9,2-2-2-2,美浦 田島,456(+4)
202605020610,11,4,4,ワイドエンペラー,牡8,57.0,ディー,0:2:25.2,1.3/4,9,49.7,35.0,11-11-12-12,栗東 藤岡健,492(-4)
202605020610,12,1,1,コパノサントス,牡6,57.0,西塚,0:2:27.0,大,11,99.5,37.8,3-2-3-3,栗東 梅田,480(+12)
